CPU,CPU Socket,Chipset,CrossFire Support,Floppy,Form Factor,Half Mini-PCI-Express,Kind,Link,Manufacturer,Maximum Supported Memory,Memory Slots,Memory Type,Micro SATA 6 Gb/s,Mini-PCI-Express,Mini-PCI-Express/mSATA,Model,Name,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,PATA 100,PATA 133,Part #,Prices,RAID Support,SAS 12 Gb/s,SAS 3 Gb/s,SAS 6 Gb/s,SATA 1.5 Gb/s,SATA 3 Gb/s,SATA 6 Gb/s,SATA Express,SLI Support,U.2,U.2 (SFF-8639),eSATA 3Gb/s,eSATA 6Gb/s,mSATA,avg,short_link,socket,max_mem,mem_slots
,LGA1151,Intel B150,Yes,,ATX,,Motherboard,/product/78Jkcf/asrock-motherboard-b150pro4d3,ASRock,64GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,ASRock B150 PRO4/D3 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B150 PRO4/D3,[],No,,,,,,6,,No,,,,,,0.0,asrock-motherboard-b150pro4d3,LGA1151,64.0,4 x 240-pin DIMM
,AM3,AMD 880G,Yes,,Micro ATX,,Motherboard,/product/zqn2FT/foxconn-motherboard-a88gmx,Foxconn,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Foxconn A88GMX Micro ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,A88GMX,[],Yes,,,,,5,,,No,,,1,,,0.0,foxconn-motherboard-a88gmx,AM3,16.0,4 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/pFdFf7/msi-motherboard-z87mpowerr,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2200 / 2600 / 2800 / 3000,,,,,MSI Z87 MPOWER-R ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87 MPOWER-R,[],Yes,,,,,,8,,Yes,,,,,,0.0,msi-motherboard-z87mpowerr,LGA1150,32.0,4 x 240-pin DIMM
,LGA1155,Intel H61,No,,Mini ITX,,Motherboard,/product/43xfrH/jetway-motherboard-jnf9fh61,Jetway,16GB,2 x 204-pin SODIMM,DDR3-1066 / 1333,,1,,,Jetway JNF9F-H61 Mini ITX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,JNF9F-H61,[],No,,,,,4,,,No,,,,,,0.0,jetway-motherboard-jnf9fh61,LGA1155,16.0,2 x 204-pin SODIMM
,AM3,AMD 760G,No,,Micro ATX,,Motherboard,/product/ZtTmP6/biostar-motherboard-a780l3l,Biostar,8GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600,,,,,Biostar A780L3L Micro ATX AM3 Motherboard,1 x 10/100 Mbps,No,Yes,,1,A780L3L,[],Yes,,,,,4,,,No,,,,,,0.0,biostar-motherboard-a780l3l,AM3,8.0,2 x 240-pin DIMM
,LGA2011,Intel X79,Yes,,ATX,,Motherboard,/product/2WH323/ecs-motherboard-x79raxv10x,ECS,64GB,4 x 240-pin DIMM,DDR3-1600 / 1800 / 2133 / 2400 / 2500,,,,,ECS X79R-AX  (V1.0x) ATX LGA2011 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,,X79R-AX  (V1.0x),[],Yes,,,,,4,8,,4-way SLI,,,,2,,0.0,ecs-motherboard-x79raxv10x,LGA2011,64.0,4 x 240-pin DIMM
,AM3,AMD 880G,Yes,,ATX,,Motherboard,/product/HwQypg/asus-motherboard-m4a88tvevousb3,Asus,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 2000,,,,,Asus M4A88T-V EVO/USB3 ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,M4A88T-V EVO/USB3,[],Yes,,,,,5,,,No,,,1,,,0.0,asus-motherboard-m4a88tvevousb3,AM3,16.0,4 x 240-pin DIMM
,AM3,AMD 880G,No,,ATX,,Motherboard,/product/VhphP6/ecs-motherboard-a880gmad3v10,ECS,32GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600,,,,,ECS A880GM-AD3 (V1.0) ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,A880GM-AD3 (V1.0),[],Yes,,,,,5,,,No,,,1,,,0.0,ecs-motherboard-a880gmad3v10,AM3,32.0,4 x 240-pin DIMM
,AM3,AMD 880G,Yes,,ATX,,Motherboard,/product/g8Bv6h/ecs-motherboard-a885gma2v11,ECS,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ECS A885GM-A2 (V1.1) ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,A885GM-A2 (V1.1),[],Yes,,,,,,5,,No,,,,,,0.0,ecs-motherboard-a885gma2v11,AM3,32.0,4 x 240-pin DIMM
,LGA1156,Intel H55,No,,Micro ATX,,Motherboard,/product/K6zv6h/biostar-motherboard-th55bhd,Biostar,16GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 2000,,,,,Biostar TH55B HD Micro ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,No,,1,TH55B HD,[],No,,,,,6,,,No,,,,,,0.0,biostar-motherboard-th55bhd,LGA1156,16.0,4 x 240-pin DIMM
,LGA1155,Intel B65,No,,Micro ATX,,Motherboard,/product/jDLypg/intel-motherboard-boxdb65alb3,Intel,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333,,,,DB65ALB3,Intel DB65ALB3 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,BOXDB65ALB3,[],No,,,,,3,1,,No,,,2,,,0.0,intel-motherboard-boxdb65alb3,LGA1155,32.0,4 x 240-pin DIMM
,AM3,AMD 880G,Yes,,ATX,,Motherboard,/product/sLTmP6/asrock-motherboard-880gextreme3,ASRock,16GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800,,,,880G Extreme3,ASRock 880G Extreme3 ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,880G EXTREME3,[],Yes,,,,,,6,,No,,,1,1,,0.0,asrock-motherboard-880gextreme3,AM3,16.0,4 x 240-pin DIMM
,LGA1151,Intel B150,Yes,,Micro ATX,,Motherboard,/product/MhgPxr/asrock-motherboard-b150mpro4,ASRock,64GB,4 x 288-pin DIMM,DDR4-2133,,,,,ASRock B150M Pro4 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B150M Pro4,"[73.99, 81.99]",No,,,,,,6,,No,,,,,,77.99,asrock-motherboard-b150mpro4,LGA1151,64.0,4 x 288-pin DIMM
,FM2,AMD A85X,No,,Micro ATX,,Motherboard,/product/PDtCmG/asus-motherboard-a85xma,Asus,32GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Asus A85XM-A Micro ATX FM2 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,A85XM-A,[],Yes,,,,,,8,,No,,,,,,0.0,asus-motherboard-a85xma,FM2,32.0,2 x 240-pin DIMM
,LGA1156,Intel H55,No,,ATX,,Motherboard,/product/fJ9KHx/asus-motherboard-p7h55usb3,Asus,16GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2000 / 2200,,,,,Asus P7H55/USB3 ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,No,,,P7H55/USB3,[],No,,,,,6,,,No,,,,,,0.0,asus-motherboard-p7h55usb3,LGA1156,16.0,4 x 240-pin DIMM
,LGA1155,Intel H61,No,,Micro ATX,,Motherboard,/product/jvPfrH/gigabyte-motherboard-gah61musb3h,Gigabyte,16GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333,,,,,Gigabyte GA-H61M-USB3H Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-H61M-USB3H,[],No,,,,,4,,,No,,,,,,0.0,gigabyte-motherboard-gah61musb3h,LGA1155,16.0,2 x 240-pin DIMM
,AM3/AM2+/AM2,AMD 785G,No,,Micro ATX,,Motherboard,/product/CsNp99/biostar-motherboard-ta785ge128m,Biostar,16GB,4 x 240-pin DIMM,DDR2-533 / 667 / 800 / 1066,,,,,Biostar TA785GE 128M Micro ATX AM3/AM2+/AM2 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,TA785GE 128M,[],Yes,,,,,6,,,No,,,,,,0.0,biostar-motherboard-ta785ge128m,AM3/AM2+/AM2,16.0,4 x 240-pin DIMM
,AM3,AMD 870,No,,ATX,,Motherboard,/product/c3DwrH/biostar-motherboard-ta870,Biostar,16GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800,,,,,Biostar TA870+ ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,No,,1,TA870+,[],Yes,,,,,,5,,No,,,1,,,0.0,biostar-motherboard-ta870,AM3,16.0,4 x 240-pin DIMM
,LGA1155,Intel H61,No,,ATX,,Motherboard,/product/B3xfrH/foxconn-motherboard-h61ap,Foxconn,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,,Foxconn H61AP ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H61AP,[],No,,,,,4,,,No,,,,,,0.0,foxconn-motherboard-h61ap,LGA1155,16.0,2 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,ATX,,Motherboard,/product/qz3RsY/gigabyte-motherboard-gaz77d3h,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Gigabyte GA-Z77-D3H ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-Z77-D3H,[],Yes,,,,,4,2,,No,,,,,1,0.0,gigabyte-motherboard-gaz77d3h,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,ATX,,Motherboard,/product/FDLypg/biostar-motherboard-tz77xe3,Biostar,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2000 / 2200 / 2400 / 2600,,,,,Biostar TZ77XE3 ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,TZ77XE3,[],Yes,,,,,4,2,,Yes,,,,,,0.0,biostar-motherboard-tz77xe3,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,ATX,,Motherboard,/product/mMh9TW/biostar-motherboard-tz77xe4,Biostar,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2000 / 2200 / 2400 / 2600,,,,,Biostar TZ77XE4 ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,TZ77XE4,[],Yes,,,,,2,4,,Yes,,,,,,0.0,biostar-motherboard-tz77xe4,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,ATX,,Motherboard,/product/8th9TW/ecs-motherboard-z77h2a2xdeluxe10,ECS,32GB,4 x 240-pin DIMM,DDR3-1600 / 1800 / 2133 / 2400 / 2600 / 2800,,1,,,ECS Z77H2-A2X DELUXE(1.0) ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z77H2-A2X DELUXE(1.0),[],Yes,,,,,2,4,,No,,,1,,,0.0,ecs-motherboard-z77h2a2xdeluxe10,LGA1155,32.0,4 x 240-pin DIMM
,LGA1151,Intel B150,Yes,,Micro ATX,,Motherboard,/product/yYH48d/asrock-motherboard-b150mpro4d3,ASRock,64GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,ASRock B150M Pro4/D3 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B150M Pro4/D3,[],No,,,,,,6,,No,,,,,,0.0,asrock-motherboard-b150mpro4d3,LGA1151,64.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,ATX,,Motherboard,/product/WQ4gXL/msi-motherboard-z77agd65,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2666,,,,,MSI Z77A-GD65 ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z77A-GD65,[],Yes,,,,,4,4,,Yes,,,,,,0.0,msi-motherboard-z77agd65,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,ATX,,Motherboard,/product/BBK7YJ/asrock-motherboard-z77professional,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800,,,,,ASRock Z77 Professional ATX LGA1155 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,1,Z77 Professional,[],Yes,,,,,4,6,,Yes,,,,1,,0.0,asrock-motherboard-z77professional,LGA1155,32.0,4 x 240-pin DIMM
,LGA775,Intel G41,No,,Micro ATX,,Motherboard,/product/YPqdnQ/intel-motherboard-boxdg41cn,Intel,8GB,2 x 240-pin DIMM,DDR2-667 / 800,,,,DG41CN,Intel DG41CN Micro ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,BOXDG41CN,[],No,,,,,4,,,No,,,,,,0.0,intel-motherboard-boxdg41cn,LGA775,8.0,2 x 240-pin DIMM
,LGA775,Intel G41,No,,Micro ATX,,Motherboard,/product/gTh9TW/biostar-motherboard-g41d3,Biostar,8GB,2 x 240-pin DIMM,DDR3-800 / 1066,,,,,Biostar G41D3 Micro ATX LGA775 Motherboard,1 x 10/100 Mbps,No,Yes,,1,G41D3,[],No,,,,,4,,,No,,,,,,0.0,biostar-motherboard-g41d3,LGA775,8.0,2 x 240-pin DIMM
,LGA1156,Intel H55,No,,ATX,,Motherboard,/product/WhQypg/foxconn-motherboard-h55a,Foxconn,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 2000,,,,,Foxconn H55A ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,1,H55A,[],No,,,,,6,,,No,,,,,,0.0,foxconn-motherboard-h55a,LGA1156,16.0,4 x 240-pin DIMM
,LGA1155,Intel Z75,Yes,,ATX,,Motherboard,/product/jFV48d/biostar-motherboard-tz75b,Biostar,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133,,,,,Biostar TZ75B ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,TZ75B,[],Yes,,,,,4,2,,No,,,,,,0.0,biostar-motherboard-tz75b,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,Micro ATX,,Motherboard,/product/XcXfrH/msi-motherboard-z77mag45,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2666,,,,,MSI Z77MA-G45 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z77MA-G45,[],Yes,,,,,4,2,,Yes,,,,,,0.0,msi-motherboard-z77mag45,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,ATX,,Motherboard,/product/k7K7YJ/msi-motherboard-z77ag43gaming,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2000 / 2133 / 2200 / 2400 / 2600 / 2800 / 3000,,,,,MSI Z77A-G43 Gaming ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z77A-G43 Gaming,[],No,,,,,4,2,,No,,,,,,0.0,msi-motherboard-z77ag43gaming,LGA1155,32.0,4 x 240-pin DIMM
,LGA1150,Intel H87,Yes,,Micro ATX,,Motherboard,/product/gszv6h/msi-motherboard-csmh87mg43,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,MSI CSM-H87M-G43 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,CSM-H87M-G43,[],Yes,,,,,,6,,No,,,,,,0.0,msi-motherboard-csmh87mg43,LGA1150,32.0,4 x 240-pin DIMM
,FM1,AMD A75,No,,Micro ATX,,Motherboard,/product/Cxzv6h/ecs-motherboard-a75fm,ECS,64GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866,,,,,ECS A75F-M Micro ATX FM1 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,A75F-M,[],Yes,,,,,,6,,No,,,,,,0.0,ecs-motherboard-a75fm,FM1,64.0,4 x 240-pin DIMM
,LGA1151,Intel B150,Yes,,Micro ATX,,Motherboard,/product/kcH48d/asrock-b150m-pro4hyper-micro-atx-lga1151-motherboard-b150m-pro4hyper,ASRock,64GB,4 x 288-pin DIMM,DDR4-2133,,,,,ASRock B150M Pro4/Hyper Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B150M Pro4/Hyper,[],No,,,,,,6,,No,,,,,,0.0,asrock-b150m-pro4hyper-micro-atx-lga1151-motherboard-b150m-pro4hyper,LGA1151,64.0,4 x 288-pin DIMM
,LGA1155,Intel Z77,Yes,,Micro ATX,,Motherboard,/product/LG8Zxr/asrock-motherboard-z77professionalm,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800,,,,,ASRock Z77 Professional-M Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z77 Professional-M<br/>(or) Fatal1ty Z77 Professional-M,[],Yes,,,,,4,4,,Yes,,,,1,,0.0,asrock-motherboard-z77professionalm,LGA1155,32.0,4 x 240-pin DIMM
,AM3/AM2+/AM2,AMD 785G,No,,Mini ITX,,Motherboard,/product/ccn2FT/jetway-motherboard-jnc84elf,Jetway,4GB,2 x 200-pin SODIMM,DDR2-800,,,,,Jetway JNC84E-LF Mini ITX AM3/AM2+/AM2 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,JNC84E-LF,[],Yes,,,,,4,,,No,,,2,,,0.0,jetway-motherboard-jnc84elf,AM3/AM2+/AM2,4.0,2 x 200-pin SODIMM
,LGA1155,Intel B75,Yes,,Micro ATX,,Motherboard,/product/hbJwrH/asrock-motherboard-b75m,ASRock,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ASRock B75M Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,B75M,[],No,,,,,5,3,,No,,,,,,0.0,asrock-motherboard-b75m,LGA1155,16.0,2 x 240-pin DIMM
,LGA1155,Intel B75,Yes,,ATX,,Motherboard,/product/HCxfrH/asrock-motherboard-b75pro3,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,B75 Pro3,ASRock B75 Pro3 ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B75 PRO3,[],No,,,,,5,3,,No,,,,,,0.0,asrock-motherboard-b75pro3,LGA1155,32.0,4 x 240-pin DIMM
Integrated Atom D2700,,Intel NM10,No,,Mini ITX,,Motherboard,/product/k2dqqs/asrock-motherboard-ad2700bitx,ASRock,4GB,2 x 204-pin SODIMM,DDR3-800 / 1066,,,,,ASRock AD2700B-ITX Mini ITX Atom D2700 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,AD2700B-ITX,[],No,,,,,2,,,No,,,,,,0.0,asrock-motherboard-ad2700bitx,,4.0,2 x 204-pin SODIMM
,LGA1155,Intel H77,No,,Micro ATX,,Motherboard,/product/wLZQzy/biostar-motherboard-h77mu3,Biostar,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Biostar H77MU3 Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,H77MU3,[],Yes,,,,,4,2,,No,,,,,,0.0,biostar-motherboard-h77mu3,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel B75,No,,Micro ATX,,Motherboard,/product/DP4gXL/biostar-motherboard-b75mu3,Biostar,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Biostar B75MU3+ Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B75MU3+,[],No,,,,,5,1,,No,,,,,,0.0,biostar-motherboard-b75mu3,LGA1155,32.0,4 x 240-pin DIMM
,LGA1155,Intel Z77,Yes,,ATX,,Motherboard,/product/vP4gXL/ecs-motherboard-goldenz77h2ax10,ECS,32GB,4 x 240-pin DIMM,DDR3-1600 / 1800 / 2133 / 2400 / 2600 / 2800,,1,,,ECS Golden Z77H2-AX(1.0) ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Golden Z77H2-AX(1.0),[],Yes,,,,,2,4,,3-way SLI,,,2,,1,0.0,ecs-motherboard-goldenz77h2ax10,LGA1155,32.0,4 x 240-pin DIMM
,AM3+,AMD 760G,No,,Micro ATX,,Motherboard,/product/gVNp99/biostar-motherboard-a960g,Biostar,16GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1866,,,,,Biostar A960G+ Micro ATX AM3+ Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,A960G+,[],Yes,,,,,4,,,No,,,,,,0.0,biostar-motherboard-a960g,AM3+,16.0,2 x 240-pin DIMM
,LGA1155,Intel H61,No,,Micro ATX,,Motherboard,/product/KfW9TW/msi-motherboard-h61mp31g3,MSI,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,,MSI H61M-P31 (G3) Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H61M-P31 (G3),[],No,,,,,4,,,No,,,,,,0.0,msi-motherboard-h61mp31g3,LGA1155,16.0,2 x 240-pin DIMM
,LGA1151,Intel B150,No,,Micro ATX,,Motherboard,/product/cXvZxr/asrock-motherboard-b150mpro4s,ASRock,64GB,4 x 288-pin DIMM,DDR4-2133,,,,,ASRock B150M Pro4S Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B150M Pro4S,"[68.99, 78.99, 80.63]",No,,,,,,6,,No,,,,,,76.2033333333,asrock-motherboard-b150mpro4s,LGA1151,64.0,4 x 288-pin DIMM
,LGA1156,Intel H55,No,,Micro ATX,,Motherboard,/product/Q6tCmG/asrock-motherboard-h55mge,ASRock,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2600,,,,,ASRock H55M-GE Micro ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,H55M-GE,[],No,,,,,6,,,No,,,,,,0.0,asrock-motherboard-h55mge,LGA1156,16.0,4 x 240-pin DIMM
,LGA1156,Intel H55,Yes,,ATX,,Motherboard,/product/RK9KHx/asrock-motherboard-h55de3,ASRock,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2600,,,,,ASRock H55DE3 ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,H55DE3,[],No,,,,,4,,,No,,,,2,,0.0,asrock-motherboard-h55de3,LGA1156,16.0,4 x 240-pin DIMM
,LGA1366,Intel X58,Yes,,ATX,,Motherboard,/product/9cn2FT/asrock-motherboard-x58extreme3,ASRock,24GB,6 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2000,,,,,ASRock X58 Extreme 3 ATX LGA1366 Motherboard,1 x 10/100/1000 Mbps,No,No,,1,X58 Extreme 3,[],Yes,,,,,6,2,,Yes,,,,,,0.0,asrock-motherboard-x58extreme3,LGA1366,24.0,6 x 240-pin DIMM
,LGA775,NVIDIA GeForce 7050,No,,Micro ATX,,Motherboard,/product/28g323/zotac-motherboard-nf610iee,Zotac,4GB,2 x 240-pin DIMM,DDR2-800,,,,,Zotac NF610I-E-E Micro ATX LGA775 Motherboard,1 x 10/100 Mbps,No,Yes,1,,NF610I-E-E,[],Yes,,,,,4,,,No,,,,,,0.0,zotac-motherboard-nf610iee,LGA775,4.0,2 x 240-pin DIMM
,LGA1155,Intel H77,No,,Mini ITX,,Motherboard,/product/wNMFf7/asus-motherboard-p8h77i,Asus,16GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200,,,,,Asus P8H77-I Mini ITX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,P8H77-I,[],Yes,,,,,4,2,,No,,,,,,0.0,asus-motherboard-p8h77i,LGA1155,16.0,2 x 240-pin DIMM
,LGA1155,Intel B75,Yes,,Micro ATX,,Motherboard,/product/Cjzv6h/asus-motherboard-p8b75mle,Asus,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Asus P8B75-M LE Micro ATX LGA1155 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,P8B75-M LE,[],No,,,,,5,1,,No,,,,,,0.0,asus-motherboard-p8b75mle,LGA1155,16.0,2 x 240-pin DIMM
,LGA1156,Intel P55,No,,ATX,,Motherboard,/product/n6tCmG/foxconn-motherboard-p55as,Foxconn,16GB,4 x 240-pin DIMM,DDR3-1066 / 1333,,,,,Foxconn P55A-S ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,No,,1,P55A-S,[],Yes,,,,,6,,,No,,,2,,,0.0,foxconn-motherboard-p55as,LGA1156,16.0,4 x 240-pin DIMM
,LGA775,Intel P45,No,,ATX,,Motherboard,/product/L9mLrH/biostar-motherboard-tp45ecombo6x,Biostar,8GB,4 x 240-pin DIMM,DDR2-667 / 800 / 1066,,,,,Biostar TP45E Combo 6.X ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,No,1,,TP45E Combo 6.X,[],No,,,,,6,,,No,,,,,,0.0,biostar-motherboard-tp45ecombo6x,LGA775,8.0,4 x 240-pin DIMM
,LGA1156,Intel P55,No,,Micro ATX,,Motherboard,/product/DZTmP6/foxconn-motherboard-p55mx,Foxconn,8GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,,,,Foxconn P55MX Micro ATX LGA1156 Motherboard,1 x 10/100/1000 Mbps,No,No,,,P55MX,[],Yes,,,,,6,,,No,,,,,,0.0,foxconn-motherboard-p55mx,LGA1156,8.0,2 x 240-pin DIMM
,LGA775,Intel P43,No,,ATX,,Motherboard,/product/dHMFf7/biostar-motherboard-p43d3,Biostar,4GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333,,,,,Biostar P43D3 ATX LGA775 Motherboard,1 x 10/100/1000 Mbps,No,No,,,P43D3,[],No,,,,,4,,,No,,,,,,0.0,biostar-motherboard-p43d3,LGA775,4.0,2 x 240-pin DIMM
,LGA1151,Intel B150,Yes,,Micro ATX,,Motherboard,/product/dZfmP6/asrock-motherboard-b150mpro4sd3,ASRock,64GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866,,,,,ASRock B150M Pro4S/D3 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,B150M Pro4S/D3,[],No,,,,,,6,,No,,,,,,0.0,asrock-motherboard-b150mpro4sd3,LGA1151,64.0,4 x 240-pin DIMM
