CPU,CPU Socket,Chipset,CrossFire Support,Floppy,Form Factor,Half Mini-PCI-Express,Kind,Link,Manufacturer,Maximum Supported Memory,Memory Slots,Memory Type,Micro SATA 6 Gb/s,Mini-PCI-Express,Mini-PCI-Express/mSATA,Model,Name,Onboard Ethernet,Onboard USB 3.0 Header(s),Onboard Video,PATA 100,PATA 133,Part #,Prices,RAID Support,SAS 12 Gb/s,SAS 3 Gb/s,SAS 6 Gb/s,SATA 1.5 Gb/s,SATA 3 Gb/s,SATA 6 Gb/s,SATA Express,SLI Support,U.2,U.2 (SFF-8639),eSATA 3Gb/s,eSATA 6Gb/s,mSATA,avg,short_link,socket,max_mem,mem_slots
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/h4qbt6/gigabyte-motherboard-gaz97xgameplus,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,,,,,Gigabyte GA-Z97X-Game Plus ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-Z97X-Game Plus,[],Yes,,,,,,4,1,Yes,,,,,,0.0,gigabyte-motherboard-gaz97xgameplus,LGA1150,32.0,4 x 240-pin DIMM
,LGA2011-3,Intel X99,Yes,,ATX,,Motherboard,/product/GvnG3C/asrock-motherboard-fatal1tyx99xkiller31,ASRock,128GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3200,,1,,,ASRock Fatal1ty X99X Killer/3.1 ATX LGA2011-3 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,,Fatal1ty X99X Killer/3.1,"[259.99, 299.99]",Yes,,,,,,8,1,3-way SLI,,,,,,279.99,asrock-motherboard-fatal1tyx99xkiller31,LGA2011-3,128.0,8 x 288-pin DIMM
,LGA1151,Intel B250,No,,Micro ATX,,Motherboard,/product/thdFf7/asus-prime-b250m-c-csm-micro-atx-lga1151-motherboard-prime-b250m-c-csm,Asus,64GB,4 x 288-pin DIMM,,,,,,Asus PRIME B250M-C-CSM Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,PRIME B250M-C-CSM,"[84.99, 85.0, 85.0, 99.32]",No,,,,,,6,,No,,,,,,88.5775,asus-prime-b250m-c-csm-micro-atx-lga1151-motherboard-prime-b250m-c-csm,LGA1151,64.0,4 x 288-pin DIMM
,LGA1150,Intel H81,No,,Micro ATX,,Motherboard,/product/LKW9TW/gigabyte-motherboard-gah81mds2,Gigabyte,16GB,2 x 240-pin DIMM,DDR3-1333 / 1600,,,,,Gigabyte GA-H81M-DS2 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,GA-H81M-DS2,[],No,,,,,2,2,,No,,,,,,0.0,gigabyte-motherboard-gah81mds2,LGA1150,16.0,2 x 240-pin DIMM
,FM2+,AMD A88X,No,,Micro ATX,,Motherboard,/product/6ptCmG/asrock-motherboard-fm2a88mhd,ASRock,32GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133,,,,,ASRock FM2A88M-HD+ Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,FM2A88M-HD+,[],Yes,,,,,,8,,No,,,,,,0.0,asrock-motherboard-fm2a88mhd,FM2+,32.0,2 x 240-pin DIMM
,LGA1150,Intel Q87,Yes,,Micro ATX,,Motherboard,/product/qtMFf7/asus-motherboard-q87mecsm,Asus,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Asus Q87M-E/CSM Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Q87M-E/CSM,"[125.99, 142.94]",No,,,,,,6,,No,,,,,,134.465,asus-motherboard-q87mecsm,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z97,No,,ATX,,Motherboard,/product/82g323/asrock-motherboard-z97pro3,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800 / 2933,,,,,ASRock Z97 PRO3 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z97 PRO3,"[126.99, 199.88]",Yes,,,,,,6,,No,,,,,,163.435,asrock-motherboard-z97pro3,LGA1150,32.0,4 x 240-pin DIMM
,LGA1151,Intel H270,Yes,,Micro ATX,,Motherboard,/product/8nM323/asrock-fatal1ty-h270m-performance-micro-atx-lga1151-motherboard-fatal1ty-h270m-performance,ASRock,64GB,4 x 288-pin DIMM,DDR4-2133 / 2400,,,,,ASRock Fatal1ty H270M Performance Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Fatal1ty H270M Performance,[],Yes,,,,,,6,,No,,,,,,0.0,asrock-fatal1ty-h270m-performance-micro-atx-lga1151-motherboard-fatal1ty-h270m-performance,LGA1151,64.0,4 x 288-pin DIMM
Integrated Atom D2550,,CPU Integrated,No,,Mini ITX,,Motherboard,/product/h36BD3/asrock-motherboard-ad2550ru3s3,ASRock,4GB,2 x 204-pin SODIMM,DDR3-1066,,,,,ASRock AD2550R/U3S3 Mini ITX Atom D2550 Motherboard,2 x 10/100/1000 Mbps,Yes,Yes,,,AD2550R/U3S3,"[139.99, 149.99]",Yes,,,,,5,2,,No,,,,,,144.99,asrock-motherboard-ad2550ru3s3,,4.0,2 x 204-pin SODIMM
,LGA1150,Intel B85,No,,Micro ATX,,Motherboard,/product/GZh9TW/intel-motherboard-boxdb85fl,Intel,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,DB85FL,Intel DB85FL Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,BOXDB85FL,[94.99],No,,,,,2,4,,No,,,,,,94.99,intel-motherboard-boxdb85fl,LGA1150,32.0,4 x 240-pin DIMM
,LGA2011-3,Intel X99,Yes,,ATX,,Motherboard,/product/swrcCJ/asus-motherboard-x99pro,Asus,64GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300,,,,,Asus X99-PRO ATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,X99-PRO<br/>(or) 90MB0KQ0-M0EAY0,[],Yes,,,,,,8,1,3-way SLI,,,,,,0.0,asus-motherboard-x99pro,LGA2011-3,64.0,8 x 288-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/QJvRsY/ecs-motherboard-z97machine,ECS,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 3000,,,,,ECS Z97-MACHINE ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z97-MACHINE,[124.99],Yes,,,,,,4,,No,,,,,,124.99,ecs-motherboard-z97machine,LGA1150,32.0,4 x 240-pin DIMM
,LGA1151,Intel Z270,Yes,,ATX,,Motherboard,/product/bB7CmG/gigabyte-ga-z270-hd3-atx-lga1151-motherboard-ga-z270-hd3,Gigabyte,64GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3000 / 3200 / 3300 / 3333 / 3400 / 3466 / 3600 / 3666 / 3733 / 3800 / 3866,,,,,Gigabyte GA-Z270-HD3 ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-Z270-HD3,[114.99],Yes,,,,,,4,1,No,,,,,,114.99,gigabyte-ga-z270-hd3-atx-lga1151-motherboard-ga-z270-hd3,LGA1151,64.0,4 x 288-pin DIMM
,LGA1150,Intel C226,Yes,,ATX,,Motherboard,/product/f27CmG/supermicro-motherboard-x10sato,Supermicro,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,Supermicro X10SAT-O ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,X10SAT-O,"[254.99, 276.35]",Yes,,,,,,8,,Yes,,,,,,265.67,supermicro-motherboard-x10sato,LGA1150,32.0,4 x 240-pin DIMM
,LGA1155,Intel Q67,No,,Mini ITX,,Motherboard,/product/HKtCmG/intel-motherboard-boxdq67epb3,Intel,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333,,1,,DQ67EPB3,Intel DQ67EPB3 Mini ITX LGA1155 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,BOXDQ67EPB3,[109.0],Yes,,,,,2,2,,No,,,2,,,109.0,intel-motherboard-boxdq67epb3,LGA1155,16.0,2 x 240-pin DIMM
,LGA1150,Intel H81,No,,Micro ATX,,Motherboard,/product/2V648d/gigabyte-motherboard-gah81md3v,Gigabyte,16GB,2 x 240-pin DIMM,DDR3-1333 / 1600,,,,,Gigabyte GA-H81M-D3V Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-H81M-D3V,"[58.88, 69.82, 69.99]",No,,,,,2,2,,No,,,,,,66.23,gigabyte-motherboard-gah81md3v,LGA1150,16.0,2 x 240-pin DIMM
,LGA1155,Intel C204,No,,Micro ATX,,Motherboard,/product/swhj4D/supermicro-motherboard-x9scmiif,Supermicro,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,Supermicro X9SCM-iiF Micro ATX LGA1155 Motherboard,2 x 10/100/1000 Mbps,No,Yes,,,X9SCM-iiF<br/>(or) X9SCM-IIF-O,"[188.99, 201.14]",No,,,,,4,2,,No,,,,,,195.065,supermicro-motherboard-x9scmiif,LGA1155,32.0,4 x 240-pin DIMM
,FM1,AMD A55,No,,Micro ATX,,Motherboard,/product/F7tCmG/asrock-motherboard-a55mvs,ASRock,16GB,2 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1866 / 2400,,,,,ASRock A55M-VS Micro ATX FM1 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,A55M-VS,[59.46],Yes,,,,,4,,,No,,,,,,59.46,asrock-motherboard-a55mvs,FM1,16.0,2 x 240-pin DIMM
,FM2+,AMD A55,No,,Micro ATX,,Motherboard,/product/d2H323/asus-motherboard-a55bme,Asus,32GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133,,,,,Asus A55BM-E Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,A55BM-E,[],Yes,,,,,6,,,No,,,,,,0.0,asus-motherboard-a55bme,FM2+,32.0,2 x 240-pin DIMM
,FM2+,AMD A58,No,,Micro ATX,,Motherboard,/product/QycMnQ/ecs-motherboard-a58f2pm410,ECS,32GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1800 / 1866,,,,,ECS A58F2P-M4(1.0) Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,A58F2P-M4(1.0),[49.63],Yes,,,,,4,,,No,,,,,,49.63,ecs-motherboard-a58f2pm410,FM2+,32.0,2 x 240-pin DIMM
,LGA2011-3,Intel X99,Yes,,EATX,,Motherboard,/product/7pbkcf/gigabyte-motherboard-gax99ud4p,Gigabyte,64GB,8 x 288-pin DIMM,DDR4-2133 / 2400 / 2666 / 2800 / 3200 / 3333,,,,,Gigabyte GA-X99-UD4P EATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,GA-X99-UD4P,[],Yes,,,,,,8,1,4-way SLI,,,,,,0.0,gigabyte-motherboard-gax99ud4p,LGA2011-3,64.0,8 x 288-pin DIMM
,LGA1150,Intel Z87,Yes,,ATX,,Motherboard,/product/VpXfrH/asus-motherboard-maximusviextreme,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 3000,,,,,Asus Maximus VI Extreme ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Maximus VI Extreme,[],Yes,,,,,,10,,4-way SLI,,,,,,0.0,asus-motherboard-maximusviextreme,LGA1150,32.0,4 x 240-pin DIMM
,FM2,AMD A75,No,,Mini ITX,,Motherboard,/product/zG9KHx/msi-motherboard-fm2a75iae53,MSI,32GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133,,,,,MSI FM2-A75IA-E53 Mini ITX FM2 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,FM2-A75IA-E53,[89.99],Yes,,,,,,4,,No,,,1,,,89.99,msi-motherboard-fm2a75iae53,FM2,32.0,2 x 240-pin DIMM
,LGA1150,Intel C224,No,,Micro ATX,,Motherboard,/product/m2VBD3/supermicro-motherboard-x10slmf,Supermicro,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,X10SLM-F-O,Supermicro X10SLM-F-O Micro ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Yes,,,X10SLM-F<br/>(or) MBD-X10SLM-F-O,[175.99],No,,,,,2,4,,No,,,,,,175.99,supermicro-motherboard-x10slmf,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/mWX2FT/asrock-motherboard-z97extreme631,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800 / 2933 / 3200,,1,,,ASRock Z97 Extreme6/3.1 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z97 Extreme6/3.1,[],Yes,,,,,,8,1,Yes,,,,1,,0.0,asrock-motherboard-z97extreme631,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel H81,No,,Micro ATX,,Motherboard,/product/8cJwrH/gigabyte-motherboard-gah81ms2pv,Gigabyte,16GB,2 x 240-pin DIMM,DDR3-1333 / 1600,,,,,Gigabyte GA-H81M-S2PV Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,GA-H81M-S2PV,"[56.99, 76.7]",No,,,,,2,2,,No,,,,,,66.845,gigabyte-motherboard-gah81ms2pv,LGA1150,16.0,2 x 240-pin DIMM
,LGA1150,Intel C222,No,,ATX,,Motherboard,/product/WZ6BD3/asus-motherboard-p9dx,Asus,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,Asus P9D-X ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,No,Yes,,,P9D-X,[168.99],Yes,,,,,4,2,,No,,,,,,168.99,asus-motherboard-p9dx,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z87,Yes,,XL ATX,,Motherboard,/product/Lmbp99/msi-motherboard-z87xpower,MSI,32GB,4 x 240-pin DIMM,DDR3-1600 / 1866 / 2133 / 2200 / 2600 / 2800 / 3000,,,,,MSI Z87 XPOWER XL ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z87 XPOWER,[],Yes,,,,,,10,,4-way SLI,,,,,,0.0,msi-motherboard-z87xpower,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel H87,No,,Micro ATX,,Motherboard,/product/w4xfrH/intel-motherboard-boxdh87rl,Intel,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,1,,DH87RL,Intel DH87RL Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,BOXDH87RL,[115.0],Yes,,,,,,5,,No,,,,,,115.0,intel-motherboard-boxdh87rl,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/VCyxFT/asrock-motherboard-z97extreme431,ASRock,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133 / 2400 / 2800 / 2933 / 3200,,,,,ASRock Z97 Extreme4/3.1 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z97 Extreme4/3.1,[],Yes,,,,,,6,1,Yes,,,,,,0.0,asrock-motherboard-z97extreme431,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel H81,No,,Micro ATX,,Motherboard,/product/GzqdnQ/asrock-motherboard-h81mdgs,ASRock,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,ASRock H81M-DGS Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,H81M-DGS,[],No,,,,,2,2,,No,,,,,,0.0,asrock-motherboard-h81mdgs,LGA1150,16.0,2 x 240-pin DIMM
,LGA1150,Intel B85,No,,Micro ATX,,Motherboard,/product/cf6BD3/msi-motherboard-csmb85mp32,MSI,16GB,2 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,MSI CSM-B85M-P32 Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,CSM-B85M-P32,"[67.99, 83.43, 80.0]",No,,,,,2,2,,No,,,,,,77.14,msi-motherboard-csmb85mp32,LGA1150,16.0,2 x 240-pin DIMM
,LGA1150,Intel C224,No,,ATX,,Motherboard,/product/zZ6BD3/asrock-motherboard-e3c2244l,ASRock,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600,,,,,ASRock E3C224-4L ATX LGA1150 Motherboard,4 x 10/100/1000 Mbps,No,Yes,,,E3C224-4L,"[188.99, 188.99, 195.99]",Yes,,,,,2,4,,No,,,,,,191.323333333,asrock-motherboard-e3c2244l,LGA1150,32.0,4 x 240-pin DIMM
Integrated Atom D510,,Intel NM10,No,,Mini ITX,,Motherboard,/product/MMW9TW/asus-motherboard-at5nm10i,Asus,4GB,2 x 240-pin DIMM,DDR2-667 / 800,,,,,Asus AT5NM10-I Mini ITX Atom D510 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,AT5NM10-I,[],No,,,,,2,,,No,,,,,,0.0,asus-motherboard-at5nm10i,,4.0,2 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,Micro ATX,,Motherboard,/product/t2g323/gigabyte-motherboard-gaz97md3h,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000,,,,,Gigabyte GA-Z97M-D3H Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-Z97M-D3H,[],Yes,,,,,,6,,No,,,,,,0.0,gigabyte-motherboard-gaz97md3h,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/ktV48d/gigabyte-motherboard-gaz97xgamingg1wifibk,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100 / 3200,,,,,Gigabyte GA-Z97X-Gaming G1 WIFI-BK ATX LGA1150 Motherboard,2 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-Z97X-Gaming G1 WIFI-BK,[],Yes,,,,,,8,1,4-way SLI,,,,,,0.0,gigabyte-motherboard-gaz97xgamingg1wifibk,LGA1150,32.0,4 x 240-pin DIMM
,LGA1151,Intel C232,Yes,,ATX,,Motherboard,/product/48PzK8/asrock-fatal1ty-e3v5-performance-gamingoc-atx-lga1151-motherboard-fatal1ty-e3v5-performance-gamingoc,ASRock,64GB,4 x 288-pin DIMM,DDR4-2133,,,,,ASRock Fatal1ty E3V5 Performance Gaming/OC ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,Fatal1ty E3V5 Performance Gaming/OC,[],No,,,,,,6,,No,,,,,,0.0,asrock-fatal1ty-e3v5-performance-gamingoc-atx-lga1151-motherboard-fatal1ty-e3v5-performance-gamingoc,LGA1151,64.0,4 x 288-pin DIMM
,FM1,AMD A55,No,,Micro ATX,,Motherboard,/product/nHH323/ecs-motherboard-a55fm210a,ECS,32GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866,,,,,ECS A55F-M2(1.0A) Micro ATX FM1 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,A55F-M2(1.0A),[141.59],Yes,,,,,6,,,No,,,,,,141.59,ecs-motherboard-a55fm210a,FM1,32.0,2 x 240-pin DIMM
,AM3,AMD 770,No,,ATX,,Motherboard,/product/2vxfrH/msi-motherboard-870g45,MSI,16GB,4 x 240-pin DIMM,DDR3-800 / 1066 / 1333 / 1600 / 1800 / 2000,,,,,MSI 870-G45 ATX AM3 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,1,870-G45,[],Yes,,,,,6,,,No,,,,,,0.0,msi-motherboard-870g45,AM3,16.0,4 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,Micro ATX,,Motherboard,/product/fj4NnQ/asrock-motherboard-fatal1tyz97mkiller,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800 / 2933 / 3300,,,,,ASRock Fatal1ty Z97M Killer Micro ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Fatal1ty Z97M Killer,[],Yes,,,,,,4,1,Yes,,,,,,0.0,asrock-motherboard-fatal1tyz97mkiller,LGA1150,32.0,4 x 240-pin DIMM
,FM2+,AMD A88X,Yes,,ATX,,Motherboard,/product/RFFPxr/msi-motherboard-a88xg41pcmate,MSI,64GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133,,,,,MSI A88X-G41 PC MATE ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,A88X-G41 PC MATE,[],Yes,,,,,,6,,No,,,,,,0.0,msi-motherboard-a88xg41pcmate,FM2+,64.0,2 x 240-pin DIMM
,LGA1151,Intel Z170,Yes,,Micro ATX,,Motherboard,/product/nhgPxr/asrock-motherboard-z170mpro4,ASRock,64GB,4 x 288-pin DIMM,DDR4-2133 / 2400 / 2800 / 2933 / 3200,,,,,ASRock Z170M Pro4 Micro ATX LGA1151 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z170M Pro4,[],Yes,,,,,,6,,No,,,,,,0.0,asrock-motherboard-z170mpro4,LGA1151,64.0,4 x 288-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/GMp323/gigabyte-motherboard-gaz97hd3p,Gigabyte,32GB,4 x 240-pin DIMM,DDR3-1333 / 1600 / 1800 / 1866 / 2000 / 2133 / 2200 / 2400 / 2500 / 2600 / 2666 / 2800 / 2933 / 3000 / 3100,,,,,Gigabyte GA-Z97-HD3P ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-Z97-HD3P,[],Yes,,,,,,4,1,No,,,,,,0.0,gigabyte-motherboard-gaz97hd3p,LGA1150,32.0,4 x 240-pin DIMM
,LGA2011,Intel X79,Yes,,SSI CEB,,Motherboard,/product/DCYXsY/asus-motherboard-p9x79ws,Asus,64GB,8 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400,,,,,Asus P9X79 WS SSI CEB LGA2011 Motherboard,2 x 10/100/1000 Mbps,Yes,No,,,P9X79 WS<br/>(or) 90-MSVDR0-G0EAY0YZ,[],Yes,,,,,4,4,,4-way SLI,,,,,,0.0,asus-motherboard-p9x79ws,LGA2011,64.0,8 x 240-pin DIMM
,LGA1150,Intel Z97,Yes,,ATX,,Motherboard,/product/WPs8TW/asrock-motherboard-z97killer31,ASRock,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600 / 1866 / 2133 / 2400 / 2800 / 2933 / 3200,,,,,ASRock Z97 Killer/3.1 ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,Z97 Killer/3.1,"[157.99, 199.0]",Yes,,,,,,4,1,No,,,,,,178.495,asrock-motherboard-z97killer31,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel H87,Yes,,ATX,,Motherboard,/product/RNfp99/msi-motherboard-h87g43gaming,MSI,32GB,4 x 240-pin DIMM,DDR3-1066 / 1333 / 1600,,,,,MSI H87-G43 GAMING ATX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,H87-G43 GAMING,[],Yes,,,,,,6,,No,,,,,,0.0,msi-motherboard-h87g43gaming,LGA1150,32.0,4 x 240-pin DIMM
,LGA1150,Intel Q87,No,,Mini ITX,,Motherboard,/product/dHYXsY/gigabyte-motherboard-gaq87n,Gigabyte,16GB,2 x 240-pin DIMM,DDR3-1333 / 1600,,,,,Gigabyte GA-Q87N Mini ITX LGA1150 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-Q87N,[],No,,,,,,4,,No,,,,,1,0.0,gigabyte-motherboard-gaq87n,LGA1150,16.0,2 x 240-pin DIMM
,FM2+,AMD A88X,Yes,,Micro ATX,,Motherboard,/product/8bqdnQ/gigabyte-motherboard-gaf2a88xmhd3,Gigabyte,64GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866 / 2133,,,,,Gigabyte GA-F2A88XM-HD3 Micro ATX FM2+ Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,GA-F2A88XM-HD3,[99.98],Yes,,,,,,8,,No,,,,,,99.98,gigabyte-motherboard-gaf2a88xmhd3,FM2+,64.0,2 x 240-pin DIMM
,FM2,AMD A75,No,,Micro ATX,,Motherboard,/product/gTK7YJ/ecs-motherboard-a75f2m210a,ECS,32GB,2 x 240-pin DIMM,DDR3-1333 / 1600 / 1866,,,,,ECS A75F2-M2(1.0A) Micro ATX FM2 Motherboard,1 x 10/100/1000 Mbps,Yes,Depends on CPU,,,A75F2-M2(1.0A),[74.99],Yes,,,,,,6,,No,,,,,,74.99,ecs-motherboard-a75f2m210a,FM2,32.0,2 x 240-pin DIMM
Integrated E-Series E-350,,AMD Hudson M1,No,,Micro ATX,,Motherboard,/product/9nR48d/asus-motherboard-e35m1mpro,Asus,8GB,2 x 240-pin DIMM,DDR3-1066,,,,,Asus E35M1-M PRO Micro ATX E-Series E-350 Motherboard,1 x 10/100/1000 Mbps,No,Yes,,,E35M1-M PRO,[],No,,,,,,5,,No,,,,1,,0.0,asus-motherboard-e35m1mpro,,8.0,2 x 240-pin DIMM
,LGA2011-3,Intel X99,Yes,,EATX,1,Motherboard,/product/bTwqqs/asrock-motherboard-x99ocformula,ASRock,128GB,8 x 288-pin DIMM,DDR4-1866 / 2133 / 2400 / 2800,,,,,ASRock X99 OC Formula EATX LGA2011-3 Motherboard,1 x 10/100/1000 Mbps,Yes,No,,,X99 OC Formula,[309.99],Yes,,,,,,10,,4-way SLI,,,,,,309.99,asrock-motherboard-x99ocformula,LGA2011-3,128.0,8 x 288-pin DIMM
,LGA1150,Intel H87,No,,Thin Mini ITX,,Motherboard,/product/hjtCmG/gigabyte-motherboard-gah87tn,Gigabyte,8GB,2 x 204-pin SODIMM,DDR3-1333 / 1600,,1,,,Gigabyte GA-H87TN Thin Mini ITX LGA1150 Motherboard,1 x 10/100/1000 Mbps,No,Depends on CPU,,,GA-H87TN,[],No,,,,,,4,,No,,,,,1,0.0,gigabyte-motherboard-gah87tn,LGA1150,8.0,2 x 204-pin SODIMM
