Boost Clock,Chipset,Core Clock,CrossFire Support,DVI,DVI-D Dual-Link,DVI-D Single-Link,DVI-I Dual-Link,DVI-I Single-Link,DisplayPort,Fan,HDMI,Interface,Kind,Length,Link,Manufacturer,Memory Size,Memory Type,Mini-Display Port,Mini-HDMI,Model,Name,Part #,Prices,S-Video,SLI Support,Supports Freesync,Supports G-Sync,TDP,VGA,VHDCI,clock_speed_in_mhz,memory_mb,avg,make,boost_clock_speed_mhz,short_link,tdp
,GeForce GTX 650 Ti,928MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"8.62"" (219mm)",/product/r3Lypg/msi-video-card-n650ti1gd5v1,MSI,1GB,GDDR5,,,,MSI GeForce GTX 650 Ti 1GB Video Card,N650ti-1GD5/V1,[],,No,,,110 Watts,1,,928.0,1000.0,0.0,NVIDIA,0.0,msi-video-card-n650ti1gd5v1,110.0
,Radeon HD 7970,925MHz,4-way CrossFire,,,,2,,,Yes,1,PCI-Express x16,Video Card,"11.18"" (284mm)",/product/C3Lypg/powercolor-video-card-ax79703gbd52dhpv,PowerColor,3GB,GDDR5,2,,,PowerColor Radeon HD 7970 3GB Video Card,AX7970 3GBD5-2DHPV,[],,No,,,250 Watts,,,925.0,3000.0,0.0,AMD,0.0,powercolor-video-card-ax79703gbd52dhpv,250.0
,Radeon R9 390X,1.08GHz,4-way CrossFire,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"12.13"" (308mm)",/product/qK38TW/sapphire-video-card-100381ntocl,Sapphire,8GB,GDDR5,,,,Sapphire Radeon R9 390X 8GB Tri-X OC Video Card,100381NTOCL,[629.48],,No,Yes,,275 Watts,,,1080.0,8000.0,629.48,AMD,0.0,sapphire-video-card-100381ntocl,275.0
,Radeon HD 7850,860MHz,Yes,,,,1,,,Yes,1,PCI-Express x16,Video Card,"7.76"" (197mm)",/product/2FvRsY/msi-video-card-r7850twinfrozr2gd5,MSI,2GB,GDDR5,2,,,MSI Radeon HD 7850 2GB Video Card,R7850 Twin Frozr 2GD5,[],,No,,,130 Watts,,,860.0,2000.0,0.0,AMD,0.0,msi-video-card-r7850twinfrozr2gd5,130.0
,GeForce GTX 560 Ti 448,732MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.98"" (228mm)",/product/XRdqqs/galaxy-video-card-56nkh3hs4gnk,Galaxy,1.25GB,GDDR5,,1,,Galaxy GeForce GTX 560 Ti 448 1.25GB Video Card,56NKH3HS4GNK,[],,Yes,,,210 Watts,,,732.0,1250.0,0.0,NVIDIA,0.0,galaxy-video-card-56nkh3hs4gnk,210.0
1.25GHz,GeForce GTX 750 Ti,1.18GHz,No,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.69"" (170mm)",/product/NMqdnQ/evga-video-card-02gp43753kr,EVGA,2GB,GDDR5,,,,EVGA GeForce GTX 750 Ti 2GB Superclocked Video Card,02G-P4-3753-KR,"[119.99, 124.99]",,No,,Yes,60 Watts,,,1180.0,2000.0,122.49,NVIDIA,1250.0,evga-video-card-02gp43753kr,60.0
,GeForce GTX 560 Ti 448,797MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/7wBv6h/evga-video-card-012p32068kr,EVGA,1.25GB,GDDR5,,1,,EVGA GeForce GTX 560 Ti 448 1.25GB Video Card,012-P3-2068-KR,[],,Yes,,,210 Watts,,,797.0,1250.0,0.0,NVIDIA,0.0,evga-video-card-012p32068kr,210.0
,Radeon HD 6850,,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,,/product/V47wrH/visiontek-video-card-900486,VisionTek,1GB,GDDR5,,,,VisionTek Radeon HD 6850 1GB Video Card,900486,[],,No,,,127 Watts,,,0.0,1000.0,0.0,AMD,0.0,visiontek-video-card-900486,127.0
,GeForce GTX 560 Ti,850MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/8ZMFf7/pny-video-card-vcggtx560txpbocs,PNY,1GB,GDDR5,,1,,PNY GeForce GTX 560 Ti 1GB Video Card,VCGGTX560TXPB-OC-S,[],,Yes,,,210 Watts,,,850.0,1000.0,0.0,NVIDIA,0.0,pny-video-card-vcggtx560txpbocs,210.0
,GeForce GTX 580,815MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/6BK7YJ/zotac-video-card-zt5010610p,Zotac,1.5GB,GDDR5,,1,,Zotac GeForce GTX 580 1.5GB Video Card,ZT-50106-10P,[],,4-way SLI,,,244 Watts,,,815.0,1500.0,0.0,NVIDIA,0.0,zotac-video-card-zt5010610p,244.0
,Radeon HD 6770,850MHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"8.66"" (220mm)",/product/QyMFf7/diamond-video-card-6770pe51gb,Diamond,1GB,GDDR5,,,,Diamond Radeon HD 6770 1GB Video Card,6770PE51GB,[],,No,,,108 Watts,,,850.0,1000.0,0.0,AMD,0.0,diamond-video-card-6770pe51gb,108.0
,Radeon HD 7770 GHz Edition,1.0GHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"6.57"" (167mm)",/product/ZgvRsY/xfx-video-card-fx777aznj4,XFX,1GB,DDR5,,,,XFX Radeon HD 7770 GHz Edition 1GB Video Card,FX-777A-ZNJ4,[],,No,,,80 Watts,,,1000.0,1000.0,0.0,AMD,0.0,xfx-video-card-fx777aznj4,80.0
,GeForce GTS 450,600MHz,No,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.69"" (170mm)",/product/jHH323/zotac-video-card-zt4050810l,Zotac,1GB,DDR3,,,,Zotac GeForce GTS 450 1GB Video Card,ZT-40508-10L,[],,Yes,,,106 Watts,,,600.0,1000.0,0.0,NVIDIA,0.0,zotac-video-card-zt4050810l,106.0
,GeForce GTS 450,783MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"5.75"" (146mm)",/product/BrkD4D/msi-video-card-n450gtsmd2gd3,MSI,2GB,DDR3,,,,MSI GeForce GTS 450 2GB Video Card,N450GTS-MD2GD3,[],,Yes,,,106 Watts,1,,783.0,2000.0,0.0,NVIDIA,0.0,msi-video-card-n450gtsmd2gd3,106.0
,GeForce GTX 580,860MHz,No,,,,,,1,Yes,,PCI-Express x16,Video Card,"11.34"" (288mm)",/product/JkNp99/galaxy-video-card-58nlh5di5txx,Galaxy,1.5GB,GDDR5,,3,,Galaxy GeForce GTX 580 1.5GB Video Card,58NLH5DI5TXX,[],,4-way SLI,,,244 Watts,,,860.0,1500.0,0.0,NVIDIA,0.0,galaxy-video-card-58nlh5di5txx,244.0
,Radeon R9 280X,850MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"12.17"" (309mm)",/product/ZyvRsY/diamond-video-card-r9280xd53g,Diamond,3GB,GDDR5,2,,,Diamond Radeon R9 280X 3GB Video Card,R9280XD53G,[],,No,,,250 Watts,,,850.0,3000.0,0.0,AMD,0.0,diamond-video-card-r9280xd53g,250.0
1.27GHz,GeForce GTX 750 Ti,1.19GHz,No,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"9.49"" (241mm)",/product/nfJwrH/evga-video-card-02gp43757kr,EVGA,2GB,GDDR5,,,,EVGA GeForce GTX 750 Ti 2GB FTW ACX Video Card,02G-P4-3757-KR,[134.99],,No,,Yes,60 Watts,,,1190.0,2000.0,134.99,NVIDIA,1270.0,evga-video-card-02gp43757kr,60.0
,Radeon HD 6850,775MHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,,/product/Zz3RsY/sapphire-video-card-1003152gl,Sapphire,2GB,GDDR5,,,,Sapphire Radeon HD 6850 2GB Video Card,100315-2GL,[],,No,,,127 Watts,,,775.0,2000.0,0.0,AMD,0.0,sapphire-video-card-1003152gl,127.0
,Radeon HD 7790,1.07GHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"8.50"" (216mm)",/product/Py6BD3/asus-video-card-hd7790dc2oc1gd5,Asus,1GB,GDDR5,,,,Asus Radeon HD 7790 1GB Video Card,HD7790-DC2OC-1GD5,[],,No,,,85 Watts,,,1070.0,1000.0,0.0,AMD,0.0,asus-video-card-hd7790dc2oc1gd5,85.0
,Radeon HD 6450,625MHz,No,,,,1,,1,No,,PCI-Express x1,Video Card,"7.17"" (182mm)",/product/wkNp99/his-video-card-h645h2gd1,HIS,2GB,DDR3,,,,HIS Radeon HD 6450 2GB Video Card,H645H2GD1,[],,No,,,27 Watts,1,,625.0,2000.0,0.0,AMD,0.0,his-video-card-h645h2gd1,27.0
,Radeon HD 6570,650MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"5.79"" (147mm)",/product/yqvRsY/diamond-video-card-6570pe32g,Diamond,2GB,GDDR3,,,,Diamond Radeon HD 6570 2GB Video Card,6570PE32G,[],,No,,,44 Watts,1,,650.0,2000.0,0.0,AMD,0.0,diamond-video-card-6570pe32g,44.0
,Radeon R9 290,975MHz,4-way CrossFire,,,,,,1,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/VccMnQ/powercolor-video-card-axr92904gbd5tdhev,PowerColor,4GB,GDDR5,,,,PowerColor Radeon R9 290 4GB TurboDuo Video Card,AXR9 290 4GBD5-TDHEV,[],,No,,,250 Watts,,,975.0,4000.0,0.0,AMD,0.0,powercolor-video-card-axr92904gbd5tdhev,250.0
1.0GHz,Radeon R9 280X,850MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"11.65"" (296mm)",/product/2VYWGX/gigabyte-video-card-gvr928xwf33gdrev3,Gigabyte,3GB,GDDR5,2,,,Gigabyte Radeon R9 280X 3GB WINDFORCE Video Card,GV-R928XWF3-3GD REV3,[],,No,,,250 Watts,,,850.0,3000.0,0.0,AMD,1000.0,gigabyte-video-card-gvr928xwf33gdrev3,250.0
,Radeon HD 5770,850MHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"8.46"" (215mm)",/product/DRPfrH/xfx-video-card-hd577aznfc,XFX,1GB,GDDR5,,,,XFX Radeon HD 5770 1GB Video Card,HD-577A-ZNFC,[],,No,,,108 Watts,,,850.0,1000.0,0.0,AMD,0.0,xfx-video-card-hd577aznfc,108.0
,Radeon R9 290X,1.0GHz,4-way CrossFire,,2,,,,1,Yes,1,PCI-Express x16,Video Card,"11.50"" (292mm)",/product/2yvRsY/visiontek-video-card-900654,VisionTek,4GB,GDDR5,,,,VisionTek Radeon R9 290X 4GB Video Card,900654,[],,No,,,300 Watts,,,1000.0,4000.0,0.0,AMD,0.0,visiontek-video-card-900654,300.0
,GeForce GTX 550 Ti,970MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"9.37"" (238mm)",/product/9wBv6h/gigabyte-video-card-gvn550wf21gi,Gigabyte,1GB,GDDR5,,,,Gigabyte GeForce GTX 550 Ti 1GB Video Card,GV-N550WF2-1GI,[],,Yes,,,116 Watts,1,,970.0,1000.0,0.0,NVIDIA,0.0,gigabyte-video-card-gvn550wf21gi,116.0
,GeForce GT 430,700MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"7.36"" (187mm)",/product/7s2kcf/gigabyte-video-card-gvn4302gi,Gigabyte,2GB,DDR3,,,,Gigabyte GeForce GT 430 2GB Video Card,GV-N430-2GI,[],,No,,,49 Watts,1,,700.0,2000.0,0.0,NVIDIA,0.0,gigabyte-video-card-gvn4302gi,49.0
1.24GHz,GeForce GTX 960,1.18GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"8.11"" (206mm)",/product/TLkwrH/zotac-video-card-zt9030110m,Zotac,2GB,DDR5,,,,Zotac GeForce GTX 960 2GB Video Card,ZT-90301-10M,[298.89],,Yes,,Yes,120 Watts,,,1180.0,2000.0,298.89,NVIDIA,1240.0,zotac-video-card-zt9030110m,120.0
,GeForce GTX 460,788MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"9.37"" (238mm)",/product/V2dqqs/gigabyte-video-card-gvn460oc1giv3,Gigabyte,1GB,GDDR5,,1,,Gigabyte GeForce GTX 460 1GB Video Card,GV-N460OC-1GI V3,[],,Yes,,,150 Watts,,,788.0,1000.0,0.0,NVIDIA,0.0,gigabyte-video-card-gvn460oc1giv3,150.0
,GeForce GTX 650 Ti Boost,1.03GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"9.21"" (234mm)",/product/LrZQzy/msi-video-card-n650titf2gd5ocbe,MSI,2GB,GDDR5,,,,MSI GeForce GTX 650 Ti Boost 2GB Video Card,N650TiTF2GD5/OC BE,[],,Yes,,Yes,140 Watts,,,1030.0,2000.0,0.0,NVIDIA,0.0,msi-video-card-n650titf2gd5ocbe,140.0
,GeForce GTX 650 Ti Boost,980MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"8.43"" (214mm)",/product/G3rG3C/galaxy-video-card-65nph7dn7wguboost,Galaxy,2GB,GDDR5,,,,Galaxy GeForce GTX 650 Ti Boost 2GB Video Card,65NPH7DN7WGU BOOST,[],,Yes,,Yes,140 Watts,1,,980.0,2000.0,0.0,NVIDIA,0.0,galaxy-video-card-65nph7dn7wguboost,140.0
,Radeon HD 7970,925MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"12.60"" (320mm)",/product/4ZMFf7/his-video-card-h797f3g2m,HIS,3GB,GDDR5,2,,,HIS Radeon HD 7970 3GB Video Card,H797F3G2M,[],,No,,,250 Watts,,,925.0,3000.0,0.0,AMD,0.0,his-video-card-h797f3g2m,250.0
,Radeon HD 7970,925MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"10.79"" (274mm)",/product/fxzv6h/xfx-video-card-fx797atnfc,XFX,3GB,GDDR5,2,,,XFX Radeon HD 7970 3GB Video Card,FX-797A-TNFC,[],,No,,,250 Watts,,,925.0,3000.0,0.0,AMD,0.0,xfx-video-card-fx797atnfc,250.0
,Radeon HD 7970,925MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"10.87"" (276mm)",/product/NYxfrH/asus-video-card-hd79703gd53di2s,Asus,3GB,GDDR5,2,,,Asus Radeon HD 7970 3GB Video Card,HD7970-3GD5-3DI2S,[],,No,,,250 Watts,,,925.0,3000.0,0.0,AMD,0.0,asus-video-card-hd79703gd53di2s,250.0
,Radeon HD 7970,925MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"11.57"" (294mm)",/product/MMh9TW/diamond-video-card-7970pe53g,Diamond,3GB,GDDR5,2,,,Diamond Radeon HD 7970 3GB Video Card,7970PE53G,[],,No,,,250 Watts,,,925.0,3000.0,0.0,AMD,0.0,diamond-video-card-7970pe53g,250.0
,Radeon HD 7750,800MHz,Yes,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.38"" (162mm)",/product/P46BD3/diamond-video-card-7750pe51gv,Diamond,1GB,GDDR5,,,,Diamond Radeon HD 7750 1GB Video Card,7750PE51GV,[],,No,,,55 Watts,,,800.0,1000.0,0.0,AMD,0.0,diamond-video-card-7750pe51gv,55.0
,Radeon HD 6450,625MHz,No,,,,1,,,No,1,PCI-Express x16,Video Card,"5.87"" (149mm)",/product/zpTmP6/powercolor-video-card-ax64502gbk3sh,PowerColor,2GB,DDR3,,,,PowerColor Radeon HD 6450 2GB Video Card,AX6450 2GBK3-SH,[],,No,,,27 Watts,1,,625.0,2000.0,0.0,AMD,0.0,powercolor-video-card-ax64502gbk3sh,27.0
,Radeon HD 7970,925MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"10.98"" (279mm)",/product/TFV48d/msi-video-card-r79702pmd3gd5,MSI,3GB,GDDR5,2,,,MSI Radeon HD 7970 3GB Video Card,R7970-2PMD3GD5,[],,No,,,250 Watts,,,925.0,3000.0,0.0,AMD,0.0,msi-video-card-r79702pmd3gd5,250.0
1.80GHz,GeForce GTX 1070,1.61GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"11.81"" (300mm)",/product/MPX2FT/zotac-geforce-gtx-1070-8gb-amp-edition-video-card-zt-p10700c-10p,Zotac,8GB,GDDR5,,,,Zotac GeForce GTX 1070 8GB AMP! Edition Video Card,ZT-P10700C-10P,"[400.0, 413.0, 414.89, 414.99, 414.99, 419.89, 426.99]",,Yes,,Yes,220 Watts,,,1610.0,8000.0,414.964285714,NVIDIA,1800.0,zotac-geforce-gtx-1070-8gb-amp-edition-video-card-zt-p10700c-10p,220.0
,Radeon HD 6670,800MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"5.87"" (149mm)",/product/4P4gXL/xfx-video-card-hd667xcnf3,XFX,2GB,DDR3,,,,XFX Radeon HD 6670 2GB Video Card,HD-667X-CNF3,[],,No,,,66 Watts,1,,800.0,2000.0,0.0,AMD,0.0,xfx-video-card-hd667xcnf3,66.0
,GeForce GTX 560 Ti,822MHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"9.29"" (236mm)",/product/nX6BD3/zotac-video-card-zt5030610m,Zotac,1GB,GDDR5,,,,Zotac GeForce GTX 560 Ti 1GB Video Card,ZT-50306-10M,[],,Yes,,,210 Watts,,,822.0,1000.0,0.0,NVIDIA,0.0,zotac-video-card-zt5030610m,210.0
,GeForce GTX 460,710MHz,No,,,,1,,3,Yes,,PCI-Express x16,Video Card,,/product/r8Bv6h/zotac-video-card-zt4040710p,Zotac,1GB,GDDR5,,,,Zotac GeForce GTX 460 1GB Video Card,ZT-40407-10P,[],,Yes,,,150 Watts,,,710.0,1000.0,0.0,NVIDIA,0.0,zotac-video-card-zt4040710p,150.0
,GeForce GTX 550 Ti,900MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/LpTmP6/gigabyte-video-card-gvn550d51gi,Gigabyte,1GB,GDDR5,,,,Gigabyte GeForce GTX 550 Ti 1GB Video Card,GV-N550D5-1GI,[],,Yes,,,116 Watts,1,,900.0,1000.0,0.0,NVIDIA,0.0,gigabyte-video-card-gvn550d51gi,116.0
,GeForce GTX 680,1.06GHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"10.63"" (270mm)",/product/HDYXsY/msi-video-card-n680gtxtwinfrozr4gd5oc,MSI,4GB,GDDR5,,,,MSI GeForce GTX 680 4GB Video Card,N680GTX Twin Frozr 4GD5/OC,[],,4-way SLI,,Yes,195 Watts,,,1060.0,4000.0,0.0,NVIDIA,0.0,msi-video-card-n680gtxtwinfrozr4gd5oc,195.0
,Radeon HD 7770 GHz Edition,1.09GHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,,/product/BgV48d/xfx-video-card-fx777aznbr,XFX,1GB,GDDR5,,,,XFX Radeon HD 7770 GHz Edition 1GB Video Card,FX-777A-ZNBR,[],,No,,,80 Watts,,,1090.0,1000.0,0.0,AMD,0.0,xfx-video-card-fx777aznbr,80.0
,GeForce GTX 470,607MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"10.00"" (254mm)",/product/3DH323/asus-video-card-engtx4702di1280md5v2,Asus,1.25GB,GDDR5,,1,,Asus GeForce GTX 470 1.25GB Video Card,ENGTX470/2DI/1280MD5/V2,[],,3-way SLI,,,215 Watts,,,607.0,1250.0,0.0,NVIDIA,0.0,asus-video-card-engtx4702di1280md5v2,215.0
,Radeon HD 7850,900MHz,Yes,,,,1,,,Yes,1,PCI-Express x16,Video Card,"7.91"" (201mm)",/product/qkxfrH/msi-video-card-r78502gd5oc,MSI,2GB,GDDR5,2,,,MSI Radeon HD 7850 2GB Video Card,R7850-2GD5/OC,[],,No,,,130 Watts,,,900.0,2000.0,0.0,AMD,0.0,msi-video-card-r78502gd5oc,130.0
,GeForce GTX 650 Ti Boost,993MHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.02"" (153mm)",/product/KZh9TW/zotac-video-card-zt6120110mboost,Zotac,2GB,GDDR5,,,,Zotac GeForce GTX 650 Ti Boost 2GB Video Card,ZT-61201-10M BOOST,[],,Yes,,Yes,140 Watts,,,993.0,2000.0,0.0,NVIDIA,0.0,zotac-video-card-zt6120110mboost,140.0
,Radeon HD 7850,910MHz,Yes,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"7.99"" (203mm)",/product/Qd648d/powercolor-video-card-ax78502gbd5dheoc,PowerColor,2GB,GDDR5,,,,PowerColor Radeon HD 7850 2GB Video Card,AX7850 2GBD5-DHE/OC,[],,No,,,130 Watts,,,910.0,2000.0,0.0,AMD,0.0,powercolor-video-card-ax78502gbd5dheoc,130.0
1.31GHz,Radeon RX 480,1.21GHz,4-way CrossFire,,1,,,,2,Yes,2,PCI-Express x16,Video Card,"9.45"" (240mm)",/product/YHGj4D/sapphire-radeon-rx-480-8gb-nitro-video-card-11260-07,Sapphire,8GB,GDDR5,,,,Sapphire Radeon RX 480 8GB NITRO+ Video Card,11260-07<br/>(or) 11260-07-20G<br/>(or) 100406NT+8GL,"[252.99, 285.04, 289.99, 281.99]",,No,Yes,,225 Watts,,,1210.0,8000.0,277.5025,AMD,1310.0,sapphire-radeon-rx-480-8gb-nitro-video-card-11260-07,225.0
1.16GHz,Radeon R7 260X,1.1GHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,,/product/D9fp99/visiontek-video-card-900650,VisionTek,2GB,GDDR5,,,,VisionTek Radeon R7 260X 2GB Video Card,900650,[],,No,,,115 Watts,,,1100.0,2000.0,0.0,AMD,1160.0,visiontek-video-card-900650,115.0
,GeForce GTX 550 Ti,900MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"7.24"" (184mm)",/product/Bxzv6h/galaxy-video-card-55ngh8hx4uxx,Galaxy,1GB,GDDR5,,,,Galaxy GeForce GTX 550 Ti 1GB Video Card,55NGH8HX4UXX,[],,Yes,,,116 Watts,1,,900.0,1000.0,0.0,NVIDIA,0.0,galaxy-video-card-55ngh8hx4uxx,116.0
780MHz,Radeon R7 240,730MHz,Yes,,,,1,,,Yes,1,PCI-Express x16,Video Card,"6.69"" (170mm)",/product/Vxn2FT/diamond-video-card-r7240d32gxoc,Diamond,2GB,DDR3,,,,Diamond Radeon R7 240 2GB Video Card,R7240D32GXOC,"[79.97, 86.01]",,No,,,30 Watts,1,,730.0,2000.0,82.99,AMD,780.0,diamond-video-card-r7240d32gxoc,30.0
,GeForce GTX 680,1.01GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,,/product/HhCwrH/evga-video-card-02gp43682kr,EVGA,2GB,GDDR5,,,,EVGA GeForce GTX 680 2GB Video Card,02G-P4-3682-KR,[],,4-way SLI,,Yes,195 Watts,,,1010.0,2000.0,0.0,NVIDIA,0.0,evga-video-card-02gp43682kr,195.0
,GeForce GTX 650 Ti Boost,1.01GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"8.62"" (219mm)",/product/V7K7YJ/msi-video-card-n650ti2gd5ocbeboost,MSI,2GB,GDDR5,,,,MSI GeForce GTX 650 Ti Boost 2GB Video Card,N650ti-2GD5/OC BE BOOST,[],,Yes,,Yes,140 Watts,,,1010.0,2000.0,0.0,NVIDIA,0.0,msi-video-card-n650ti2gd5ocbeboost,140.0
,GeForce GTX 460,725MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,,/product/CXQypg/msi-video-card-n460gtxm2d1gd5oc,MSI,1GB,GDDR5,,1,,MSI GeForce GTX 460 1GB Video Card,N460GTX -M2D1GD5/OC,[],,Yes,,,150 Watts,,,725.0,1000.0,0.0,NVIDIA,0.0,msi-video-card-n460gtxm2d1gd5oc,150.0
,GeForce GTX 460 SE,650MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/cnvRsY/evga-video-card-01gp31366tr,EVGA,1GB,GDDR5,,1,,EVGA GeForce GTX 460 SE 1GB Video Card,01G-P3-1366-TR,[],,Yes,,,150 Watts,,,650.0,1000.0,0.0,NVIDIA,0.0,evga-video-card-01gp31366tr,150.0
,GeForce GTX 660 Ti,1.01GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.00"" (254mm)",/product/6RDwrH/galaxy-video-card-66inh7dv6kxz,Galaxy,3GB,GDDR5,,,,Galaxy GeForce GTX 660 Ti 3GB Video Card,66INH7DV6KXZ,[],,3-way SLI,,Yes,150 Watts,,,1010.0,3000.0,0.0,NVIDIA,0.0,galaxy-video-card-66inh7dv6kxz,150.0
,GeForce GTX 570,732MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/Xrg323/zotac-video-card-zt5020110p,Zotac,1.25GB,GDDR5,,1,,Zotac GeForce GTX 570 1.25GB Video Card,ZT-50201-10P,[],,3-way SLI,,,219 Watts,,,732.0,1250.0,0.0,NVIDIA,0.0,zotac-video-card-zt5020110p,219.0
,GeForce GTX 550 Ti,900MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"7.99"" (203mm)",/product/k8V48d/msi-video-card-n550gtxtimd1gd5,MSI,1GB,GDDR5,,,,MSI GeForce GTX 550 Ti 1GB Video Card,N550GTX-Ti-MD1GD5,[],,Yes,,,116 Watts,1,,900.0,1000.0,0.0,NVIDIA,0.0,msi-video-card-n550gtxtimd1gd5,116.0
1.73GHz,GeForce GTX 1080,1.61GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"11.73"" (298mm)",/product/6shj4D/asus-geforce-gtx-1080-8gb-video-card-rog-strix-gtx1080-8g-gaming,Asus,8GB,GDDR5X,,,,Asus GeForce GTX 1080 8GB STRIX Video Card,ROG STRIX-GTX1080-8G-GAMING<br/>(or) STRIX-GTX1080-8G-GAMING,"[633.79, 639.0, 639.36, 639.99, 696.99]",,Yes,,Yes,180 Watts,,,1610.0,8000.0,649.826,NVIDIA,1730.0,asus-geforce-gtx-1080-8gb-video-card-rog-strix-gtx1080-8g-gaming,180.0
1.94GHz,GeForce GTX 1080,1.76GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"11.38"" (289mm)",/product/RfvZxr/gigabyte-geforce-gtx-1080-8gb-xtreme-gaming-premium-pack-video-card-gv-n1080xtreme-8gd-premium-pack,Gigabyte,8GB,GDDR5X,,,,Gigabyte GeForce GTX 1080 8GB Xtreme Gaming Premium Pack  Video Card,GV-N1080XTREME-8GD Premium pack,"[689.99, 699.99, 799.89]",,Yes,,Yes,180 Watts,,,1760.0,8000.0,729.956666667,NVIDIA,1940.0,gigabyte-geforce-gtx-1080-8gb-xtreme-gaming-premium-pack-video-card-gv-n1080xtreme-8gd-premium-pack,180.0
,Radeon HD 7950,800MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"12.60"" (320mm)",/product/4G8Zxr/his-video-card-h795f3g2m,HIS,3GB,GDDR5,2,,,HIS Radeon HD 7950 3GB Video Card,H795F3G2M,[],,No,,,200 Watts,,,800.0,3000.0,0.0,AMD,0.0,his-video-card-h795f3g2m,200.0
,Radeon HD 5830,825MHz,Yes,,,,1,,1,Yes,1,PCI-Express x16,Video Card,,/product/xB3RsY/diamond-video-card-5830pe51g,Diamond,1GB,GDDR5,,,,Diamond Radeon HD 5830 1GB Video Card,5830PE51G,[],,No,,,175 Watts,,,825.0,1000.0,0.0,AMD,0.0,diamond-video-card-5830pe51g,175.0
,Radeon HD 7950,800MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"10.83"" (275mm)",/product/GHH323/powercolor-video-card-ax79503gbd52dh,PowerColor,3GB,GDDR5,2,,,PowerColor Radeon HD 7950 3GB Video Card,AX7950 3GBD5-2DH,[],,No,,,200 Watts,,,800.0,3000.0,0.0,AMD,0.0,powercolor-video-card-ax79503gbd52dh,200.0
