Boost Clock,Chipset,Core Clock,CrossFire Support,DVI,DVI-D Dual-Link,DVI-D Single-Link,DVI-I Dual-Link,DVI-I Single-Link,DisplayPort,Fan,HDMI,Interface,Kind,Length,Link,Manufacturer,Memory Size,Memory Type,Mini-Display Port,Mini-HDMI,Model,Name,Part #,Prices,S-Video,SLI Support,Supports Freesync,Supports G-Sync,TDP,VGA,VHDCI,clock_speed_in_mhz,memory_mb,avg,make,boost_clock_speed_mhz,short_link,tdp
,GeForce GTX 560,850MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.98"" (228mm)",/product/Y7Np99/asus-video-card-engtx560dciioc2di1gd5,Asus,1GB,GDDR5,,1,,Asus GeForce GTX 560 1GB Video Card,ENGTX560 DCII OC/2DI/1GD5,[],,Yes,,,150 Watts,,,850.0,1000.0,0.0,NVIDIA,0.0,asus-video-card-engtx560dciioc2di1gd5,150.0
1.14GHz,GeForce GTX 770,1.08GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"11.02"" (280mm)",/product/Tp98TW/palit-video-card-ne5x770s10421045f,Palit,2GB,GDDR5,,,,Palit GeForce GTX 770 2GB Video Card,NE5X770S1042-1045F,[],,3-way SLI,,Yes,230 Watts,,,1080.0,2000.0,0.0,NVIDIA,1140.0,palit-video-card-ne5x770s10421045f,230.0
,Radeon R7 260X,1.19GHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"8.43"" (214mm)",/product/6Zg323/gigabyte-video-card-gvr726xoc2gdrev2,Gigabyte,2GB,GDDR5,,,,Gigabyte Radeon R7 260X 2GB Video Card,GV-R726XOC-2GD REV2,[],,No,,,115 Watts,,,1190.0,2000.0,0.0,AMD,0.0,gigabyte-video-card-gvr726xoc2gdrev2,115.0
,GeForce GTX 650,1.19GHz,No,,,,2,,,Yes,2,PCI-Express x16,Video Card,"6.02"" (153mm)",/product/XkphP6/zotac-video-card-zt6100310m,Zotac,2GB,GDDR5,,,,Zotac GeForce GTX 650 2GB AMP! Video Card,ZT-61003-10M,[],,No,,,64 Watts,,,1190.0,2000.0,0.0,NVIDIA,0.0,zotac-video-card-zt6100310m,64.0
1.10GHz,GeForce GTX 660,1.03GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.24"" (260mm)",/product/qDGkcf/msi-video-card-n660gaming2gd5oc,MSI,2GB,GDDR5,,,,MSI GeForce GTX 660 2GB Video Card,N660 Gaming 2GD5/OC,[],,Yes,,Yes,140 Watts,,,1030.0,2000.0,0.0,NVIDIA,1100.0,msi-video-card-n660gaming2gd5oc,140.0
1.22GHz,GeForce GTX 980,1.13GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/YfrcCJ/pny-video-card-vcggtx9804xpbcg,PNY,4GB,GDDR5,,,,PNY GeForce GTX 980 4GB Video Card,VCGGTX9804XPB-CG,[599.99],,4-way SLI,,Yes,165 Watts,,,1130.0,4000.0,599.99,NVIDIA,1220.0,pny-video-card-vcggtx9804xpbcg,165.0
,GeForce GTX 560,925MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.98"" (228mm)",/product/6dh9TW/asus-video-card-engtx560dciitop2di1gd5,Asus,1GB,GDDR5,,1,,Asus GeForce GTX 560 1GB Video Card,ENGTX560 DCII TOP/2DI/1GD5,[],,Yes,,,150 Watts,,,925.0,1000.0,0.0,NVIDIA,0.0,asus-video-card-engtx560dciitop2di1gd5,150.0
,GeForce GTS 450,783MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/jCR48d/evga-video-card-01gp31351kr,EVGA,1GB,GDDR5,,1,,EVGA GeForce GTS 450 1GB Video Card,01G-P3-1351-KR,[],,Yes,,,106 Watts,,,783.0,1000.0,0.0,NVIDIA,0.0,evga-video-card-01gp31351kr,106.0
,GeForce GTX 580,805MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/4hzv6h/pny-video-card-vcggtx580xpboc,PNY,1.5GB,GDDR5,,1,,PNY GeForce GTX 580 1.5GB Video Card,VCGGTX580XPB-OC,[],,4-way SLI,,,244 Watts,,,805.0,1500.0,0.0,NVIDIA,0.0,pny-video-card-vcggtx580xpboc,244.0
,Radeon HD 6950,880MHz,4-way CrossFire,,,,2,,,Yes,1,PCI-Express x16,Video Card,,/product/wZbp99/his-video-card-h695qnx2g2m,HIS,2GB,GDDR5,2,,,HIS Radeon HD 6950 2GB Video Card,H695QNX2G2M,[],,No,,,200 Watts,,,880.0,2000.0,0.0,AMD,0.0,his-video-card-h695qnx2g2m,200.0
,Radeon HD 6970,900MHz,4-way CrossFire,,,,2,,,Yes,1,PCI-Express x16,Video Card,,/product/DFDwrH/his-video-card-h697qt2g2m,HIS,2GB,GDDR5,2,,,HIS Radeon HD 6970 2GB Video Card,H697QT2G2M,[],,No,,,250 Watts,,,900.0,2000.0,0.0,AMD,0.0,his-video-card-h697qt2g2m,250.0
,GeForce GTX 560,820MHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/nrbp99/zotac-video-card-zt5070110m,Zotac,1GB,GDDR5,,,,Zotac GeForce GTX 560 1GB Video Card,ZT-50701-10M,[],,Yes,,,150 Watts,,,820.0,1000.0,0.0,NVIDIA,0.0,zotac-video-card-zt5070110m,150.0
,Radeon R9 285,938MHz,4-way CrossFire,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"8.27"" (210mm)",/product/8xFXsY/his-video-card-h285qmc2gd,HIS,2GB,GDDR5,,,,HIS Radeon R9 285 2GB Mini IceQ X² Video Card,H285QMC2GD,[],,No,Yes,,190 Watts,,,938.0,2000.0,0.0,AMD,0.0,his-video-card-h285qmc2gd,190.0
1.16GHz,GeForce GTX 770,1.11GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.00"" (254mm)",/product/Dpfp99/galaxy-video-card-77xph6dv6ktz,Galaxy,2GB,GDDR5,,,,Galaxy GeForce GTX 770 2GB Video Card,77XPH6DV6KTZ,[],,3-way SLI,,Yes,230 Watts,,,1110.0,2000.0,0.0,NVIDIA,1160.0,galaxy-video-card-77xph6dv6ktz,230.0
,Radeon R9 290X,1.03GHz,4-way CrossFire,,2,,,,1,Yes,1,PCI-Express x16,Video Card,"11.97"" (304mm)",/product/PqK7YJ/sapphire-video-card-100361vxsr,Sapphire,4GB,GDDR5,,,,Sapphire Radeon R9 290X 4GB Vapor-X Video Card,100361VXSR,[],,No,,,300 Watts,,,1030.0,4000.0,0.0,AMD,0.0,sapphire-video-card-100361vxsr,300.0
,Radeon HD 6850,800MHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"9.21"" (234mm)",/product/44fp99/xfx-video-card-hd685xzndc,XFX,1GB,DDR5,,,,XFX Radeon HD 6850 1GB Video Card,HD-685X-ZNDC,[],,No,,,127 Watts,,,800.0,1000.0,0.0,AMD,0.0,xfx-video-card-hd685xzndc,127.0
1.07GHz,Radeon R9 270,1.0GHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.39"" (264mm)",/product/hpZQzy/sapphire-video-card-100365vxl,Sapphire,2GB,GDDR5,,,,Sapphire Radeon R9 270 2GB Vapor-X Video Card,100365VXL,[],,No,,,150 Watts,,,1000.0,2000.0,0.0,AMD,1070.0,sapphire-video-card-100365vxl,150.0
,Radeon HD 6750,710MHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,,/product/9LmLrH/sapphire-video-card-100327vxl,Sapphire,1GB,GDDR5,,,,Sapphire Radeon HD 6750 1GB Video Card,100327VXL,[],,No,,,86 Watts,,,710.0,1000.0,0.0,AMD,0.0,sapphire-video-card-100327vxl,86.0
,GeForce GT 630,,No,,,,1,,,No,1,PCI-Express x16,Video Card,,/product/pdK7YJ/jaton-video-card-videopx658dlplx,Jaton,1GB,DDR3,,,,Jaton GeForce GT 630 1GB Video Card,Video-PX658-DLP-LX,[104.93],,No,,,65 Watts,,,0.0,1000.0,104.93,NVIDIA,0.0,jaton-video-card-videopx658dlplx,65.0
,Radeon HD 6770,,Yes,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/yBBv6h/visiontek-video-card-900368,VisionTek,1GB,GDDR5,,,,VisionTek Radeon HD 6770 1GB Video Card,900368,[],,No,,,108 Watts,1,,0.0,1000.0,0.0,AMD,0.0,visiontek-video-card-900368,108.0
,Radeon HD 6450,,No,,,,1,,1,Yes,,PCI-Express x16,Video Card,,/product/dWQypg/sapphire-video-card-100321ddr5ocl,Sapphire,512MB,GDDR5,,,,Sapphire Radeon HD 6450 512MB Video Card,100321DDR5OCL,[],,No,,,27 Watts,1,,0.0,512.0,0.0,AMD,0.0,sapphire-video-card-100321ddr5ocl,27.0
,GeForce GTX 580,832MHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"11.97"" (304mm)",/product/tdh9TW/msi-video-card-n580gtxlightningxtremeedition,MSI,3GB,GDDR5,,,,MSI GeForce GTX 580 3GB Video Card,N580GTX Lightning Xtreme Edition,[],,4-way SLI,,,244 Watts,,,832.0,3000.0,0.0,NVIDIA,0.0,msi-video-card-n580gtxlightningxtremeedition,244.0
,GeForce GTX 560,810MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/MgMFf7/evga-video-card-01gp31460kr,EVGA,1GB,GDDR5,,1,,EVGA GeForce GTX 560 1GB Video Card,01G-P3-1460-KR,[],,Yes,,,150 Watts,,,810.0,1000.0,0.0,NVIDIA,0.0,evga-video-card-01gp31460kr,150.0
,Radeon HD 6770,850MHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,,/product/qJ3RsY/diamond-video-card-6770pe51ge,Diamond,1GB,GDDR5,,,,Diamond Radeon HD 6770 1GB Video Card,6770PE51GE,[],,No,,,108 Watts,,,850.0,1000.0,0.0,AMD,0.0,diamond-video-card-6770pe51ge,108.0
,GeForce GT 520,810MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"5.67"" (144mm)",/product/QnR48d/evga-video-card-01gp31526kr,EVGA,1GB,DDR3,,1,,EVGA GeForce GT 520 1GB Video Card,01G-P3-1526-KR,[],,No,,,29 Watts,,,810.0,1000.0,0.0,NVIDIA,0.0,evga-video-card-01gp31526kr,29.0
,GeForce GT 520,810MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,"5.67"" (144mm)",/product/F9DwrH/evga-video-card-02gp31529kr,EVGA,2GB,DDR3,,,,EVGA GeForce GT 520 2GB Video Card,02G-P3-1529-KR,[],,No,,,29 Watts,1,,810.0,2000.0,0.0,NVIDIA,0.0,evga-video-card-02gp31529kr,29.0
,Radeon HD 6750,,Yes,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/WLmLrH/visiontek-video-card-900367,VisionTek,1GB,GDDR5,,,,VisionTek Radeon HD 6750 1GB Video Card,900367,[],,No,,,86 Watts,1,,0.0,1000.0,0.0,AMD,0.0,visiontek-video-card-900367,86.0
,GeForce GTX 560,850MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.23"" (209mm)",/product/6gMFf7/evga-video-card-01gp31463kr,EVGA,1GB,GDDR5,,1,,EVGA GeForce GTX 560 1GB Video Card,01G-P3-1463-KR,[],,Yes,,,150 Watts,,,850.0,1000.0,0.0,NVIDIA,0.0,evga-video-card-01gp31463kr,150.0
,Radeon HD 6950,800MHz,4-way CrossFire,,,,2,,,Yes,1,PCI-Express x16,Video Card,"10.08"" (256mm)",/product/43YXsY/xfx-video-card-hd695xcdfc,XFX,2GB,GDDR5,2,,,XFX Radeon HD 6950 2GB Video Card,HD-695X-CDFC,[],,No,,,200 Watts,,,800.0,2000.0,0.0,AMD,0.0,xfx-video-card-hd695xcdfc,200.0
,Radeon HD 7950,900MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"10.47"" (266mm)",/product/4hQypg/xfx-video-card-fx795atnbc,XFX,3GB,GDDR5,2,,,XFX Radeon HD 7950 3GB Video Card,FX-795A-TNBC,[],,No,,,200 Watts,,,900.0,3000.0,0.0,AMD,0.0,xfx-video-card-fx795atnbc,200.0
,GeForce GTX 660,1.07GHz,No,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"9.49"" (241mm)",/product/QfQypg/evga-video-card-03gp42669kr,EVGA,3GB,GDDR5,,,,EVGA GeForce GTX 660 3GB FTW Video Card,03G-P4-2669-KR,[],,Yes,,Yes,140 Watts,,,1070.0,3000.0,0.0,NVIDIA,0.0,evga-video-card-03gp42669kr,140.0
1.08GHz,GeForce GTX 770,1.05GHz,No,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/bG38TW/evga-video-card-04gp43775kr,EVGA,4GB,GDDR5,,,,EVGA GeForce GTX 770 4GB ACX Video Card,04G-P4-3775-KR,[],,3-way SLI,,Yes,230 Watts,,,1050.0,4000.0,0.0,NVIDIA,1080.0,evga-video-card-04gp43775kr,230.0
,GeForce GTX 650 Ti,980MHz,No,,2,,,,,Yes,1,PCI-Express x16,Video Card,"8.39"" (213mm)",/product/XJckcf/asus-video-card-gtx650tio1gd5,Asus,1GB,GDDR5,,,,Asus GeForce GTX 650 Ti 1GB Video Card,GTX650TI-O-1GD5,[],,No,,,110 Watts,1,,980.0,1000.0,0.0,NVIDIA,0.0,asus-video-card-gtx650tio1gd5,110.0
,GeForce GTX 560,810MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"9.76"" (248mm)",/product/zxBv6h/asus-video-card-engtx560dc2di1gd5,Asus,1GB,GDDR5,,1,,Asus GeForce GTX 560 1GB Video Card,ENGTX560 DC/2DI/1GD5,[],,Yes,,,150 Watts,,,810.0,1000.0,0.0,NVIDIA,0.0,asus-video-card-engtx560dc2di1gd5,150.0
,Radeon R9 295X2,1.03GHz,Yes,,1,,,,,Yes,,PCI-Express x16,Video Card,"12.13"" (308mm)",/product/3xDwrH/sapphire-video-card-100360ocsr,Sapphire,8GB,GDDR5,4,,,Sapphire Radeon R9 295X2 8GB Video Card,100360OCSR,[],,No,,,500 Watts,,,1030.0,8000.0,0.0,AMD,0.0,sapphire-video-card-100360ocsr,500.0
,Radeon HD 6870,,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,,/product/82sKHx/sapphire-video-card-1003143l,Sapphire,1GB,GDDR5,,,,Sapphire Radeon HD 6870 1GB Video Card,100314-3L,[],,No,,,151 Watts,,,0.0,1000.0,0.0,AMD,0.0,sapphire-video-card-1003143l,151.0
,GeForce GTX 570,780MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"11.06"" (281mm)",/product/jDR48d/gigabyte-video-card-gvn570oc13irev20,Gigabyte,1.25GB,GDDR5,,1,,Gigabyte GeForce GTX 570 1.25GB Video Card,GV-N570OC-13I Rev2.0,[],,3-way SLI,,,219 Watts,,,780.0,1250.0,0.0,NVIDIA,0.0,gigabyte-video-card-gvn570oc13irev20,219.0
,Radeon HD 6750,740MHz,Yes,,,,2,,,Yes,1,PCI-Express x16,Video Card,"7.68"" (195mm)",/product/Z7Np99/gigabyte-video-card-gvr675oc1gi,Gigabyte,1GB,GDDR5,,,,Gigabyte Radeon HD 6750 1GB Video Card,GV-R675OC-1GI,[],,No,,,86 Watts,1,,740.0,1000.0,0.0,AMD,0.0,gigabyte-video-card-gvr675oc1gi,86.0
,GeForce GTX 650,1.22GHz,No,,,,2,,,Yes,1,PCI-Express x16,Video Card,"9.65"" (245mm)",/product/fVkD4D/asus-video-card-gtx650dct1gd5,Asus,1GB,GDDR5,,,,Asus GeForce GTX 650 1GB Video Card,GTX650-DCT-1GD5,[],,No,,,64 Watts,1,,1220.0,1000.0,0.0,NVIDIA,0.0,asus-video-card-gtx650dct1gd5,64.0
,Radeon HD 7870 GHz Edition,1.05GHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"8.86"" (225mm)",/product/nXDwrH/sapphire-video-card-100354ocl,Sapphire,2GB,GDDR5,,,,Sapphire Radeon HD 7870 GHz Edition 2GB Video Card,100354OCL,[],,No,,,175 Watts,,,1050.0,2000.0,0.0,AMD,0.0,sapphire-video-card-100354ocl,175.0
,Radeon HD 7770 GHz Edition,1.0GHz,Yes,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"8.62"" (219mm)",/product/NsDwrH/sapphire-video-card-100358flex,Sapphire,1GB,GDDR5,,,,Sapphire Radeon HD 7770 GHz Edition 1GB Video Card,100358FLEX,[],,No,,,80 Watts,,,1000.0,1000.0,0.0,AMD,0.0,sapphire-video-card-100358flex,80.0
1.35GHz,GeForce GTX 970,1.20GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,,/product/JG38TW/zotac-video-card-zt9010310p,Zotac,4GB,DDR5,,,,Zotac GeForce GTX 970 4GB AMP! Extreme Edition Video Card,ZT-90103-10P,[649.89],,3-way SLI,,Yes,145 Watts,,,1200.0,4000.0,649.89,NVIDIA,1350.0,zotac-video-card-zt9010310p,145.0
,Radeon HD 6950,870MHz,4-way CrossFire,,,,2,,1,Yes,1,PCI-Express x16,Video Card,"11.38"" (289mm)",/product/s7Np99/gigabyte-video-card-gvr695oc1gd,Gigabyte,1GB,GDDR5,,,,Gigabyte Radeon HD 6950 1GB Video Card,GV-R695OC-1GD,[],,No,,,200 Watts,,,870.0,1000.0,0.0,AMD,0.0,gigabyte-video-card-gvr695oc1gd,200.0
,Radeon HD 6870 X2,900MHz,No,,,,2,,,Yes,1,PCI-Express x16,Video Card,,/product/VzV48d/powercolor-video-card-ax6870x22gbd52dhg,PowerColor,2GB,GDDR5,2,,,PowerColor Radeon HD 6870 X2 2GB Video Card,AX6870X2 2GBD5-2DHG,[],,No,,,302 Watts,,,900.0,2000.0,0.0,AMD,0.0,powercolor-video-card-ax6870x22gbd52dhg,302.0
1.25GHz,Radeon RX 470,926MHz,4-way CrossFire,,1,,,,2,Yes,2,PCI-Express x16,Video Card,"10.63"" (270mm)",/product/dDZ2FT/msi-radeon-rx-470-4gb-video-card-radeon-rx-470-gaming-x-4g,MSI,4GB,GDDR5,,,,MSI Radeon RX 470 4GB Gaming X Video Card,Radeon RX 470 GAMING X 4G,"[189.99, 196.26]",,No,Yes,,110 Watts,,,926.0,4000.0,193.125,AMD,1250.0,msi-radeon-rx-470-4gb-video-card-radeon-rx-470-gaming-x-4g,110.0
,GeForce GTX 560 Ti,822MHz,No,,,,2,,,Yes,,PCI-Express x16,Video Card,"8.98"" (228mm)",/product/FLmLrH/evga-video-card-02gp31568kr,EVGA,2GB,GDDR5,,1,,EVGA GeForce GTX 560 Ti 2GB Video Card,02G-P3-1568-KR,[],,Yes,,,210 Watts,,,822.0,2000.0,0.0,NVIDIA,0.0,evga-video-card-02gp31568kr,210.0
,Radeon HD 7950,800MHz,4-way CrossFire,,,,1,,,Yes,1,PCI-Express x16,Video Card,"10.59"" (269mm)",/product/nNdqqs/asus-video-card-hd79503gd5,Asus,3GB,GDDR5,2,,,Asus Radeon HD 7950 3GB Video Card,HD7950-3GD5,[],,No,,,200 Watts,,,800.0,3000.0,0.0,AMD,0.0,asus-video-card-hd79503gd5,200.0
1.16GHz,GeForce GTX 750 Ti,1.08GHz,No,,1,,,,,Yes,1,PCI-Express x16,Video Card,"9.80"" (249mm)",/product/BKyFf7/msi-video-card-n750titf2gd5oc,MSI,2GB,GDDR5,,,,MSI GeForce GTX 750 Ti 2GB TWIN FROZR Video Card,N750Ti TF 2GD5/OC,[],,No,,Yes,60 Watts,1,,1080.0,2000.0,0.0,NVIDIA,1160.0,msi-video-card-n750titf2gd5oc,60.0
1.75GHz,GeForce GTX 1070,1.56GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"10.98"" (279mm)",/product/NJM323/msi-geforce-gtx-1070-8gb-video-card-geforce-gtx-1070-armor-8g-oc,MSI,8GB,GDDR5,,,,MSI GeForce GTX 1070 8GB Video Card,GeForce GTX 1070 ARMOR 8G OC,"[398.99, 389.99, 429.89, 439.99]",,Yes,,Yes,150 Watts,,,1560.0,8000.0,414.715,NVIDIA,1750.0,msi-geforce-gtx-1070-8gb-video-card-geforce-gtx-1070-armor-8g-oc,150.0
1.68GHz,GeForce GTX 1070,1.51GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/fpBrxr/evga-geforce-gtx-1070-8gb-ftw-dt-gaming-acx-30-video-card-08g-p4-6274-kr,EVGA,8GB,GDDR5,,,,EVGA GeForce GTX 1070 8GB FTW DT GAMING ACX 3.0 Video Card,08G-P4-6274-KR,"[419.99, 424.99, 419.99, 429.99]",,Yes,,Yes,215 Watts,,,1510.0,8000.0,423.74,NVIDIA,1680.0,evga-geforce-gtx-1070-8gb-ftw-dt-gaming-acx-30-video-card-08g-p4-6274-kr,215.0
1.68GHz,GeForce GTX 1070,1.51GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/Gv38TW/msi-geforce-gtx-1070-8gb-video-card-geforce-gtx-1070-founders-edition,MSI,8GB,GDDR5,,,,MSI GeForce GTX 1070 8GB Founders Edition Video Card,GEFORCE GTX 1070 FOUNDERS EDITION,"[428.99, 428.58, 468.89, 535.98]",,Yes,,Yes,150 Watts,,,1510.0,8000.0,465.61,NVIDIA,1680.0,msi-geforce-gtx-1070-8gb-video-card-geforce-gtx-1070-founders-edition,150.0
1.25GHz,GeForce GTX 970,1.11GHz,No,,1,,1,,3,Yes,1,PCI-Express x16,Video Card,"12.20"" (310mm)",/product/J2FXsY/gigabyte-video-card-gvn970wf3oc4gd,Gigabyte,4GB,GDDR5,,,,Gigabyte GeForce GTX 970 4GB WINDFORCE 3X Video Card,GV-N970WF3OC-4GD,"[314.99, 399.69]",,3-way SLI,,Yes,145 Watts,,,1110.0,4000.0,357.34,NVIDIA,1250.0,gigabyte-video-card-gvn970wf3oc4gd,145.0
1.08GHz,GeForce GTX 980 Ti,1.0GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/r3bkcf/evga-video-card-06gp44990kr,EVGA,6GB,GDDR5,,,,EVGA GeForce GTX 980 Ti 6GB Video Card,06G-P4-4990-KR,[],,4-way SLI,,Yes,250 Watts,,,1000.0,6000.0,0.0,NVIDIA,1080.0,evga-video-card-06gp44990kr,250.0
1.08GHz,GeForce GTX 750 Ti,1.02GHz,No,,,,1,,1,Yes,1,PCI-Express x16,Video Card,"6.69"" (170mm)",/product/YxyFf7/evga-video-card-02gp43751kr,EVGA,2GB,GDDR5,,,,EVGA GeForce GTX 750 Ti 2GB Video Card,02G-P4-3751-KR,"[122.99, 139.89]",,No,,Yes,60 Watts,,,1020.0,2000.0,131.44,NVIDIA,1080.0,evga-video-card-02gp43751kr,60.0
1.29GHz,Radeon RX 480,1.12GHz,4-way CrossFire,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"9.13"" (232mm)",/product/W34NnQ/gigabyte-radeon-rx-480-8gb-g1-gaming-video-card-gv-rx480g1-gaming-8gd,Gigabyte,8GB,GDDR5,,,,Gigabyte Radeon RX 480 8GB G1 Gaming Video Card,GV-RX480G1 GAMING-8GD,"[239.99, 239.99, 239.99, 249.99, 259.99]",,No,Yes,,150 Watts,,,1120.0,8000.0,245.99,AMD,1290.0,gigabyte-radeon-rx-480-8gb-g1-gaming-video-card-gv-rx480g1-gaming-8gd,150.0
1.18GHz,GeForce GTX 970,1.05GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.12"" (257mm)",/product/Gn7CmG/evga-video-card-04gp43973kr,EVGA,4GB,GDDR5,,,,EVGA GeForce GTX 970 4GB ACX 2.0+ Video Card,04G-P4-3973-KR,[],,3-way SLI,,Yes,145 Watts,,,1050.0,4000.0,0.0,NVIDIA,1180.0,evga-video-card-04gp43973kr,145.0
,Radeon HD 6570,670MHz,No,,,,1,,,Yes,1,PCI-Express x16,Video Card,,/product/77Np99/gigabyte-video-card-gvr657oc1gi,Gigabyte,1GB,DDR3,,,,Gigabyte Radeon HD 6570 1GB Video Card,GV-R657OC-1GI,[],,No,,,44 Watts,1,,670.0,1000.0,0.0,AMD,0.0,gigabyte-video-card-gvr657oc1gi,44.0
1.24GHz,Radeon RX 460,1.09GHz,Yes,,1,,,,1,Yes,1,PCI-Express x16,Video Card,"8.03"" (204mm)",/product/sL98TW/asus-radeon-rx-460-2gb-dual-oc-video-card-dual-rx460-o2g,Asus,2GB,GDDR5,,,,Asus Radeon RX 460 2GB Dual OC Video Card,DUAL-RX460-O2G,"[106.89, 107.99, 104.99, 109.99, 116.11, 119.99]",,No,Yes,,75 Watts,,,1090.0,2000.0,110.993333333,AMD,1240.0,asus-radeon-rx-460-2gb-dual-oc-video-card-dual-rx460-o2g,75.0
1.18GHz,GeForce GTX 960,1.13GHz,No,,,,1,,3,Yes,1,PCI-Express x16,Video Card,"10.12"" (257mm)",/product/BK8H99/evga-video-card-02gp42963kr,EVGA,2GB,GDDR5,,,,EVGA GeForce GTX 960 2GB Video Card,02G-P4-2963-KR,[],,Yes,,Yes,120 Watts,,,1130.0,2000.0,0.0,NVIDIA,1180.0,evga-video-card-02gp42963kr,120.0
1.71GHz,GeForce GTX 1060 6GB,1.51GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"10.43"" (265mm)",/product/RJyxFT/pny-geforce-gtx-1060-6gb-video-card-vcggtx10606pb,PNY,6GB,GDDR5,,,,PNY GeForce GTX 1060 6GB 6GB Video Card,VCGGTX10606PB,"[246.39, 252.5, 249.99, 255.99]",,No,,Yes,120 Watts,,,1510.0,6000.0,251.2175,NVIDIA,1710.0,pny-geforce-gtx-1060-6gb-video-card-vcggtx10606pb,120.0
1.73GHz,GeForce GTX 1080,1.61GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"10.51"" (267mm)",/product/qkJkcf/evga-geforce-gtx-1080-8gb-ftw-dt-gaming-video-card-08g-p4-6284-kr,EVGA,8GB,GDDR5X,,,,EVGA GeForce GTX 1080 8GB FTW DT GAMING Video Card,08G-P4-6284-KR,"[649.88, 649.99, 649.99, 649.99, 649.99]",,Yes,,Yes,215 Watts,,,1610.0,8000.0,649.968,NVIDIA,1730.0,evga-geforce-gtx-1080-8gb-ftw-dt-gaming-video-card-08g-p4-6284-kr,215.0
,Radeon R7 370,985MHz,Yes,,1,,1,,1,Yes,1,PCI-Express x16,Video Card,"8.66"" (220mm)",/product/X9Jkcf/powercolor-video-card-axr73702gbd5ppdhe,PowerColor,2GB,GDDR5,,,,PowerColor Radeon R7 370 2GB PCS+ Video Card,AXR7 370 2GBD5-PPDHE,"[116.99, 136.88, 139.99, 170.99]",,No,,,110 Watts,,,985.0,2000.0,141.2125,AMD,0.0,powercolor-video-card-axr73702gbd5ppdhe,110.0
1.75GHz,GeForce GTX 1060 6GB,1.51GHz,No,,1,,,,3,Yes,1,PCI-Express x16,Video Card,"10.94"" (278mm)",/product/wz648d/gigabyte-geforce-gtx-1060-6gb-d5-6g-video-card-gv-n1060d5-6gd,Gigabyte,6GB,GDDR5,,,,Gigabyte GeForce GTX 1060 6GB 6GB D5 6G Video Card,GV-N1060D5-6GD,[],,No,,Yes,120 Watts,,,1510.0,6000.0,0.0,NVIDIA,1750.0,gigabyte-geforce-gtx-1060-6gb-d5-6g-video-card-gv-n1060d5-6gd,120.0
