Bearing Type,Fan RPM,Height,Kind,Link,Liquid Cooled,Manufacturer,Model,Name,Noise Level,Part #,Prices,Radiator Size,Supported Sockets,avg,short_link,noise_level,max_noise,min_noise,rpm,rpm_min,rpm_max,liquid,rad_size,bearing_type,cooler_height
Fluid Dynamic,750 - 1600 RPM,"2.32"" (59mm)",CPU Cooler,/product/JdK7YJ/gelid-solutions-cpu-cooler-slimhero,No,Gelid Solutions,,Gelid Solutions Slimhero 52.4 CFM Fluid Dynamic Bearing CPU Cooler,12.0 - 25.4 dbA,Slimhero<br/>(or) CC-Shero-01-A,"[37.99, 38.88, 41.63]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",39.5,gelid-solutions-cpu-cooler-slimhero,12.0 - 25.4 ,25.4,12.0,750 - 1600 ,750.0,1600.0,No,0.0,Fluid Dynamic,59.0
Sleeve,500 - 1800 RPM,"5.51"" (140mm)",CPU Cooler,/product/LHYXsY/thermaltake-cpu-cooler-clp001al12rea,No,Thermaltake,NiC L31,Thermaltake NiC L31 71.0 CFM Sleeve Bearing CPU Cooler,18.0 - 34.8 dbA,CL-P001-AL12RE-A,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,thermaltake-cpu-cooler-clp001al12rea,18.0 - 34.8 ,34.8,18.0,500 - 1800 ,500.0,1800.0,No,0.0,Sleeve,140.0
,1300 RPM,"4.41"" (112mm)",CPU Cooler,/product/fCTmP6/phanteks-cpu-cooler-phtc14csrd,No,Phanteks,,Phanteks PH-TC14CS_RD 88.6 CFM CPU Cooler,13.4 - 19.0 dbA,PH-TC14CS_RD,[99.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",99.99,phanteks-cpu-cooler-phtc14csrd,13.4 - 19.0 ,19.0,13.4,1300 ,1300.0,1300.0,No,0.0,,112.0
,800 - 2500 RPM,"3.11"" (79mm)",CPU Cooler,/product/r7Lypg/evercool-cpu-cooler-hpm12025,No,Evercool,,Evercool HPM-12025 CPU Cooler,15.0 - 35.0 dbA,HPM-12025,[26.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",26.99,evercool-cpu-cooler-hpm12025,15.0 - 35.0 ,35.0,15.0,800 - 2500 ,800.0,2500.0,No,0.0,,79.0
Ball,800 - 2500 RPM,"1.22"" (31mm)",CPU Cooler,/product/436BD3/dynatron-cpu-cooler-t450,No,Dynatron,,Dynatron T450 30.8 CFM Ball Bearing CPU Cooler,16.0 - 27.3 dbA,T450,[19.99],,"LGA1150, LGA1151, LGA1155, LGA1156",19.99,dynatron-cpu-cooler-t450,16.0 - 27.3 ,27.3,16.0,800 - 2500 ,800.0,2500.0,No,0.0,Ball,31.0
,2100 RPM,,CPU Cooler,/product/3XyxFT/corsair-cpu-cooler-cw9060026ww,Yes,Corsair,H110i,Corsair H110i 113.0 CFM Liquid CPU Cooler,43.0 dbA,CW-9060026-WW,"[109.99, 109.99, 121.18, 130.74, 137.41, 139.99, 139.99, 165.99]",280mm,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",131.91,corsair-cpu-cooler-cw9060026ww,43.0 ,43.0 ,43.0,2100 ,2100.0,2100.0,Yes,280.0,,0.0
Sleeve,500 - 1800 RPM,"6.30"" (160mm)",CPU Cooler,/product/q9h9TW/thermaltake-cpu-cooler-clp002al14rea,No,Thermaltake,NiC L32,Thermaltake NiC L32 104.4 CFM Sleeve Bearing CPU Cooler,18.0 - 38.4 dbA,CL-P002-AL14RE-A,"[35.99, 35.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",35.99,thermaltake-cpu-cooler-clp002al14rea,18.0 - 38.4 ,38.4,18.0,500 - 1800 ,500.0,1800.0,No,0.0,Sleeve,160.0
,800 - 1700 RPM,"1.85"" (47mm)",CPU Cooler,/product/hdV48d/thermaltake-cpu-cooler-clp0527,No,Thermaltake,,Thermaltake CLP0527 38.9 CFM CPU Cooler,16.0 dbA,CLP0527,[51.53],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775",51.53,thermaltake-cpu-cooler-clp0527,16.0 ,16.0 ,16.0,800 - 1700 ,800.0,1700.0,No,0.0,,47.0
,1000 - 1500 RPM,"2.36"" (60mm)",CPU Cooler,/product/jbJwrH/zalman-cpu-cooler-cnps8900quiet,No,Zalman,,Zalman CNPS8900 Quiet CPU Cooler,19.0 - 25.0 dbA,CNPS8900 Quiet,[],,"AM2, AM2+, AM3, AM3+, BGA413, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",0.0,zalman-cpu-cooler-cnps8900quiet,19.0 - 25.0 ,25.0,19.0,1000 - 1500 ,1000.0,1500.0,No,0.0,,60.0
,500 - 2000 RPM,"3.39"" (86mm)",CPU Cooler,/product/W6JwrH/arctic-cooling-cpu-cooler-a7p75000023,No,ARCTIC,Alpine 7 Pro,ARCTIC Alpine 7 Pro 36.7 CFM CPU Cooler,,A7P-75000023,[15.15],,"LGA1150, LGA1151, LGA1155, LGA1156",15.15,arctic-cooling-cpu-cooler-a7p75000023,0,0,0.0,500 - 2000 ,500.0,2000.0,No,0.0,,86.0
Ball,1000 - 4500 RPM,"2.44"" (62mm)",CPU Cooler,/product/QX6BD3/dynatron-cpu-cooler-r9,No,Dynatron,,Dynatron R9 10.1 CFM Ball Bearing CPU Cooler,13.1 - 45.9 dbA,R9,"[26.99, 29.99, 31.55]",,"LGA2011, LGA2011-3",29.51,dynatron-cpu-cooler-r9,13.1 - 45.9 ,45.9,13.1,1000 - 4500 ,1000.0,4500.0,No,0.0,Ball,62.0
,600 - 1900 RPM,"2.32"" (59mm)",CPU Cooler,/product/4XL7YJ/akasa-cpu-cooler-akcc4011ep01,No,Akasa,Nero LX,Akasa Nero LX 64.1 CFM CPU Cooler,11.5 - 31.5 dbA,AK-CC4011EP01,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366",0.0,akasa-cpu-cooler-akcc4011ep01,11.5 - 31.5 ,31.5,11.5,600 - 1900 ,600.0,1900.0,No,0.0,,59.0
,,"5.83"" (148mm)",CPU Cooler,/product/9GfmP6/nofan-cpu-cooler-cr95c,No,NoFan,,NoFan CR-95C Fanless CPU Cooler,,CR-95C<br/>(or) CR-95C Copper,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA775",0.0,nofan-cpu-cooler-cr95c,0,0,0.0,0,0.0,0.0,No,0.0,,148.0
,800 - 1500 RPM,"6.42"" (163mm)",CPU Cooler,/product/WW4NnQ/silverstone-cpu-cooler-sstar07,No,Silverstone,,Silverstone SST-AR07 93.0 CFM CPU Cooler,16.5 - 30.8 dbA,SST-AR07<br/>(or) AR07,[39.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",39.99,silverstone-cpu-cooler-sstar07,16.5 - 30.8 ,30.8,16.5,800 - 1500 ,800.0,1500.0,No,0.0,,163.0
,1200 - 1800 RPM,"5.51"" (140mm)",CPU Cooler,/product/WQH323/evercool-cpu-cooler-hpi12025,No,Evercool,,Evercool HPI-12025 CPU Cooler,23.0 - 30.0 dbA,HPI-12025,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775",0.0,evercool-cpu-cooler-hpi12025,23.0 - 30.0 ,30.0,23.0,1200 - 1800 ,1200.0,1800.0,No,0.0,,140.0
,500 - 1400 RPM,"6.22"" (158mm)",CPU Cooler,/product/4CdFf7/silentiumpc-spc130-786-cfm-cpu-cooler-spc130,No,SilentiumPC,,SilentiumPC SPC130 78.6 CFM CPU Cooler,8.0 - 22.0 dbA,SPC130,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,silentiumpc-spc130-786-cfm-cpu-cooler-spc130,8.0 - 22.0 ,22.0,8.0,500 - 1400 ,500.0,1400.0,No,0.0,,158.0
,600 - 2500 RPM,"1.85"" (47mm)",CPU Cooler,/product/Lbhj4D/cryorig-cpu-cooler-c7,No,CRYORIG,,CRYORIG C7 40.5 CFM CPU Cooler,30.0 dbA,C7<br/>(or) CR-C7A,"[29.99, 29.99, 39.88]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156",33.2866666667,cryorig-cpu-cooler-c7,30.0 ,30.0 ,30.0,600 - 2500 ,600.0,2500.0,No,0.0,,47.0
,300 - 1500 RPM,"6.50"" (165mm)",CPU Cooler,/product/xCL7YJ/noctua-cpu-cooler-nhd15s,No,Noctua,,Noctua NH-D15S 82.5 CFM CPU Cooler,19.2 - 24.6 dbA,NH-D15S,"[79.88, 79.99, 89.15, 79.9]",,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3",82.23,noctua-cpu-cooler-nhd15s,19.2 - 24.6 ,24.6,19.2,300 - 1500 ,300.0,1500.0,No,0.0,,165.0
Ball,1250 - 2800 RPM,"5.59"" (142mm)",CPU Cooler,/product/Fqzv6h/zalman-cpu-cooler-cnps9700nt,No,Zalman,,Zalman CNPS 9700 NT Ball Bearing CPU Cooler,19.5 - 35.0 dbA,CNPS 9700 NT,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775",0.0,zalman-cpu-cooler-cnps9700nt,19.5 - 35.0 ,35.0,19.5,1250 - 2800 ,1250.0,2800.0,No,0.0,Ball,142.0
,2600 RPM,"2.17"" (55mm)",CPU Cooler,/product/DVK7YJ/startech-cpu-cooler-fank8am2,No,StarTech,,StarTech FANK8AM2 CPU Cooler,28.0 dbA,FANK8AM2,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",0.0,startech-cpu-cooler-fank8am2,28.0 ,28.0 ,28.0,2600 ,2600.0,2600.0,No,0.0,,55.0
Ball,500 - 2000 RPM,"6.34"" (161mm)",CPU Cooler,/product/6xw323/silverstone-cpu-cooler-ssthe01,No,Silverstone,,Silverstone SST-HE01 171.0 CFM Ball Bearing CPU Cooler,18.0 - 41.0 dbA,SST-HE01,[77.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",77.99,silverstone-cpu-cooler-ssthe01,18.0 - 41.0 ,41.0,18.0,500 - 2000 ,500.0,2000.0,No,0.0,Ball,161.0
,1500 - 2500 RPM,"1.38"" (35mm)",CPU Cooler,/product/WLrcCJ/thermaltake-cpu-cooler-clp004al08bla,No,Thermaltake,MeOrb II,Thermaltake MeOrb II 25.0 CFM CPU Cooler,18.5 - 28.0 dbA,CL-P004-AL08BL-A,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA775",0.0,thermaltake-cpu-cooler-clp004al08bla,18.5 - 28.0 ,28.0,18.5,1500 - 2500 ,1500.0,2500.0,No,0.0,,35.0
,600 - 1800 RPM,"6.26"" (159mm)",CPU Cooler,/product/tTyFf7/gelid-solutions-cpu-cooler-ccgx701a,No,Gelid Solutions,,Gelid Solutions CC-GX7-01-A 128.6 CFM CPU Cooler,10.0 - 26.8 dbA,CC-GX7-01-A,"[81.0, 99.89]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",90.445,gelid-solutions-cpu-cooler-ccgx701a,10.0 - 26.8 ,26.8,10.0,600 - 1800 ,600.0,1800.0,No,0.0,,159.0
Ball,600 - 1600 RPM,"6.22"" (158mm)",CPU Cooler,/product/CK8H99/prolimatech-cpu-cooler-probsc68,No,Prolimatech,Basic 68,Prolimatech Basic 68 Ball Bearing CPU Cooler,,PRO-BSC-68,[43.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3",43.99,prolimatech-cpu-cooler-probsc68,0,0,0.0,600 - 1600 ,600.0,1600.0,No,0.0,Ball,158.0
,500 - 1500 RPM,"6.30"" (160mm)",CPU Cooler,/product/Qpckcf/logisys-cpu-cooler-mc4002iw,No,Logisys,,Logisys MC4002IW 66.3 CFM CPU Cooler,17.8 - 27.6 dbA,MC4002IW,"[29.98, 49.89]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",39.935,logisys-cpu-cooler-mc4002iw,17.8 - 27.6 ,27.6,17.8,500 - 1500 ,500.0,1500.0,No,0.0,,160.0
Fluid Dynamic,750 - 1600 RPM,"6.30"" (160mm)",CPU Cooler,/product/9Mzv6h/gelid-solutions-cpu-cooler-ccbedition01a,No,Gelid Solutions,Black Edition,Gelid Solutions Black Edition 58.0 CFM Fluid Dynamic Bearing CPU Cooler,25.4 - 25.5 dbA,CC-BEdition-01-A,"[77.89, 77.99, 82.98]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",79.62,gelid-solutions-cpu-cooler-ccbedition01a,25.4 - 25.5 ,25.5,25.4,750 - 1600 ,750.0,1600.0,No,0.0,Fluid Dynamic,160.0
,1500 - 2400 RPM,"5.24"" (133mm)",CPU Cooler,/product/Cqzv6h/zalman-cpu-cooler-cnps9300at,No,Zalman,CNPS9300 AT,Zalman CNPS9300 AT CPU Cooler,20.0 - 30.0 dbA,CNPS 9300AT,[30.78],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA775",30.78,zalman-cpu-cooler-cnps9300at,20.0 - 30.0 ,30.0,20.0,1500 - 2400 ,1500.0,2400.0,No,0.0,,133.0
,300 - 1600 RPM,"6.22"" (158mm)",CPU Cooler,/product/n4Lypg/scythe-cpu-cooler-scmg3000,No,Scythe,,Scythe SCMG-3000 74.2 CFM CPU Cooler,,SCMG-3000,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",0.0,scythe-cpu-cooler-scmg3000,0,0,0.0,300 - 1600 ,300.0,1600.0,No,0.0,,158.0
,1500 RPM,"2.99"" (76mm)",CPU Cooler,/product/9FGj4D/be-quiet-cpu-cooler-bk002,No,be quiet!,SHADOW ROCK LP,be quiet! SHADOW ROCK LP 51.4 CFM CPU Cooler,14.8 - 25.5 dbA,BK002,"[39.89, 39.9, 39.9, 48.85]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",42.135,be-quiet-cpu-cooler-bk002,14.8 - 25.5 ,25.5,14.8,1500 ,1500.0,1500.0,No,0.0,,76.0
,800 - 1800 RPM,"4.13"" (105mm)",CPU Cooler,/product/337wrH/thermaltake-cpu-cooler-clp0602,No,Thermaltake,BigTyp Revo.,Thermaltake BigTyp Revo. 85.2 CFM CPU Cooler,20.0 dbA,CLP0602,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",0.0,thermaltake-cpu-cooler-clp0602,20.0 ,20.0 ,20.0,800 - 1800 ,800.0,1800.0,No,0.0,,105.0
,900 - 2400 RPM,"4.92"" (125mm)",CPU Cooler,/product/Ybbp99/gelid-solutions-cpu-cooler-ccspirit02a,No,Gelid Solutions,,Gelid Solutions CC-Spirit-02-A 45.8 CFM CPU Cooler,10.0 - 25.8 dbA,CC-Spirit-02-A,"[42.58, 49.98]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA775",46.28,gelid-solutions-cpu-cooler-ccspirit02a,10.0 - 25.8 ,25.8,10.0,900 - 2400 ,900.0,2400.0,No,0.0,,125.0
,900 - 1300 RPM,"6.42"" (163mm)",CPU Cooler,/product/gs6BD3/thermalright-cpu-cooler-silverarrowibe,No,Thermalright,,Thermalright SILVER ARROW IB-E 73.6 CFM CPU Cooler,21.0 - 25.0 dbA,SILVER ARROW IB-E,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,thermalright-cpu-cooler-silverarrowibe,21.0 - 25.0 ,25.0,21.0,900 - 1300 ,900.0,1300.0,No,0.0,,163.0
,800 - 1600 RPM,"6.30"" (160mm)",CPU Cooler,/product/Jxzv6h/prolimatech-cpu-cooler-prognss,No,Prolimatech,,Prolimatech PRO-GNSS CPU Cooler,,PRO-GNSS,[69.97],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366",69.97,prolimatech-cpu-cooler-prognss,0,0,0.0,800 - 1600 ,800.0,1600.0,No,0.0,,160.0
,800 - 1600 RPM,"5.98"" (152mm)",CPU Cooler,/product/s86BD3/thermaltake-cpu-cooler-clp0605,No,Thermaltake,,Thermaltake CLP0605 79.3 CFM CPU Cooler,18.0 - 30.2 dbA,CLP0605,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,thermaltake-cpu-cooler-clp0605,18.0 - 30.2 ,30.2,18.0,800 - 1600 ,800.0,1600.0,No,0.0,,152.0
,900 - 1300 RPM,"6.50"" (165mm)",CPU Cooler,/product/RkJkcf/thermalright-archon-ib-e-x2-740-cfm-cpu-cooler-archon-ib-e-x2,No,Thermalright,,Thermalright Archon IB-E X2 74.0 CFM CPU Cooler,17.0 - 21.0 dbA,Archon IB-E X2<br/>(or) IB-E X2,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,thermalright-archon-ib-e-x2-740-cfm-cpu-cooler-archon-ib-e-x2,17.0 - 21.0 ,21.0,17.0,900 - 1300 ,900.0,1300.0,No,0.0,,165.0
,,"1.06"" (27mm)",CPU Cooler,/product/KWphP6/dynatron-cpu-cooler-r4,No,Dynatron,,Dynatron R4 Fanless CPU Cooler,,R4,[],,"LGA2011, LGA2011-3",0.0,dynatron-cpu-cooler-r4,0,0,0.0,0,0.0,0.0,No,0.0,,27.0
,800 - 2200 RPM,"6.30"" (160mm)",CPU Cooler,/product/wsDwrH/evercool-cpu-cooler-hpq12025,No,Evercool,,Evercool HPQ-12025 75.1 CFM CPU Cooler,38.1 dbA,HPQ-12025,[29.99],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",29.99,evercool-cpu-cooler-hpq12025,38.1 ,38.1 ,38.1,800 - 2200 ,800.0,2200.0,No,0.0,,160.0
,,"6.26"" (159mm)",CPU Cooler,/product/t6vRsY/thermalright-cpu-cooler-hr22,No,Thermalright,,Thermalright HR-22 Fanless CPU Cooler,,HR-22,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3",0.0,thermalright-cpu-cooler-hr22,0,0,0.0,0,0.0,0.0,No,0.0,,159.0
,2200 RPM,"4.57"" (116mm)",CPU Cooler,/product/jFgPxr/id-cooling-cpu-cooler-se802,No,ID-COOLING,,ID-COOLING SE-802 28.7 CFM CPU Cooler,23.3 dbA,SE-802,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA775",0.0,id-cooling-cpu-cooler-se802,23.3 ,23.3 ,23.3,2200 ,2200.0,2200.0,No,0.0,,116.0
,2000 RPM,"6.22"" (158mm)",CPU Cooler,/product/KzfmP6/cooler-master-cpu-cooler-rr212x20pma1,No,Cooler Master,Hyper 212X Dual Fan,Cooler Master Hyper 212X Dual Fan 82.9 CFM CPU Cooler,9.0 - 36.0 dbA,RR-212X-20PM-A1,"[44.99, 50.66]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",47.825,cooler-master-cpu-cooler-rr212x20pma1,9.0 - 36.0 ,36.0,9.0,2000 ,2000.0,2000.0,No,0.0,,158.0
,,"6.38"" (162mm)",CPU Cooler,/product/McYWGX/thermalright-cpu-cooler-machozero,No,Thermalright,,Thermalright Macho Zero CPU Cooler,,Macho Zero,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,thermalright-cpu-cooler-machozero,0,0,0.0,0,0.0,0.0,No,0.0,,162.0
,800 - 1300 RPM,"6.38"" (162mm)",CPU Cooler,/product/V8g323/thermaltake-cpu-cooler-clp0574,No,Thermaltake,,Thermaltake CLP0574 42.0 CFM CPU Cooler,16.0 dbA,CLP0574,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",0.0,thermaltake-cpu-cooler-clp0574,16.0 ,16.0 ,16.0,800 - 1300 ,800.0,1300.0,No,0.0,,162.0
Ball,1000 - 5000 RPM,"1.14"" (29mm)",CPU Cooler,/product/DTckcf/dynatron-cpu-cooler-t195,No,Dynatron,,Dynatron T195 2.5 CFM Ball Bearing CPU Cooler,20.5 - 49.8 dbA,T195,[],,LGA775,0.0,dynatron-cpu-cooler-t195,20.5 - 49.8 ,49.8,20.5,1000 - 5000 ,1000.0,5000.0,No,0.0,Ball,29.0
,,"6.30"" (160mm)",CPU Cooler,/product/ZTckcf/zerotherm-cpu-cooler-zt10d,No,ZEROtherm,,ZEROtherm ZT-10D Fanless CPU Cooler,,ZT-10D,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",0.0,zerotherm-cpu-cooler-zt10d,0,0,0.0,0,0.0,0.0,No,0.0,,160.0
Ball,1100 - 2300 RPM,"1.10"" (28mm)",CPU Cooler,/product/4zV48d/gelid-solutions-cpu-cooler-slimsilence775,No,Gelid Solutions,,Gelid Solutions Slim Silence 775 21.0 CFM Ball Bearing CPU Cooler,15.0 - 24.5 dbA,Slim Silence 775,[],,LGA775,0.0,gelid-solutions-cpu-cooler-slimsilence775,15.0 - 24.5 ,24.5,15.0,1100 - 2300 ,1100.0,2300.0,No,0.0,Ball,28.0
Ball,2500 RPM,"1.50"" (38mm)",CPU Cooler,/product/NZTmP6/thermaltake-cpu-cooler-a401202,No,Thermaltake,,Thermaltake A4012-02 32.4 CFM Ball Bearing CPU Cooler,21.0 dbA,A4012-02,[],,PGA478,0.0,thermaltake-cpu-cooler-a401202,21.0 ,21.0 ,21.0,2500 ,2500.0,2500.0,No,0.0,Ball,38.0
Sleeve,2500 RPM,"2.64"" (67mm)",CPU Cooler,/product/jMW9TW/zerotherm-cpu-cooler-zt1000d775,No,ZEROtherm,,ZEROtherm ZT-1000D 775 Sleeve Bearing CPU Cooler,,ZT-1000D 775,[],,LGA775,0.0,zerotherm-cpu-cooler-zt1000d775,0,0,0.0,2500 ,2500.0,2500.0,No,0.0,Sleeve,67.0
,800 - 2000 RPM,"6.26"" (159mm)",CPU Cooler,/product/Phckcf/thermaltake-cpu-cooler-clp0579,No,Thermaltake,,Thermaltake CLP0579 72.1 CFM CPU Cooler,15.0 - 33.2 dbA,CLP0579,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",0.0,thermaltake-cpu-cooler-clp0579,15.0 - 33.2 ,33.2,15.0,800 - 2000 ,800.0,2000.0,No,0.0,,159.0
Ball,600 - 1600 RPM,"6.22"" (158mm)",CPU Cooler,/product/8mGj4D/prolimatech-cpu-cooler-probsc81,No,Prolimatech,Basic 81,Prolimatech Basic 81 Ball Bearing CPU Cooler,,PRO-BSC-81,[],,"LGA1150, LGA1151, LGA1155, LGA1156, LGA2011, LGA2011-3",0.0,prolimatech-cpu-cooler-probsc81,0,0,0.0,600 - 1600 ,600.0,1600.0,No,0.0,Ball,158.0
Sleeve,1200 - 2500 RPM,"2.24"" (57mm)",CPU Cooler,/product/Xhqbt6/xigmatek-cpu-cooler-apacheepcd903,No,Xigmatek,Apache II,Xigmatek Apache II 61.2 CFM Sleeve Bearing CPU Cooler,28.0 dbA,Apache EP-CD903,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156",0.0,xigmatek-cpu-cooler-apacheepcd903,28.0 ,28.0 ,28.0,1200 - 2500 ,1200.0,2500.0,No,0.0,Sleeve,57.0
Sleeve,500 - 1600 RPM,"2.32"" (59mm)",CPU Cooler,/product/vfw323/cooler-master-cpu-cooler-rrgmm416pkr2,No,Cooler Master,GeminII M4,Cooler Master GeminII M4 58.4 CFM Sleeve Bearing CPU Cooler,8.0 - 30.0 dbA,RR-GMM4-16PK-R2,"[43.88, 33.99, 33.99, 36.99, 33.99]",,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA2011, LGA2011-3, LGA775",36.568,cooler-master-cpu-cooler-rrgmm416pkr2,8.0 - 30.0 ,30.0,8.0,500 - 1600 ,500.0,1600.0,No,0.0,Sleeve,59.0
,2500 RPM,"2.83"" (72mm)",CPU Cooler,/product/pw4gXL/logisys-cpu-cooler-ic207,No,Logisys,,Logisys IC207 40.9 CFM CPU Cooler,25.0 dbA,IC207,[],,"LGA1150, LGA1151, LGA1155, LGA1156",0.0,logisys-cpu-cooler-ic207,25.0 ,25.0 ,25.0,2500 ,2500.0,2500.0,No,0.0,,72.0
,2200 RPM,"2.91"" (74mm)",CPU Cooler,/product/tfTmP6/logisys-cpu-cooler-ac4400bt,No,Logisys,,Logisys AC4400BT 37.4 CFM CPU Cooler,30.1 dbA,AC4400BT,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+",0.0,logisys-cpu-cooler-ac4400bt,30.1 ,30.1 ,30.1,2200 ,2200.0,2200.0,No,0.0,,74.0
,900 - 2200 RPM,"5.08"" (129mm)",CPU Cooler,/product/g7Np99/logisys-cpu-cooler-mc3001ie,No,Logisys,,Logisys MC3001IE 37.2 CFM CPU Cooler,17.8 - 34.6 dbA,MC3001IE,[],,"AM2, AM2+, AM3, AM3+, FM1, FM2, FM2+, LGA1150, LGA1151, LGA1155, LGA1156, LGA1366, LGA775",0.0,logisys-cpu-cooler-mc3001ie,17.8 - 34.6 ,34.6,17.8,900 - 2200 ,900.0,2200.0,No,0.0,,129.0
