Cores,Data Width,Hyper-Threading,Includes CPU Cooler,Integrated Graphics,Kind,L1 Cache,L2 Cache,L3 Cache,Link,Lithography,Manufacturer,Max Turbo Frequency,Maximum Supported Memory,Model,Name,Operating Frequency,Part #,Prices,Socket,Thermal Design Power,TDP,opfreq,turbo,avg,cores,short_link
2,64-bit,No,No,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/XDLypg/amd-cpu-adx260ock23gm,45.0,AMD,,,Athlon II X2 260,AMD Athlon II X2 260 3.2GHz Dual-Core OEM/Tray Processor,3.2GHz,ADX260OCK23GM,[],AM3/AM2+,65 Watts,65.0,3200.0,0.0,0.0,2,amd-cpu-adx260ock23gm
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 20MB,/product/w2JwrH/intel-cpu-bx80621e54650,32.0,Intel,3.3GHz,,Xeon E5-4650,Intel Xeon E5-4650 2.7GHz 8-Core Processor,2.7GHz,BX80621E54650,[],LGA2011,130 Watts,130.0,2700.0,3300.0,0.0,8,intel-cpu-bx80621e54650
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/PZphP6/intel-cpu-bx80637g2120,22.0,Intel,,,Pentium G2120,Intel Pentium G2120 3.1GHz Dual-Core Processor,3.1GHz,BX80637G2120,[85.17],LGA1155,55 Watts,55.0,3100.0,0.0,85.17,2,intel-cpu-bx80637g2120
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 20MB,/product/hkkD4D/intel-cpu-cm8062107184308,32.0,Intel,3.8GHz,,Xeon E5-2687W,Intel Xeon E5-2687W 3.1GHz 8-Core OEM/Tray Processor,3.1GHz,CM8062107184308,[],LGA2011,150 Watts,150.0,3100.0,3800.0,0.0,8,intel-cpu-cm8062107184308
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 2MB,/product/PTdqqs/intel-cpu-bx80646g1840,22.0,Intel,,,Celeron G1840,Intel Celeron G1840 2.8GHz Dual-Core Processor,2.8GHz,BX80646G1840,"[37.99, 43.82, 94.89]",LGA1150,53 Watts,53.0,2800.0,0.0,58.9,2,intel-cpu-bx80646g1840
4,64-bit,No,Yes,Intel HD Graphics 3000,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/DVvRsY/intel-cpu-bx80623i52405s,32.0,Intel,,,Core i5-2405S,Intel Core i5-2405S 2.5GHz Quad-Core Processor,2.5GHz,BX80623I52405S,[],LGA1155,65 Watts,65.0,2500.0,0.0,0.0,4,intel-cpu-bx80623i52405s
1,64-bit,No,Yes,No,CPU,1 x 64KB Instruction<br/>1 x 64KB Data,1 x 1MB,None,/product/VFNp99/amd-cpu-sdx145hbgmbox,45.0,AMD,,,Sempron 145,AMD Sempron 145 2.8GHz Single-Core Processor,2.8GHz,SDX145HBGMBOX,[49.95],AM3/AM2+,45 Watts,45.0,2800.0,0.0,49.95,1,amd-cpu-sdx145hbgmbox
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/mCXfrH/amd-cpu-adx255ocgmbox,45.0,AMD,,,Athlon II X2 255,AMD Athlon II X2 255 3.1GHz Dual-Core Processor,3.1GHz,ADX255OCGMBOX,[],AM3/AM2+,65 Watts,65.0,3100.0,0.0,0.0,2,amd-cpu-adx255ocgmbox
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/czV48d/intel-cpu-bx80623g620t,32.0,Intel,,,Pentium G620T,Intel Pentium G620T 2.2GHz Dual-Core Processor,2.2GHz,BX80623G620T,[],LGA1155,35 Watts,35.0,2200.0,0.0,0.0,2,intel-cpu-bx80623g620t
1,64-bit,No,No,No,CPU,1 x 64KB Instruction<br/>1 x 64KB Data,1 x 1MB,None,/product/xgYXsY/amd-cpu-sdx150hbk13gm,45.0,AMD,,,Sempron 150,AMD Sempron 150 2.9GHz Single-Core OEM/Tray Processor,2.9GHz,SDX150HBK13GM,[],AM3/AM2+,45 Watts,45.0,2900.0,0.0,0.0,1,amd-cpu-sdx150hbk13gm
2,64-bit,No,No,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,None,/product/kfK7YJ/amd-cpu-sdx190hdk22gm,45.0,AMD,,,Sempron X2 190,AMD Sempron X2 190 2.5GHz Dual-Core OEM/Tray Processor,2.5GHz,SDX190HDK22GM,[],AM3/AM2+,45 Watts,45.0,2500.0,0.0,0.0,2,amd-cpu-sdx190hdk22gm
2,64-bit,Yes,Yes,Intel HD Graphics 3000,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/pLmLrH/intel-cpu-bx80623i32105,32.0,Intel,,,Core i3-2105,Intel Core i3-2105 3.1GHz Dual-Core Processor,3.1GHz,BX80623I32105,[],LGA1155,65 Watts,65.0,3100.0,0.0,0.0,2,intel-cpu-bx80623i32105
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 12MB,/product/K2g323/intel-cpu-cm8062101102002,32.0,Intel,3.8GHz,,Xeon E5-1650,Intel Xeon E5-1650 3.2GHz 6-Core OEM/Tray Processor,3.2GHz,CM8062101102002,[],LGA2011,130 Watts,130.0,3200.0,3800.0,0.0,6,intel-cpu-cm8062101102002
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 2MB,None,/product/zJdqqs/intel-cpu-eu80580pj0534mn,45.0,Intel,,,Core 2 Quad Q8200,Intel Core 2 Quad Q8200 2.33GHz Quad-Core OEM/Tray Processor,2.33GHz,EU80580PJ0534MN,[],LGA775,95 Watts,95.0,2330.0,0.0,0.0,4,intel-cpu-eu80580pj0534mn
4,64-bit,No,No,Radeon HD 8670D,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,2 x 2MB,None,/product/phsKHx/amd-cpu-ad679bwoa44hl,32.0,AMD,,,A10-6790B,AMD A10-6790B 4.0GHz Quad-Core OEM/Tray Processor,4.0GHz,AD679BWOA44HL,[],FM2,100 Watts,100.0,4000.0,0.0,0.0,4,amd-cpu-ad679bwoa44hl
4,64-bit,Yes,Yes,Intel HD Graphics 4000,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/7KjG3C/intel-cpu-bx80637i73770k,22.0,Intel,,,Core i7-3770K,Intel Core i7-3770K 3.5GHz Quad-Core Processor,3.5GHz,BX80637I73770K,"[459.0, 1050.0]",LGA1155,77 Watts,77.0,3500.0,0.0,754.5,4,intel-cpu-bx80637i73770k
4,64-bit,No,No,Radeon HD 8670D,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,2 x 2MB,None,/product/g3fp99/amd-cpu-ad680bwoa44hl,32.0,AMD,4.4GHz,,A10-6800B,AMD A10-6800B 4.1GHz Quad-Core OEM/Tray Processor,4.1GHz,AD680BWOA44HL,[],FM2,100 Watts,100.0,4100.0,4400.0,0.0,4,amd-cpu-ad680bwoa44hl
2,64-bit,No,No,Radeon R7 (on-die),CPU,1 x 64KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/7CBv6h/amd-cpu-ad4020oka23hl,32.0,AMD,3.4GHz,,A4-4020,AMD A4-4020 3.2GHz Dual-Core OEM/Tray Processor,3.2GHz,AD4020OKA23HL,[],FM2,65 Watts,65.0,3200.0,3400.0,0.0,2,amd-cpu-ad4020oka23hl
2,64-bit,No,No,Radeon HD 7480D,CPU,1 x 64KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/VBQypg/amd-cpu-ad4000oka23hl,32.0,AMD,,,A4-4000,AMD A4-4000 3.0GHz Dual-Core OEM/Tray Processor,3.0GHz,AD4000OKA23HL,[],FM2,65 Watts,65.0,3000.0,0.0,0.0,2,amd-cpu-ad4000oka23hl
2,64-bit,No,No,Radeon HD 6410D,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,None,/product/x9xfrH/amd-cpu-ad3400ojz22hx,32.0,AMD,,,A4-3400,AMD A4-3400 2.7GHz Dual-Core OEM/Tray Processor,2.7GHz,AD3400OJZ22HX,[],FM1,65 Watts,65.0,2700.0,0.0,0.0,2,amd-cpu-ad3400ojz22hx
2,64-bit,No,No,Radeon R5 (on die),CPU,1 x 96KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/bkkD4D/amd-cpu-ad740kybi23ja,28.0,AMD,3.9GHz,,A6-7400K,AMD A6-7400K 3.5GHz Dual-Core OEM/Tray Processor,3.5GHz,AD740KYBI23JA,[],FM2+,65 Watts,65.0,3500.0,3900.0,0.0,2,amd-cpu-ad740kybi23ja
4,64-bit,No,No,No,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,2 x 2MB,1 x 8MB,/product/YWMFf7/amd-cpu-fd4170frw4kgu,32.0,AMD,,,FX-4170,AMD FX-4170 4.2GHz Quad-Core OEM/Tray Processor,4.2GHz,FD4170FRW4KGU,[],AM3+,125 Watts,125.0,4200.0,0.0,0.0,4,amd-cpu-fd4170frw4kgu
4,64-bit,No,No,No,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,2 x 2MB,1 x 4MB,/product/nGvRsY/amd-cpu-fd4320wmw4mhk,32.0,AMD,4.2GHz,,FX-4320,AMD FX-4320 4.0GHz Quad-Core OEM/Tray Processor,4.0GHz,FD4320WMW4MHK,[],AM3+,95 Watts,95.0,4000.0,4200.0,0.0,4,amd-cpu-fd4320wmw4mhk
6,64-bit,No,No,No,CPU,3 x 64KB Instruction<br/>6 x 16KB Data,3 x 2MB,1 x 8MB,/product/M3fp99/amd-cpu-fd6200frw6kgu,32.0,AMD,,,FX-6200,AMD FX-6200 3.8GHz 6-Core OEM/Tray Processor,3.8GHz,FD6200FRW6KGU,[],AM3+,125 Watts,125.0,3800.0,0.0,0.0,6,amd-cpu-fd6200frw6kgu
2,64-bit,No,No,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,None,/product/ZFw323/amd-cpu-ad221xojz22gx,32.0,AMD,,,Athlon II X2 221,AMD Athlon II X2 221 2.8GHz Dual-Core OEM/Tray Processor,2.8GHz,AD221XOJZ22GX,[],FM1,65 Watts,65.0,2800.0,0.0,0.0,2,amd-cpu-ad221xojz22gx
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,None,/product/YLW9TW/amd-cpu-ad221xojgxbox,32.0,AMD,,,Athlon II X2 221,AMD Athlon II X2 221 2.8GHz Dual-Core Processor,2.8GHz,AD221XOJGXBOX,[],FM1,65 Watts,65.0,2800.0,0.0,0.0,2,amd-cpu-ad221xojgxbox
4,64-bit,No,Yes,Intel HD Graphics 530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/rK4NnQ/intel-cpu-bx80662i56400,14.0,Intel,3.3GHz,64GB,Core i5-6400,Intel Core i5-6400 2.7GHz Quad-Core Processor,2.7GHz,BX80662I56400,"[179.69, 179.79, 182.0, 182.99, 182.99, 189.99, 194.99]",LGA1151,65 Watts,65.0,2700.0,3300.0,184.634285714,4,intel-cpu-bx80662i56400
4,64-bit,Yes,Yes,Intel HD Graphics 3000,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/LTckcf/intel-cpu-bx80623i72600k,32.0,Intel,,,Core i7-2600K,Intel Core i7-2600K 3.4GHz Quad-Core Processor,3.4GHz,BX80623I72600K,[412.0],LGA1155,95 Watts,95.0,3400.0,0.0,412.0,4,intel-cpu-bx80623i72600k
4,64-bit,No,No,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 1MB,None,/product/ndNp99/amd-cpu-ad638xojz43gx,32.0,AMD,,,Athlon II X4 638,AMD Athlon II X4 638 2.7GHz Quad-Core OEM/Tray Processor,2.7GHz,AD638XOJZ43GX,[],FM1,65 Watts,65.0,2700.0,0.0,0.0,4,amd-cpu-ad638xojz43gx
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 1MB,None,/product/NvLypg/amd-cpu-ad638xojgxbox,32.0,AMD,,,Athlon II X4 638,AMD Athlon II X4 638 2.7GHz Quad-Core Processor,2.7GHz,AD638XOJGXBOX,[],FM1,65 Watts,65.0,2700.0,0.0,0.0,4,amd-cpu-ad638xojgxbox
2,64-bit,No,Yes,Radeon HD 6370D,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,None,/product/Gxh9TW/amd-cpu-ed3200ojgxbox,32.0,AMD,,,E2-Series E2-3200,AMD E2-Series E2-3200 2.4GHz Dual-Core Processor,2.4GHz,ED3200OJGXBOX,[],FM1,65 Watts,65.0,2400.0,0.0,0.0,2,amd-cpu-ed3200ojgxbox
2,64-bit,No,No,No,CPU,1 x 64KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/MwMFf7/amd-cpu-ad370koka23hl,32.0,AMD,,,Athlon X2 370K,AMD Athlon X2 370K 4.2GHz Dual-Core OEM/Tray Processor,4.2GHz,AD370KOKA23HL,[],FM2,65 Watts,65.0,4200.0,0.0,0.0,2,amd-cpu-ad370koka23hl
2,64-bit,No,No,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 2MB,/product/p6Gkcf/intel-cpu-av8062700852800,32.0,Intel,,,Celeron 847,Intel Celeron 847 1.1GHz Dual-Core OEM/Tray Processor,1.1GHz,AV8062700852800,[],BGA1023,17 Watts,17.0,1100.0,0.0,0.0,2,intel-cpu-av8062700852800
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 512KB,None,/product/CsTmP6/amd-cpu-eme450gbb22gv,40.0,AMD,,,E-Series E-450,AMD E-Series E-450 1.65GHz Dual-Core OEM/Tray Processor,1.65GHz,EME450GBB22GV,[],BGA413,18 Watts,18.0,1650.0,0.0,0.0,2,amd-cpu-eme450gbb22gv
4,64-bit,No,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 6MB,None,/product/mbYXsY/intel-cpu-eu80569xj080nl,45.0,Intel,,,Core 2 Extreme QX9650,Intel Core 2 Extreme QX9650 3.0GHz Quad-Core OEM/Tray Processor,3.0GHz,EU80569XJ080NL,[],LGA775,130 Watts,130.0,3000.0,0.0,0.0,4,intel-cpu-eu80569xj080nl
4,64-bit,No,No,Radeon HD 8400,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,1 x 2MB,None,/product/9FFPxr/amd-cpu-ad5350jah44hm,28.0,AMD,,,5350,AMD 5350 2.05GHz Quad-Core OEM/Tray Processor,2.05GHz,AD5350JAH44HM,[69.99],AM1,25 Watts,25.0,2050.0,0.0,69.99,4,amd-cpu-ad5350jah44hm
4,64-bit,Yes,No,Intel HD Graphics P4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/xj8Zxr/intel-cpu-cm8064601466509,22.0,Intel,3.8GHz,,Xeon E3-1245 V3,Intel Xeon E3-1245 V3 3.4GHz Quad-Core OEM/Tray Processor,3.4GHz,CM8064601466509,[],LGA1150,84 Watts,84.0,3400.0,3800.0,0.0,4,intel-cpu-cm8064601466509
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/zVV48d/intel-cpu-bx80623g640t,32.0,Intel,,,Pentium G640T,Intel Pentium G640T 2.4GHz Dual-Core Processor,2.4GHz,BX80623G640T,[],LGA1155,35 Watts,35.0,2400.0,0.0,0.0,2,intel-cpu-bx80623g640t
4,64-bit,Yes,Yes,Intel HD Graphics 4000,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/Vjzv6h/intel-cpu-bx80637i73770,22.0,Intel,,,Core i7-3770,Intel Core i7-3770 3.4GHz Quad-Core Processor,3.4GHz,BX80637I73770,"[379.99, 454.99]",LGA1155,77 Watts,77.0,3400.0,0.0,417.49,4,intel-cpu-bx80637i73770
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,None,/product/kqZQzy/amd-cpu-adx630wfgmbox,45.0,AMD,,,Athlon II X4 630,AMD Athlon II X4 630 2.8GHz Quad-Core Processor,2.8GHz,ADX630WFGMBOX,[],AM3/AM2+,95 Watts,95.0,2800.0,0.0,0.0,4,amd-cpu-adx630wfgmbox
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/yg9KHx/intel-cpu-bx80623g640,32.0,Intel,,,Pentium G640,Intel Pentium G640 2.8GHz Dual-Core Processor,2.8GHz,BX80623G640,[],LGA1155,65 Watts,65.0,2800.0,0.0,0.0,2,intel-cpu-bx80623g640
4,64-bit,Yes,No,Intel HD Graphics P530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/LhtWGX/intel-cpu-cm8066201934913,14.0,Intel,3.9GHz,64GB,Xeon E3-1245 V5,Intel Xeon E3-1245 V5 3.5GHz Quad-Core OEM/Tray Processor,3.5GHz,CM8066201934913,[],LGA1151,80 Watts,80.0,3500.0,3900.0,0.0,4,intel-cpu-cm8066201934913
4,64-bit,No,Yes,Intel HD Graphics 530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/khgPxr/intel-cpu-bxc80662i56500t,14.0,Intel,3.1GHz,64GB,Core i5-6500T,Intel Core i5-6500T 2.5GHz Quad-Core Processor,2.5GHz,BXC80662I56500T,[],LGA1151,35 Watts,35.0,2500.0,3100.0,0.0,4,intel-cpu-bxc80662i56500t
4,64-bit,Yes,Yes,Intel HD Graphics 2000,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/jNMFf7/intel-cpu-bx80623i72600s,32.0,Intel,,,Core i7-2600S,Intel Core i7-2600S 2.8GHz Quad-Core Processor,2.8GHz,BX80623I72600S,"[248.59, 299.99]",LGA1155,65 Watts,65.0,2800.0,0.0,274.29,4,intel-cpu-bx80623i72600s
3,64-bit,No,No,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,1 x 6MB,/product/dFNp99/amd-cpu-hdz715wcj3dgi,45.0,AMD,,,Phenom II X3 715 Black,AMD Phenom II X3 715 Black 2.8GHz Triple-Core OEM/Tray Processor,2.8GHz,HDZ715WCJ3DGI,[],AM3/AM2+,95 Watts,95.0,2800.0,0.0,0.0,3,amd-cpu-hdz715wcj3dgi
4,64-bit,No,Yes,Intel HD Graphics 4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/htJkcf/intel-cpu-bxc80646i54570s,22.0,Intel,,,Core i5-4570S,Intel Core i5-4570S 2.9GHz Quad-Core Processor,2.9GHz,BXC80646I54570S,[],LGA1150,65 Watts,65.0,2900.0,0.0,0.0,4,intel-cpu-bxc80646i54570s
2,64-bit,No,No,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/GPphP6/amd-cpu-adx245ock23gm,45.0,AMD,,,Athlon II X2 245,AMD Athlon II X2 245 2.9GHz Dual-Core OEM/Tray Processor,2.9GHz,ADX245OCK23GM,[],AM3/AM2+,65 Watts,65.0,2900.0,0.0,0.0,2,amd-cpu-adx245ock23gm
6,64-bit,No,No,No,CPU,6 x 64KB Instruction<br/>6 x 64KB Data,6 x 512KB,1 x 6MB,/product/sVNp99/amd-cpu-hde00zfbk6dgr,45.0,AMD,,,Phenom II X6 1100T Black,AMD Phenom II X6 1100T Black 3.3GHz 6-Core OEM/Tray Processor,3.3GHz,HDE00ZFBK6DGR,[],AM3,125 Watts,125.0,3300.0,0.0,0.0,6,amd-cpu-hde00zfbk6dgr
2,64-bit,No,No,Radeon R5 (on die),CPU,2 x 96KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/Vxs8TW/amd-cpu-ad747kybi23jc,28.0,AMD,4.0GHz,,A6-7470K,AMD A6-7470K 3.7GHz Dual-Core OEM/Tray Processor,3.7GHz,AD747KYBI23JC,[],FM2+,65 Watts,65.0,3700.0,4000.0,0.0,2,amd-cpu-ad747kybi23jc
2,64-bit,Yes,No,Intel HD Graphics 530,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/Xjp323/intel-cpu-cm8066201927202,14.0,Intel,,64GB,Core i3-6100,Intel Core i3-6100 3.7GHz Dual-Core OEM/Tray Processor,3.7GHz,CM8066201927202,[111.99],LGA1151,51 Watts,51.0,3700.0,0.0,111.99,2,intel-cpu-cm8066201927202
4,64-bit,Yes,No,Intel HD Graphics 530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/WV7CmG/intel-cpu-cm8066201920202,14.0,Intel,3.6GHz,64GB,Core i7-6700T,Intel Core i7-6700T 2.8GHz Quad-Core OEM/Tray Processor,2.8GHz,CM8066201920202,[],LGA1151,35 Watts,35.0,2800.0,3600.0,0.0,4,intel-cpu-cm8066201920202
4,64-bit,No,No,Intel HD Graphics 4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/XbjWGX/intel-cpu-cm8064601465605,22.0,Intel,,,Core i5-4570S,Intel Core i5-4570S 2.9GHz Quad-Core OEM/Tray Processor,2.9GHz,CM8064601465605,[],LGA1150,65 Watts,65.0,2900.0,0.0,0.0,4,intel-cpu-cm8064601465605
2,64-bit,Yes,Yes,Intel HD Graphics 4600,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/PhM323/intel-cpu-bx80646i54570t,22.0,Intel,,,Core i5-4570T,Intel Core i5-4570T 2.9GHz Dual-Core Processor,2.9GHz,BX80646I54570T,[],LGA1150,35 Watts,35.0,2900.0,0.0,0.0,2,intel-cpu-bx80646i54570t
6,64-bit,No,No,No,CPU,3 x 64KB Instruction<br/>6 x 16KB Data,3 x 2MB,1 x 8MB,/product/wqYXsY/amd-cpu-fd6300wmw6khk,32.0,AMD,,,FX-6300,AMD FX-6300 3.5GHz 6-Core OEM/Tray Processor,3.5GHz,FD6300WMW6KHK,"[98.88, 98.99]",AM3+,95 Watts,95.0,3500.0,0.0,98.935,6,amd-cpu-fd6300wmw6khk
4,64-bit,Yes,Yes,Intel HD Graphics P4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/XQ8Zxr/intel-cpu-bx80646e31276v3,22.0,Intel,4.0GHz,,Xeon E3-1276 V3,Intel Xeon E3-1276 V3 3.6GHz Quad-Core Processor,3.6GHz,BX80646E31276V3,"[334.99, 349.99, 349.99, 356.98]",LGA1150,84 Watts,84.0,3600.0,4000.0,347.9875,4,intel-cpu-bx80646e31276v3
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/QbNp99/intel-cpu-bx80646g3450,22.0,Intel,,,Pentium G3450,Intel Pentium G3450 3.4GHz Dual-Core Processor,3.4GHz,BX80646G3450,"[89.3, 90.88]",LGA1150,53 Watts,53.0,3400.0,0.0,90.09,2,intel-cpu-bx80646g3450
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 20MB,/product/b2FXsY/intel-cpu-bx80644e52640v3,22.0,Intel,3.4GHz,,Xeon E5-2640 V3,Intel Xeon E5-2640 V3 2.6GHz 8-Core Processor,2.6GHz,BX80644E52640V3,"[899.99, 979.99, 978.45, 977.84]",LGA2011-3,90 Watts,90.0,2600.0,3400.0,959.0675,8,intel-cpu-bx80644e52640v3
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 20MB,/product/7Jckcf/intel-cpu-bx80621e52687w,32.0,Intel,3.8GHz,,Xeon E5-2687W,Intel Xeon E5-2687W 3.1GHz 8-Core Processor,3.1GHz,BX80621E52687W,[1204.33],LGA2011,150 Watts,150.0,3100.0,3800.0,1204.33,8,intel-cpu-bx80621e52687w
2,64-bit,Yes,Yes,Intel HD Graphics 4600,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/HTdqqs/intel-cpu-bx80646i34350,22.0,Intel,,,Core i3-4350,Intel Core i3-4350 3.6GHz Dual-Core Processor,3.6GHz,BX80646I34350,[],LGA1150,54 Watts,54.0,3600.0,0.0,0.0,2,intel-cpu-bx80646i34350
2,64-bit,No,Yes,Radeon HD 8370D,CPU,1 x 64KB Instruction<br/>2 x 16KB Data,1 x 1MB,None,/product/467wrH/amd-cpu-ad6320okhlbox,32.0,AMD,4.0GHz,,A4-6320,AMD A4-6320 3.8GHz Dual-Core Processor,3.8GHz,AD6320OKHLBOX,"[41.93, 39.99]",FM2,65 Watts,65.0,3800.0,4000.0,40.96,2,amd-cpu-ad6320okhlbox
8,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>8 x 16KB Data,4 x 2MB,1 x 8MB,/product/WGPzK8/amd-fx-8350-40ghz-8-core-processor-fd8350frhkhbx,32.0,AMD,,,FD8350FRHKHBX Wraith,AMD FX-8350 4.0GHz 8-Core Processor,4.0GHz,FD8350FRHKHBX,"[179.99, 179.99, 182.21, 179.99]",AM3+,125 Watts,125.0,4000.0,0.0,180.545,8,amd-fx-8350-40ghz-8-core-processor-fd8350frhkhbx
2,64-bit,No,No,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/cpvRsY/amd-cpu-ad250usck23gq,45.0,AMD,,,Athlon II X2 250u,AMD Athlon II X2 250u 1.6GHz Dual-Core OEM/Tray Processor,1.6GHz,AD250USCK23GQ,[24.95],AM3/AM2+,25 Watts,25.0,1600.0,0.0,24.95,2,amd-cpu-ad250usck23gq
4,64-bit,Yes,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/G7X2FT/intel-cpu-cm8066201935808,14.0,Intel,3.2GHz,64GB,Xeon E3-1240L V5,Intel Xeon E3-1240L V5 2.1GHz Quad-Core OEM/Tray Processor,2.1GHz,CM8066201935808,[],LGA1151,25 Watts,25.0,2100.0,3200.0,0.0,4,intel-cpu-cm8066201935808
4,64-bit,Yes,No,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/MW38TW/intel-cpu-cm8066201921713,14.0,Intel,3.8GHz,64GB,Xeon E3-1230 v5,Intel Xeon E3-1230 V5 3.4GHz Quad-Core OEM/Tray Processor,3.4GHz,CM8066201921713,"[239.99, 266.11, 279.5]",LGA1151,80 Watts,80.0,3400.0,3800.0,261.866666667,4,intel-cpu-cm8066201921713
10,64-bit,Yes,No,No,CPU,10 x 32KB Instruction<br/>10 x 32KB Data,10 x 256KB,1 x 25MB,/product/TMnG3C/intel-cpu-bx80644e52687v3,22.0,Intel,3.5GHz,,Xeon E5-2687W V3,Intel Xeon E5-2687W V3 3.1GHz 10-Core Processor,3.1GHz,BX80644E52687V3,"[2064.99, 2195.2, 2195.2, 2229.99, 2257.51]",LGA2011-3,160 Watts,160.0,3100.0,3500.0,2188.578,10,intel-cpu-bx80644e52687v3
