Cores,Data Width,Hyper-Threading,Includes CPU Cooler,Integrated Graphics,Kind,L1 Cache,L2 Cache,L3 Cache,Link,Lithography,Manufacturer,Max Turbo Frequency,Maximum Supported Memory,Model,Name,Operating Frequency,Part #,Prices,Socket,Thermal Design Power,TDP,opfreq,turbo,avg,cores,short_link
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 20MB,/product/vYcMnQ/intel-cpu-cm8064401547809,22.0,Intel,3.8GHz,,Xeon E5-1680 V3,Intel Xeon E5-1680 V3 3.2GHz 8-Core OEM/Tray Processor,3.2GHz,CM8064401547809,[1751.99],LGA2011-3,140 Watts,140.0,3200.0,3800.0,1751.99,8,intel-cpu-cm8064401547809
4,64-bit,No,No,Intel HD Graphics 530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/xn7CmG/intel-cpu-cm8066201920600,14.0,Intel,3.1GHz,64GB,Core i5-6500T,Intel Core i5-6500T 2.5GHz Quad-Core OEM/Tray Processor,2.5GHz,CM8066201920600,[],LGA1151,35 Watts,35.0,2500.0,3100.0,0.0,4,intel-cpu-cm8066201920600
4,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 6MB,None,/product/kxvRsY/intel-cpu-bx80574qx9775,45.0,Intel,,,Core 2 Extreme QX9775,Intel Core 2 Extreme QX9775 3.2GHz Quad-Core Processor,3.2GHz,BX80574QX9775,[885.0],LGA771,150 Watts,150.0,3200.0,0.0,885.0,4,intel-cpu-bx80574qx9775
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/9Hdqqs/intel-cpu-bx80646g3420,22.0,Intel,,,Pentium G3420,Intel Pentium G3420 3.2GHz Dual-Core Processor,3.2GHz,BX80646G3420,[],LGA1150,54 Watts,54.0,3200.0,0.0,0.0,2,intel-cpu-bx80646g3420
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/Wx4gXL/intel-cpu-bx80635e52630v2,22.0,Intel,3.1GHz,,Xeon E5-2630 V2,Intel Xeon E5-2630 V2 2.6GHz 6-Core Processor,2.6GHz,BX80635E52630V2,"[588.95, 649.49, 675.2]",LGA2011,80 Watts,80.0,2600.0,3100.0,637.88,6,intel-cpu-bx80635e52630v2
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/Ys7wrH/intel-cpu-hh80557ph0674m,65.0,Intel,,,Core 2 Duo E6700,Intel Core 2 Duo E6700 2.66GHz Dual-Core OEM/Tray Processor,2.66GHz,HH80557PH0674M,[22.0],LGA775,65 Watts,65.0,2660.0,0.0,22.0,2,intel-cpu-hh80557ph0674m
4,64-bit,No,Yes,Intel HD Graphics 510,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/JC648d/intel-core-i5-6402p-28ghz-quad-core-processor-bx80662i56402p,14.0,Intel,3.4GHz,64GB,Core i5-6402P,Intel Core i5-6402P 2.8GHz Quad-Core Processor,2.8GHz,BX80662I56402P,[189.99],LGA1151,65 Watts,65.0,2800.0,3400.0,189.99,4,intel-core-i5-6402p-28ghz-quad-core-processor-bx80662i56402p
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,1 x 6MB,/product/x3JwrH/amd-cpu-hdz555wfgmbox,45.0,AMD,,,Phenom II X2 555 Black,AMD Phenom II X2 555 Black 3.2GHz Dual-Core Processor,3.2GHz,HDZ555WFGMBOX,[],AM3/AM2+,80 Watts,80.0,3200.0,0.0,0.0,2,amd-cpu-hdz555wfgmbox
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/qZmLrH/amd-cpu-adx435wfgibox,45.0,AMD,,,Athlon II X3 435,AMD Athlon II X3 435 2.9GHz Triple-Core Processor,2.9GHz,ADX435WFGIBOX,[],AM3/AM2+,95 Watts,95.0,2900.0,0.0,0.0,3,amd-cpu-adx435wfgibox
2,64-bit,Yes,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/M9H323/intel-cpu-bx80616i5680,32.0,Intel,,,Core i5-680,Intel Core i5-680 3.6GHz Dual-Core Processor,3.6GHz,BX80616I5680,[299.95],LGA1156,73 Watts,73.0,3600.0,0.0,299.95,2,intel-cpu-bx80616i5680
2,64-bit,No,No,Intel HD Graphics 530,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/4K4NnQ/intel-cpu-cm8066201927512,14.0,Intel,,64GB,Pentium G4500T,Intel Pentium G4500T 3.0GHz Dual-Core OEM/Tray Processor,3.0GHz,CM8066201927512,[],LGA1151,35 Watts,35.0,3000.0,0.0,0.0,2,intel-cpu-cm8066201927512
2,64-bit,No,Yes,Radeon HD 6410D,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,None,/product/J4zv6h/amd-cpu-ad3300ojhxbox,32.0,AMD,,,A4-3300,AMD A4-3300 2.5GHz Dual-Core Processor,2.5GHz,AD3300OJHXBOX<br/>(or) AD3300OJGXBOX,[],FM1,65 Watts,65.0,2500.0,0.0,0.0,2,amd-cpu-ad3300ojhxbox
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/mTdqqs/intel-cpu-bx80646g3440,22.0,Intel,,,Pentium G3440,Intel Pentium G3440 3.3GHz Dual-Core Processor,3.3GHz,BX80646G3440,[89.99],LGA1150,53 Watts,53.0,3300.0,0.0,89.99,2,intel-cpu-bx80646g3440
2,64-bit,Yes,No,Intel HD Graphics 530,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 4MB,/product/tPnG3C/intel-cpu-cm8066201926905,14.0,Intel,,64GB,Core i3-6300,Intel Core i3-6300 3.8GHz Dual-Core OEM/Tray Processor,3.8GHz,CM8066201926905,[],LGA1151,51 Watts,51.0,3800.0,0.0,0.0,2,intel-cpu-cm8066201926905
8,64-bit,Yes,No,No,CPU,8 x 32KB Instruction<br/>8 x 32KB Data,8 x 256KB,1 x 20MB,/product/bqTmP6/intel-cpu-bx80635e52640v2,22.0,Intel,2.5GHz,,Xeon E5-2640 V2,Intel Xeon E5-2640 V2 2.0GHz 8-Core Processor,2.0GHz,BX80635E52640V2,"[829.67, 849.99]",LGA2011,95 Watts,95.0,2000.0,2500.0,839.83,8,intel-cpu-bx80635e52640v2
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,1 x 4MB,/product/BV8Zxr/amd-cpu-hdx810wfgibox,45.0,AMD,,,Phenom II X4 810,AMD Phenom II X4 810 2.6GHz Quad-Core Processor,2.6GHz,HDX810WFGIBOX,[186.55],AM3/AM2+,95 Watts,95.0,2600.0,0.0,186.55,4,amd-cpu-hdx810wfgibox
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 3MB,None,/product/cwbp99/intel-cpu-bx80571e7400,45.0,Intel,,,Core 2 Duo E7400,Intel Core 2 Duo E7400 2.8GHz Dual-Core Processor,2.8GHz,BX80571E7400,[],LGA775,65 Watts,65.0,2800.0,0.0,0.0,2,intel-cpu-bx80571e7400
10,64-bit,Yes,No,No,CPU,10 x 32KB Instruction<br/>10 x 32KB Data,10 x 256KB,1 x 25MB,/product/GsL7YJ/intel-cpu-cm8067102055800,14.0,Intel,3.5GHz,,,Intel Core i7-6950X 3.0GHz 10-Core OEM/Tray Processor,3.0GHz,CM8067102055800,"[1809.0, 1824.64, 2029.67]",LGA2011-3,140 Watts,140.0,3000.0,3500.0,1887.77,10,intel-cpu-cm8067102055800
2,64-bit,No,No,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/MKH48d/intel-cpu-cm8064601483714,22.0,Intel,,,Pentium G3450,Intel Pentium G3450 3.4GHz Dual-Core OEM/Tray Processor,3.4GHz,CM8064601483714,[],LGA1150,53 Watts,53.0,3400.0,0.0,0.0,2,intel-cpu-cm8064601483714
2,64-bit,No,No,Intel HD Graphics 510,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 2MB,/product/x78H99/intel-cpu-cm8066201928610,14.0,Intel,,64GB,Celeron G3900,Intel Celeron G3900 2.8GHz Dual-Core OEM/Tray Processor,2.8GHz,CM8066201928610,[],LGA1151,51 Watts,51.0,2800.0,0.0,0.0,2,intel-cpu-cm8066201928610
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,1 x 6MB,/product/Y6zv6h/amd-cpu-hdz560wfgmbox,45.0,AMD,,,Phenom II X2 560 Black,AMD Phenom II X2 560 Black 3.3GHz Dual-Core Processor,3.3GHz,HDZ560WFGMBOX,[],AM3/AM2+,80 Watts,80.0,3300.0,0.0,0.0,2,amd-cpu-hdz560wfgmbox
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/gBn2FT/amd-cpu-adx450wfgmbox,45.0,AMD,,,Athlon II X3 450,AMD Athlon II X3 450 3.2GHz Triple-Core Processor,3.2GHz,ADX450WFGMBOX,[91.55],AM3/AM2+,95 Watts,95.0,3200.0,0.0,91.55,3,amd-cpu-adx450wfgmbox
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 3MB,None,/product/wWsKHx/intel-cpu-eu80571ph0673m,45.0,Intel,,,Core 2 Duo E7300,Intel Core 2 Duo E7300 2.66GHz Dual-Core OEM/Tray Processor,2.66GHz,EU80571PH0673M,[],LGA775,65 Watts,65.0,2660.0,0.0,0.0,2,intel-cpu-eu80571ph0673m
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,1 x 6MB,/product/TVK7YJ/amd-cpu-hdz565wfgmbox,45.0,AMD,,,Phenom II X2 565 Black,AMD Phenom II X2 565 Black 3.4GHz Dual-Core Processor,3.4GHz,HDZ565WFGMBOX,[],AM3/AM2+,80 Watts,80.0,3400.0,0.0,0.0,2,amd-cpu-hdz565wfgmbox
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 1MB,None,/product/2d7wrH/intel-cpu-bx80557e2140,65.0,Intel,,,Pentium E2140,Intel Pentium E2140 1.6GHz Dual-Core Processor,1.6GHz,BX80557E2140,"[99.95, 150.0]",LGA775,65 Watts,65.0,1600.0,0.0,124.975,2,intel-cpu-bx80557e2140
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/dkZQzy/intel-cpu-hh80557pg0412m,65.0,Intel,,,Core 2 Duo E4400,Intel Core 2 Duo E4400 2.0GHz Dual-Core OEM/Tray Processor,2.0GHz,HH80557PG0412M,[49.99],LGA775,65 Watts,65.0,2000.0,0.0,49.99,2,intel-cpu-hh80557pg0412m
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/m9H323/intel-cpu-hh80557ph0462m,65.0,Intel,,,Core 2 Duo E6400,Intel Core 2 Duo E6400 2.13GHz Dual-Core OEM/Tray Processor,2.13GHz,HH80557PH0462M,"[43.99, 64.8]",LGA775,65 Watts,65.0,2130.0,0.0,54.395,2,intel-cpu-hh80557ph0462m
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 3MB,None,/product/LGFPxr/intel-cpu-bx80571e7200,45.0,Intel,,,Core 2 Duo E7200,Intel Core 2 Duo E7200 2.53GHz Dual-Core Processor,2.53GHz,BX80571E7200,[],LGA775,65 Watts,65.0,2530.0,0.0,0.0,2,intel-cpu-bx80571e7200
4,64-bit,No,No,Intel HD Graphics 530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/mn7CmG/intel-cpu-cm8066201920000,14.0,Intel,2.8GHz,64GB,Core i5-6400T,Intel Core i5-6400T 2.2GHz Quad-Core OEM/Tray Processor,2.2GHz,CM8066201920000,[],LGA1151,35 Watts,35.0,2200.0,2800.0,0.0,4,intel-cpu-cm8066201920000
4,64-bit,No,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,2 x 6MB,None,/product/sd7wrH/intel-cpu-bx80569q9450,45.0,Intel,,,Core 2 Quad Q9450,Intel Core 2 Quad Q9450 2.66GHz Quad-Core Processor,2.66GHz,BX80569Q9450,[],LGA775,95 Watts,95.0,2660.0,0.0,0.0,4,intel-cpu-bx80569q9450
4,64-bit,No,No,Intel HD Graphics P530,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/DDcMnQ/intel-cpu-cm8066201922605,14.0,Intel,3.7GHz,64GB,Xeon E3-1225 V5,Intel Xeon E3-1225 V5 3.3GHz Quad-Core OEM/Tray Processor,3.3GHz,CM8066201922605,[],LGA1151,80 Watts,80.0,3300.0,3700.0,0.0,4,intel-cpu-cm8066201922605
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 1MB,None,/product/nfLypg/intel-cpu-hh80557pg0561m,65.0,Intel,,,Pentium E2220,Intel Pentium E2220 2.4GHz Dual-Core OEM/Tray Processor,2.4GHz,HH80557PG0561M,[41.95],LGA775,65 Watts,65.0,2400.0,0.0,41.95,2,intel-cpu-hh80557pg0561m
12,64-bit,Yes,No,No,CPU,12 x 32KB Instruction<br/>12 x 32KB Data,12 x 256KB,1 x 30MB,/product/tQtCmG/intel-cpu-bx80635e52695v2,22.0,Intel,3.2GHz,,Xeon E5-2695 V2,Intel Xeon E5-2695 V2 2.4GHz 12-Core Processor,2.4GHz,BX80635E52695V2,[2259.99],LGA2011,115 Watts,115.0,2400.0,3200.0,2259.99,12,intel-cpu-bx80635e52695v2
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/GYkD4D/intel-cpu-bx80637e31240v2,22.0,Intel,,,Xeon E3-1240 V2,Intel Xeon E3-1240 V2 3.4GHz Quad-Core Processor,3.4GHz,BX80637E31240V2,[321.36],LGA1155,69 Watts,69.0,3400.0,0.0,321.36,4,intel-cpu-bx80637e31240v2
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/2Q8Zxr/intel-cpu-cm8063501288301,32.0,Intel,,,Xeon E5-2620,Intel Xeon E5-2620 2.0GHz 6-Core OEM/Tray Processor,2.0GHz,CM8063501288301,"[349.99, 416.0, 440.99, 445.12]",LGA2011,95 Watts,95.0,2000.0,0.0,413.025,6,intel-cpu-cm8063501288301
4,64-bit,No,No,Radeon HD 8670D,CPU,2 x 64KB Instruction<br/>4 x 16KB Data,2 x 1MB,None,/product/h9xfrH/amd-cpu-ad6700oka44hl,32.0,AMD,,,A10-6700,AMD A10-6700 3.7GHz Quad-Core OEM/Tray Processor,3.7GHz,AD6700OKA44HL,[],FM2,65 Watts,65.0,3700.0,0.0,0.0,4,amd-cpu-ad6700oka44hl
4,64-bit,No,No,Radeon R7 (on-die),CPU,2 x 96KB Instruction<br/>4 x 16KB Data,2 x 2MB,None,/product/DBbkcf/amd-cpu-ad787kxdi44jc,28.0,AMD,4.1GHz,,A10-7870K,AMD A10-7870K 3.9GHz Quad-Core OEM/Tray Processor,3.9GHz,AD787KXDI44JC,[],FM2+,95 Watts,95.0,3900.0,4100.0,0.0,4,amd-cpu-ad787kxdi44jc
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 512KB,None,/product/8V8Zxr/intel-cpu-bx80557e1500,65.0,Intel,,,Celeron E1500,Intel Celeron E1500 2.2GHz Dual-Core Processor,2.2GHz,BX80557E1500,[],LGA775,65 Watts,65.0,2200.0,0.0,0.0,2,intel-cpu-bx80557e1500
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 1MB,None,/product/z3JwrH/intel-cpu-hh80557pg0331m,65.0,Intel,,,Pentium E2160,Intel Pentium E2160 1.8GHz Dual-Core OEM/Tray Processor,1.8GHz,HH80557PG0331M,[],LGA775,65 Watts,65.0,1800.0,0.0,0.0,2,intel-cpu-hh80557pg0331m
4,64-bit,No,Yes,Intel HD Graphics 4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 6MB,/product/wXK7YJ/intel-cpu-bx80646i54570,22.0,Intel,,,Core i5-4570,Intel Core i5-4570 3.2GHz Quad-Core Processor,3.2GHz,BX80646I54570,"[201.88, 213.81, 229.99]",LGA1150,84 Watts,84.0,3200.0,0.0,215.226666667,4,intel-cpu-bx80646i54570
2,64-bit,No,No,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 4MB,None,/product/69H323/intel-cpu-hh80557pj0534mg,65.0,Intel,,,Core 2 Duo E6550,Intel Core 2 Duo E6550 2.33GHz Dual-Core OEM/Tray Processor,2.33GHz,HH80557PJ0534MG,[45.99],LGA775,65 Watts,65.0,2330.0,0.0,45.99,2,intel-cpu-hh80557pj0534mg
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/z4TmP6/intel-cpu-bx80571e6600,45.0,Intel,,,Pentium E6600,Intel Pentium E6600 3.06GHz Dual-Core Processor,3.06GHz,BX80571E6600,[109.95],LGA775,65 Watts,65.0,3060.0,0.0,109.95,2,intel-cpu-bx80571e6600
2,64-bit,No,Yes,No,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,1 x 2MB,None,/product/RjV48d/intel-cpu-bx80571e5800,45.0,Intel,,,Pentium E5800,Intel Pentium E5800 3.2GHz Dual-Core Processor,3.2GHz,BX80571E5800,"[58.0, 115.0]",LGA775,65 Watts,65.0,3200.0,0.0,86.5,2,intel-cpu-bx80571e5800
4,64-bit,Yes,Yes,Intel HD Graphics,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/ZCH323/intel-cpu-bx80623e31245,32.0,Intel,,,Xeon E3-1245,Intel Xeon E3-1245 3.3GHz Quad-Core Processor,3.3GHz,BX80623E31245,[],LGA1155,95 Watts,95.0,3300.0,0.0,0.0,4,intel-cpu-bx80623e31245
4,64-bit,Yes,Yes,Intel HD Graphics,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/CPZQzy/intel-cpu-bx80623e31275,32.0,Intel,,,Xeon E3-1275,Intel Xeon E3-1275 3.4GHz Quad-Core Processor,3.4GHz,BX80623E31275,[],LGA1155,95 Watts,95.0,3400.0,0.0,0.0,4,intel-cpu-bx80623e31275
6,64-bit,Yes,No,No,CPU,6 x 32KB Instruction<br/>6 x 32KB Data,6 x 256KB,1 x 15MB,/product/2M9KHx/intel-cpu-bx80621e52620,32.0,Intel,,,Xeon E5-2620,Intel Xeon E5-2620 2.0GHz 6-Core Processor,2.0GHz,BX80621E52620,[],LGA2011,95 Watts,95.0,2000.0,0.0,0.0,6,intel-cpu-bx80621e52620
4,64-bit,Yes,Yes,Intel HD Graphics P4000,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/Z37wrH/intel-cpu-bx80637e31245v2,22.0,Intel,,,Xeon E3-1245 V2,Intel Xeon E3-1245 V2 3.4GHz Quad-Core Processor,3.4GHz,BX80637E31245V2,[329.8],LGA1155,77 Watts,77.0,3400.0,0.0,329.8,4,intel-cpu-bx80637e31245v2
4,64-bit,Yes,Yes,Intel HD Graphics P4600,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/XGyFf7/intel-cpu-bx80646e31245v3,22.0,Intel,3.8GHz,,Xeon E3-1245 V3,Intel Xeon E3-1245 V3 3.4GHz Quad-Core Processor,3.4GHz,BX80646E31245V3,[319.99],LGA1150,84 Watts,84.0,3400.0,3800.0,319.99,4,intel-cpu-bx80646e31245v3
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/4dV48d/amd-cpu-adx265ocgmbox,45.0,AMD,,,Athlon II X2 265,AMD Athlon II X2 265 3.2GHz Dual-Core Processor,3.2GHz,ADX265OCGMBOX,[82.88],AM3/AM2+,65 Watts,65.0,3200.0,0.0,82.88,2,amd-cpu-adx265ocgmbox
2,64-bit,No,Yes,Intel HD Graphics,CPU,2 x 32KB Instruction<br/>2 x 32KB Data,2 x 256KB,1 x 3MB,/product/KPrG3C/intel-cpu-bx80623g630t,32.0,Intel,,,Pentium G630T,Intel Pentium G630T 2.3GHz Dual-Core Processor,2.3GHz,BX80623G630T,[],LGA1155,35 Watts,35.0,2300.0,0.0,0.0,2,intel-cpu-bx80623g630t
4,64-bit,Yes,Yes,No,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,4 x 256KB,1 x 8MB,/product/w4dFf7/intel-cpu-bx80662e31230v5,14.0,Intel,3.8GHz,64GB,Xeon E3-1230 V5,Intel Xeon E3-1230 V5 3.4GHz Quad-Core Processor,3.4GHz,BX80662E31230V5,"[251.99, 269.99, 271.67, 279.89]",LGA1151,80 Watts,80.0,3400.0,3800.0,268.385,4,intel-cpu-bx80662e31230v5
2,64-bit,No,No,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 512KB,None,/product/DRtCmG/amd-cpu-adx215ock22gq,45.0,AMD,,,Athlon II X2 215,AMD Athlon II X2 215 2.7GHz Dual-Core OEM/Tray Processor,2.7GHz,ADX215OCK22GQ,[],AM3/AM2+,65 Watts,65.0,2700.0,0.0,0.0,2,amd-cpu-adx215ock22gq
4,64-bit,No,No,Radeon HD 6530D,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 1MB,None,/product/Ns2kcf/amd-cpu-ad3650wnz43gx,32.0,AMD,,,A6-3650,AMD A6-3650 2.6GHz Quad-Core OEM/Tray Processor,2.6GHz,AD3650WNZ43GX,[],FM1,100 Watts,100.0,2600.0,0.0,0.0,4,amd-cpu-ad3650wnz43gx
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/QHFPxr/amd-cpu-adx440wfgibox,45.0,AMD,,,Athlon II X3 440,AMD Athlon II X3 440 3.0GHz Triple-Core Processor,3.0GHz,ADX440WFGIBOX,[],AM3/AM2+,95 Watts,95.0,3000.0,0.0,0.0,3,amd-cpu-adx440wfgibox
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/96fp99/amd-cpu-adx445wfgmbox,45.0,AMD,,,Athlon II X3 445,AMD Athlon II X3 445 3.1GHz Triple-Core Processor,3.1GHz,ADX445WFGMBOX,[],AM3/AM2+,95 Watts,95.0,3100.0,0.0,0.0,3,amd-cpu-adx445wfgmbox
4,64-bit,No,No,Radeon R7 (on-die),CPU,2 x 96KB Instruction<br/>4 x 16KB Data,2 x 2MB,None,/product/f4XfrH/amd-cpu-ad7600ybi44ja,28.0,AMD,3.8GHz,,A8-7600,AMD A8-7600 3.1GHz Quad-Core OEM/Tray Processor,3.1GHz,AD7600YBI44JA,[],FM2+,65 Watts,65.0,3100.0,3800.0,0.0,4,amd-cpu-ad7600ybi44ja
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,1 x 6MB,/product/YjMFf7/amd-cpu-hdx925wfgibox,45.0,AMD,,,Phenom II X4 925,AMD Phenom II X4 925 2.8GHz Quad-Core Processor,2.8GHz,HDX925WFGIBOX,[],AM3/AM2+,95 Watts,95.0,2800.0,0.0,0.0,4,amd-cpu-hdx925wfgibox
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,1 x 6MB,/product/fbYXsY/amd-cpu-hdx945fbgibox,45.0,AMD,,,Phenom II X4 945,AMD Phenom II X4 945 3.0GHz Quad-Core Processor,3.0GHz,HDX945FBGIBOX,[],AM3/AM2+,125 Watts,125.0,3000.0,0.0,0.0,4,amd-cpu-hdx945fbgibox
4,64-bit,No,Yes,No,CPU,4 x 64KB Instruction<br/>4 x 64KB Data,4 x 512KB,1 x 6MB,/product/NCQypg/amd-cpu-hdx945wfgmbox,45.0,AMD,,,Phenom II X4 945,AMD Phenom II X4 945 3.0GHz Quad-Core Processor,3.0GHz,HDX945WFGMBOX,[174.99],AM3/AM2+,125 Watts,125.0,3000.0,0.0,174.99,4,amd-cpu-hdx945wfgmbox
6,64-bit,No,Yes,No,CPU,6 x 64KB Instruction<br/>6 x 64KB Data,6 x 512KB,1 x 6MB,/product/GCQypg/amd-cpu-hdt55twfgrbox,45.0,AMD,,,Phenom II X6 1055T,AMD Phenom II X6 1055T 2.8GHz 6-Core Processor,2.8GHz,HDT55TWFGRBOX,[],AM3,125 Watts,125.0,2800.0,0.0,0.0,6,amd-cpu-hdt55twfgrbox
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/ws7wrH/amd-cpu-ad235ehdgqbox,45.0,AMD,,,Athlon II X2 235e,AMD Athlon II X2 235e 2.7GHz Dual-Core Processor,2.7GHz,AD235EHDGQBOX,[],AM3/AM2+,45 Watts,45.0,2700.0,0.0,0.0,2,amd-cpu-ad235ehdgqbox
4,64-bit,No,Yes,Radeon HD 8280,CPU,4 x 32KB Instruction<br/>4 x 32KB Data,1 x 2MB,None,/product/tKCwrH/amd-cpu-sd3850jahmbox,28.0,AMD,,,3850,AMD 3850 1.3GHz Quad-Core Processor,1.3GHz,SD3850JAHMBOX,"[37.89, 39.53]",AM1,25 Watts,25.0,1300.0,0.0,38.71,4,amd-cpu-sd3850jahmbox
2,64-bit,No,Yes,No,CPU,2 x 64KB Instruction<br/>2 x 64KB Data,2 x 1MB,None,/product/CYZQzy/amd-cpu-ad245ehdgmbox,45.0,AMD,,,Athlon II X2 245e,AMD Athlon II X2 245e 2.9GHz Dual-Core Processor,2.9GHz,AD245EHDGMBOX,[],AM3/AM2+,45 Watts,45.0,2900.0,0.0,0.0,2,amd-cpu-ad245ehdgmbox
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/dRtCmG/amd-cpu-ad405ehdgibox,45.0,AMD,,,Athlon II X3 405e,AMD Athlon II X3 405e 2.3GHz Triple-Core Processor,2.3GHz,AD405EHDGIBOX,[],AM3/AM2+,45 Watts,45.0,2300.0,0.0,0.0,3,amd-cpu-ad405ehdgibox
3,64-bit,No,Yes,No,CPU,3 x 64KB Instruction<br/>3 x 64KB Data,3 x 512KB,None,/product/Pr8Zxr/amd-cpu-ad405ehdgmbox,45.0,AMD,,,Athlon II X3 405e,AMD Athlon II X3 405e 2.3GHz Triple-Core Processor,2.3GHz,AD405EHDGMBOX,[],AM3/AM2+,45 Watts,45.0,2300.0,0.0,0.0,3,amd-cpu-ad405ehdgmbox
