Cache,Capacity,Form Factor,GB/$1.00,Hybrid SSD Cache,Interface,Kind,Link,Manufacturer,Model,NAND Flash Type,Name,Part #,Power Loss Protection,Price/GB,Prices,RPM,SSD Controller,avg,short_link,storage_gb,rpm,is_ssd,ppgb,form_factor
N/A,480GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/QBCwrH/kingston-internal-hard-drive-kws23804b,Kingston,,MLC (asynchronous),"Kingston SSDNow V+200 480GB 2.5"" Solid State Drive",KW-S2380-4B,,,[],,Sandforce SF-2281,0.0,kingston-internal-hard-drive-kws23804b,480.0,0.0,Yes,0.0,"2.5"""
N/A,60GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/rPCwrH/kingston-internal-hard-drive-kws23604b,Kingston,,MLC (asynchronous),"Kingston SSDNow V+200 60GB 2.5"" Solid State Drive",KW-S2360-4B,,,[],,Sandforce SF-2281,0.0,kingston-internal-hard-drive-kws23604b,60.0,0.0,Yes,0.0,"2.5"""
8MB,160GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/Whckcf/hitachi-internal-hard-drive-0a70391,Hitachi,E5K500.B,,"Hitachi Travelstar 160GB 2.5"" 5400RPM Internal Hard Drive",0A70391,,,[],5400,,0.0,hitachi-internal-hard-drive-0a70391,160.0,5400.0,No,0.0,"2.5"""
N/A,480GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/fBV48d/a-data-internal-hard-drive-as511s3480gmc,ADATA,,MLC (synchronous),"ADATA S511 Series 480GB 2.5"" Solid State Drive",AS511S3-480GM-C,,,[],,Sandforce SF-2281,0.0,a-data-internal-hard-drive-as511s3480gmc,480.0,0.0,Yes,0.0,"2.5"""
8MB,750GB,"2.5""",7.99,,SATA 3 Gb/s,Storage,/product/BwTmP6/toshiba-internal-hard-drive-mq01abd075dup,Toshiba,,,"Toshiba 750GB 2.5"" 5400RPM Internal Hard Drive",MQ01ABD075 dup,,$0.13,[93.89],5400,,93.89,toshiba-internal-hard-drive-mq01abd075dup,750.0,5400.0,No,0.13,"2.5"""
256MB,256GB,"2.5""",2.13,,SATA 6 Gb/s,Storage,/product/txs8TW/plextor-m6v-256gb-25-solid-state-drive-px-256m6v,Plextor,,,"Plextor M6V 256GB 2.5"" Solid State Drive",PX-256M6V,,$0.47,[119.99],,,119.99,plextor-m6v-256gb-25-solid-state-drive-px-256m6v,256.0,0.0,Yes,0.47,"2.5"""
N/A,64GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/Ms4gXL/crucial-internal-hard-drive-ctfddac064mag1g1cca,Crucial,,MLC,"Crucial RealSSD C300 64GB 2.5"" Solid State Drive",CTFDDAC064MAG-1G1CCA,,,[],,Marvell 9174,0.0,crucial-internal-hard-drive-ctfddac064mag1g1cca,64.0,0.0,Yes,0.0,"2.5"""
N/A,32GB,"2.5""",0.30,,SATA 3 Gb/s,Storage,/product/wWqdnQ/corsair-internal-hard-drive-cssdv32gb2brkt,Corsair,,MLC,"Corsair Nova 32GB 2.5"" Solid State Drive",CSSD-V32GB2-BRKT,,$3.28,[104.99],,Indilinx Barefoot 1,104.99,corsair-internal-hard-drive-cssdv32gb2brkt,32.0,0.0,Yes,3.28,"2.5"""
N/A,128GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/cw2kcf/kingston-internal-hard-drive-snv425s2bn128gb,Kingston,,MLC,"Kingston SSDNow V Series 128GB 2.5"" Solid State Drive",SNV425-S2BN/128GB,,,[],,Varies,0.0,kingston-internal-hard-drive-snv425s2bn128gb,128.0,0.0,Yes,0.0,"2.5"""
N/A,60GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/PCXfrH/gskill-internal-hard-drive-fm25s2s60gbp1,G.Skill,,MLC,"G.Skill Phoenix Series 60GB 2.5"" Solid State Drive",FM-25S2S-60GBP1,,,[],,Sandforce SF-1222,0.0,gskill-internal-hard-drive-fm25s2s60gbp1,60.0,0.0,Yes,0.0,"2.5"""
N/A,256GB,"1.8""",,,Micro SATA 6 Gb/s,Storage,/product/JK9KHx/crucial-internal-hard-drive-ctfddaa256mag1g1,Crucial,,MLC,"Crucial RealSSD C300 256GB 1.8"" Solid State Drive",CTFDDAA256MAG-1G1,,,[],,Marvell 9174,0.0,crucial-internal-hard-drive-ctfddaa256mag1g1,256.0,0.0,Yes,0.0,"1.8"""
N/A,256GB,"2.5""",1.18,,SATA 6 Gb/s,Storage,/product/vrjG3C/crucial-internal-hard-drive-ctfddac256mag1g1cca,Crucial,,MLC,"Crucial RealSSD C300 256GB 2.5"" Solid State Drive",CTFDDAC256MAG-1G1CCA,,$0.85,[207.77],,Marvell 9174,207.77,crucial-internal-hard-drive-ctfddac256mag1g1cca,256.0,0.0,Yes,0.85,"2.5"""
N/A,160GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/p6tCmG/ocz-internal-hard-drive-oczssd22vtx160g,OCZ,,MLC,"OCZ Vertex 2 160GB 2.5"" Solid State Drive",OCZSSD2-2VTX160G,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssd22vtx160g,160.0,0.0,Yes,0.0,"2.5"""
N/A,256GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/tZTmP6/a-data-internal-hard-drive-as599s256gmc,ADATA,,MLC,"ADATA S599 256GB 2.5"" Solid State Drive",AS599S-256GM-C,,,[],,Sandforce SF-1222,0.0,a-data-internal-hard-drive-as599s256gmc,256.0,0.0,Yes,0.0,"2.5"""
N/A,480GB,"2.5""",2.09,,SATA 6 Gb/s,Storage,/product/pXckcf/corsair-internal-hard-drive-cssdf480gb3bk,Corsair,,MLC (asynchronous),"Corsair Force Series 3 480GB 2.5"" Solid State Drive",CSSD-F480GB3-BK,,$0.48,"[229.99, 479.99]",,Sandforce SF-2281,354.99,corsair-internal-hard-drive-cssdf480gb3bk,480.0,0.0,Yes,0.48,"2.5"""
N/A,40GB,mSATA,,,mSATA,Storage,/product/g9mLrH/intel-internal-hard-drive-ssdmaemc040g2c1,Intel,,MLC,Intel 310 Series 40GB mSATA Solid State Drive,SSDMAEMC040G2C1,,,[],,Intel PC29AS21BA0,0.0,intel-internal-hard-drive-ssdmaemc040g2c1,40.0,0.0,Yes,0.0,mSATA
N/A,30GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/QkBv6h/kingston-internal-hard-drive-snv125s230gb,Kingston,,MLC,"Kingston SSDNow V Series 30GB 2.5"" Solid State Drive",SNV125-S2/30GB,,,[],,Varies,0.0,kingston-internal-hard-drive-snv125s230gb,30.0,0.0,Yes,0.0,"2.5"""
N/A,128GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/FvyFf7/zalman-internal-hard-drive-ssd0128n1,Zalman,,MLC,"Zalman N Series 128GB 2.5"" Solid State Drive",SSD0128N1,,,[],,Sandforce SF-1222,0.0,zalman-internal-hard-drive-ssd0128n1,128.0,0.0,Yes,0.0,"2.5"""
N/A,64GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/9kBv6h/kingston-internal-hard-drive-svp100s264g,Kingston,,MLC,"Kingston SSDNow V+100 64GB 2.5"" Solid State Drive",SVP100S2/64G,,,[],,Toshiba T6UG1XBG,0.0,kingston-internal-hard-drive-svp100s264g,64.0,0.0,Yes,0.0,"2.5"""
N/A,128GB,"1.8""",,,Micro SATA 6 Gb/s,Storage,/product/kpw323/crucial-internal-hard-drive-ctfddaa128mag1g1,Crucial,,MLC,"Crucial RealSSD C300 128GB 1.8"" Solid State Drive",CTFDDAA128MAG-1G1,,,[],,Marvell 9174,0.0,crucial-internal-hard-drive-ctfddaa128mag1g1,128.0,0.0,Yes,0.0,"1.8"""
N/A,90GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/2J4gXL/ocz-internal-hard-drive-oczssd32vtx90g,OCZ,,MLC,"OCZ Vertex 2 90GB 3.5"" Solid State Drive",OCZSSD3-2VTX90G,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssd32vtx90g,90.0,0.0,Yes,0.0,"3.5"""
N/A,64GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/bb9KHx/kingston-internal-hard-drive-snvp325s264gb,Kingston,,MLC,"Kingston SSDNow V+ Series 64GB 2.5"" Solid State Drive",SNVP325-S2/64GB,,,[],,Varies,0.0,kingston-internal-hard-drive-snvp325s264gb,64.0,0.0,Yes,0.0,"2.5"""
N/A,128GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/6J4gXL/kingston-internal-hard-drive-snvp325s2128gb,Kingston,,MLC,"Kingston SSDNow V+ Series 128GB 2.5"" Solid State Drive",SNVP325-S2/128GB,,,[],,Varies,0.0,kingston-internal-hard-drive-snvp325s2128gb,128.0,0.0,Yes,0.0,"2.5"""
N/A,256GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/jdV48d/kingston-internal-hard-drive-snvp325s2b256gb,Kingston,,MLC,"Kingston SSDNow V+ Series 256GB 2.5"" Solid State Drive",SNVP325-S2B/256GB,,,[],,Varies,0.0,kingston-internal-hard-drive-snvp325s2b256gb,256.0,0.0,Yes,0.0,"2.5"""
N/A,256GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/YkBv6h/kingston-internal-hard-drive-sv100s2n256gz,Kingston,,MLC,"Kingston SSDNow V100 256GB 2.5"" Solid State Drive",SV100S2N/256GZ,,,[],,Varies,0.0,kingston-internal-hard-drive-sv100s2n256gz,256.0,0.0,Yes,0.0,"2.5"""
16MB,300GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/Nzckcf/western-digital-internal-hard-drive-wd3000glfsrtl,Western Digital,,,"Western Digital VelociRaptor 300GB 3.5"" 10000RPM Internal Hard Drive",WD3000GLFSRTL,,,[],10000,,0.0,western-digital-internal-hard-drive-wd3000glfsrtl,300.0,10000.0,No,0.0,"3.5"""
N/A,40GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/G9mLrH/mushkin-internal-hard-drive-mknssdcl40gbdx,Mushkin,,MLC,"Mushkin Callisto Deluxe 40GB 2.5"" Solid State Drive",MKNSSDCL40GB-DX,,,[],,Sandforce SF-1222,0.0,mushkin-internal-hard-drive-mknssdcl40gbdx,40.0,0.0,Yes,0.0,"2.5"""
N/A,256GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/D9mLrH/kingston-internal-hard-drive-sv100s2d256gz,Kingston,,MLC,"Kingston SSDNow V100 256GB 2.5"" Solid State Drive",SV100S2D/256GZ,,,[],,Varies,0.0,kingston-internal-hard-drive-sv100s2d256gz,256.0,0.0,Yes,0.0,"2.5"""
N/A,32GB,"1.8""",,,Micro SATA 3 Gb/s,Storage,/product/c8g323/ocz-internal-hard-drive-oczssd11onx32g,OCZ,,MLC,"OCZ Onyx Series 32GB 1.8"" Solid State Drive",OCZSSD1-1ONX32G,,,[],,Indilinx Amigos,0.0,ocz-internal-hard-drive-oczssd11onx32g,32.0,0.0,Yes,0.0,"1.8"""
N/A,160GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/dZTmP6/ocz-internal-hard-drive-oczssd22agt160g,OCZ,,MLC,"OCZ Agility 2 160GB 2.5"" Solid State Drive",OCZSSD2-2AGT160G,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssd22agt160g,160.0,0.0,Yes,0.0,"2.5"""
N/A,160GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/PZTmP6/intel-internal-hard-drive-ssdsa2mh160g2xxx,Intel,,MLC,"Intel X25-M 160GB 2.5"" Solid State Drive",SSDSA2MH160G2XXX,,,[],,Varies,0.0,intel-internal-hard-drive-ssdsa2mh160g2xxx,160.0,0.0,Yes,0.0,"2.5"""
N/A,120GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/Jcn2FT/ocz-internal-hard-drive-oczssd32agt120g,OCZ,,MLC,"OCZ Agility 2 120GB 3.5"" Solid State Drive",OCZSSD3-2AGT120G,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssd32agt120g,120.0,0.0,Yes,0.0,"3.5"""
N/A,50GB,PCI-E,,,PCI-Express x4,Storage,/product/XDg323/ocz-internal-hard-drive-oczssdpx1rvd0050,OCZ,,MLC,OCZ RevoDrive 50GB PCI-E Solid State Drive,OCZSSDPX-1RVD0050,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssdpx1rvd0050,50.0,0.0,Yes,0.0,PCI-E
N/A,80GB,PCI-E,,,PCI-Express x4,Storage,/product/hb9KHx/ocz-internal-hard-drive-oczssdpx1rvd0080,OCZ,,MLC,OCZ RevoDrive 80GB PCI-E Solid State Drive,OCZSSDPX-1RVD0080,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssdpx1rvd0080,80.0,0.0,Yes,0.0,PCI-E
N/A,40GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/pCXfrH/ocz-internal-hard-drive-oczssd22agt40g,OCZ,,MLC,"OCZ Agility 2 40GB 2.5"" Solid State Drive",OCZSSD2-2AGT40G,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssd22agt40g,40.0,0.0,Yes,0.0,"2.5"""
N/A,80GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/gGTmP6/ocz-internal-hard-drive-oczssd22agt80g,OCZ,,MLC,"OCZ Agility 2 80GB 2.5"" Solid State Drive",OCZSSD2-2AGT80G,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssd22agt80g,80.0,0.0,Yes,0.0,"2.5"""
8MB,500GB,"3.5""",11.09,,PATA 100,Storage,/product/GJ9KHx/western-digital-internal-hard-drive-wd5000avjb,Western Digital,,,"Western Digital AV 500GB 3.5"" 7200RPM Internal Hard Drive",WD5000AVJB,,$0.090,"[35.99, 188.89]",7200,,112.44,western-digital-internal-hard-drive-wd5000avjb,500.0,7200.0,No,0.09,"3.5"""
N/A,64GB,"1.8""",,,Micro SATA 6 Gb/s,Storage,/product/KvyFf7/crucial-internal-hard-drive-ctfddaa064mag1g1,Crucial,,MLC,"Crucial RealSSD C300 64GB 1.8"" Solid State Drive",CTFDDAA064MAG-1G1,,,[],,Marvell 9174,0.0,crucial-internal-hard-drive-ctfddaa064mag1g1,64.0,0.0,Yes,0.0,"1.8"""
N/A,32GB,mSATA,,,mSATA,Storage,/product/pqxfrH/sandisk-internal-hard-drive-sd6sf1m032g1022i,Sandisk,,MLC (toggle),Sandisk X110 32GB mSATA Solid State Drive,SD6SF1M-032G-1022I,,,[],,Marvell 9175,0.0,sandisk-internal-hard-drive-sd6sf1m032g1022i,32.0,0.0,Yes,0.0,mSATA
N/A,90GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/RrjG3C/ocz-internal-hard-drive-oczssd22agte90g,OCZ,,MLC,"OCZ Agility 2 90GB 2.5"" Solid State Drive",OCZSSD2-2AGTE90G,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssd22agte90g,90.0,0.0,Yes,0.0,"2.5"""
N/A,120GB,PCI-E,,,PCI-Express x4,Storage,/product/94fp99/ocz-internal-hard-drive-oczssdpx1rvd0120,OCZ,,MLC,OCZ RevoDrive 120GB PCI-E Solid State Drive,OCZSSDPX-1RVD0120,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssdpx1rvd0120,120.0,0.0,Yes,0.0,PCI-E
N/A,64GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/VxJwrH/a-data-internal-hard-drive-as599s64gmc,ADATA,,MLC,"ADATA S599 64GB 2.5"" Solid State Drive",AS599S-64GM-C,,,[],,Sandforce SF-1222,0.0,a-data-internal-hard-drive-as599s64gmc,64.0,0.0,Yes,0.0,"2.5"""
N/A,120GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/8pw323/intel-internal-hard-drive-ssdsa2mh120g2k5,Intel,,MLC,"Intel X25-M 120GB 2.5"" Solid State Drive",SSDSA2MH120G2K5,,,[],,Varies,0.0,intel-internal-hard-drive-ssdsa2mh120g2k5,120.0,0.0,Yes,0.0,"2.5"""
16MB,300GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/x8g323/western-digital-internal-hard-drive-rfhwd3000hlfs,Western Digital,,,"Western Digital VelociRaptor 300GB 3.5"" 10000RPM Internal Hard Drive",RFHWD3000HLFS,,,[],10000,,0.0,western-digital-internal-hard-drive-rfhwd3000hlfs,300.0,10000.0,No,0.0,"3.5"""
N/A,160GB,"2.5""",0.28,,SATA 3 Gb/s,Storage,/product/r4fp99/corsair-internal-hard-drive-cssdf160gbp2brkt,Corsair,,MLC,"Corsair Force 160GB 2.5"" Solid State Drive",CSSD-F160GBP2-BRKT,,$3.54,[567.04],,Sandforce SF-1222,567.04,corsair-internal-hard-drive-cssdf160gbp2brkt,160.0,0.0,Yes,3.54,"2.5"""
N/A,320GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/xD6BD3/axiom-internal-hard-drive-hd32072sax,Axiom,,,"Axiom 320GB 3.5"" 7200RPM Internal Hard Drive",HD32072S-AX,,,[],7200,,0.0,axiom-internal-hard-drive-hd32072sax,320.0,7200.0,No,0.0,"3.5"""
N/A,120GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/6GTmP6/gskill-internal-hard-drive-fm25s2s120gbsr,G.Skill,,MLC,"G.Skill Sniper Gaming Series 120GB 2.5"" Solid State Drive",FM-25S2S-120GBSR,,,[],,Sandforce SF-1222,0.0,gskill-internal-hard-drive-fm25s2s120gbsr,120.0,0.0,Yes,0.0,"2.5"""
512MB,256GB,M.2-2280,,,M.2 (M),Storage,/product/FdDzK8/samsung-internal-hard-drive-mzv5p256bw,Samsung,,,Samsung 950 PRO 256GB M.2-2280 Solid State Drive,MZ-V5P256BW,,,[],,,0.0,samsung-internal-hard-drive-mzv5p256bw,256.0,0.0,Yes,0.0,M.2-2280
32MB,1TB,"3.5""",7.69,,SATA 3 Gb/s,Storage,/product/PJ9KHx/seagate-internal-hard-drive-st31000520as,Seagate,,,"Seagate Barracuda LP 1TB 3.5"" 5900RPM Internal Hard Drive",ST31000520AS,,$0.13,[129.99],5900,,129.99,seagate-internal-hard-drive-st31000520as,1000.0,5900.0,No,0.13,"3.5"""
N/A,60GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/TGTmP6/patriot-internal-hard-drive-pi60gs25ssdr,Patriot,,MLC,"Patriot Inferno 60GB 2.5"" Solid State Drive",PI60GS25SSDR,,,[],,Sandforce SF-1222,0.0,patriot-internal-hard-drive-pi60gs25ssdr,60.0,0.0,Yes,0.0,"2.5"""
N/A,60GB,"2.5""",0.36,,SATA 3 Gb/s,Storage,/product/YvyFf7/corsair-internal-hard-drive-cssdf60gb2brkt,Corsair,,MLC,"Corsair Force 60GB 2.5"" Solid State Drive",CSSD-F60GB2-BRKT,,$2.75,[164.99],,Sandforce SF-1222,164.99,corsair-internal-hard-drive-cssdf60gb2brkt,60.0,0.0,Yes,2.75,"2.5"""
N/A,40GB,"1.8""",,,Micro SATA 3 Gb/s,Storage,/product/4HMFf7/ocz-internal-hard-drive-oczssd12vtx40g,OCZ,,MLC,"OCZ Vertex 2 40GB 1.8"" Solid State Drive",OCZSSD1-2VTX40G,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssd12vtx40g,40.0,0.0,Yes,0.0,"1.8"""
N/A,256GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/fXrG3C/kingston-internal-hard-drive-sv100s2256gz,Kingston,,MLC,"Kingston SSDNow V100 256GB 2.5"" Solid State Drive",SV100S2/256GZ,,,[],,Varies,0.0,kingston-internal-hard-drive-sv100s2256gz,256.0,0.0,Yes,0.0,"2.5"""
256MB,512GB,PCI-E,,,PCI-Express x8,Storage,/product/nPBv6h/ocz-internal-hard-drive-oczssdpxzd2m84512g,OCZ,,MLC,OCZ Z-Drive R2 M84 512GB PCI-E Solid State Drive,OCZSSDPX-ZD2M84512G,,,[],,Indilinx Barefoot 1,0.0,ocz-internal-hard-drive-oczssdpxzd2m84512g,512.0,0.0,Yes,0.0,PCI-E
N/A,180GB,PCI-E,,,PCI-Express x4,Storage,/product/N8g323/ocz-internal-hard-drive-oczssdpx1rvd0180,OCZ,,MLC,OCZ RevoDrive 180GB PCI-E Solid State Drive,OCZSSDPX-1RVD0180,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssdpx1rvd0180,180.0,0.0,Yes,0.0,PCI-E
N/A,180GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/L8g323/ocz-internal-hard-drive-oczssd22agte180g,OCZ,,MLC,"OCZ Agility 2 180GB 2.5"" Solid State Drive",OCZSSD2-2AGTE180G,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssd22agte180g,180.0,0.0,Yes,0.0,"2.5"""
N/A,240GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/wLR48d/ocz-internal-hard-drive-oczssd22onx240g,OCZ,,MLC,"OCZ Onyx 2 Series 240GB 2.5"" Solid State Drive",OCZSSD2-2ONX240G,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssd22onx240g,240.0,0.0,Yes,0.0,"2.5"""
N/A,240GB,PCI-E,,,PCI-Express x4,Storage,/product/c9mLrH/ocz-internal-hard-drive-oczssdpx1rvdx0240,OCZ,,MLC,OCZ RevoDrive X2 240GB PCI-E Solid State Drive,OCZSSDPX-1RVDX0240,,,[],,Sandforce SF-1222,0.0,ocz-internal-hard-drive-oczssdpx1rvdx0240,240.0,0.0,Yes,0.0,PCI-E
N/A,64GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/vBn2FT/kingston-internal-hard-drive-svp100es264g,Kingston,,MLC,"Kingston SSDNow V+ 100E 64GB 2.5"" Solid State Drive",SVP100ES2/64G,,,[],,Toshiba T6UG1XBG,0.0,kingston-internal-hard-drive-svp100es264g,64.0,0.0,Yes,0.0,"2.5"""
128MB,2TB,"3.5""",,,SATA 6 Gb/s,Storage,/product/P238TW/hitachi-internal-hard-drive-0f23029,Hitachi,,,"Hitachi Ultrastar 7K6000 2TB 3.5"" 7200RPM Internal Hard Drive",0F23029,,,[],7200,,0.0,hitachi-internal-hard-drive-0f23029,2000.0,7200.0,No,0.0,"3.5"""
N/A,64GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/VjV48d/zalman-internal-hard-drive-ssd0064n1,Zalman,,MLC,"Zalman N Series 64GB 2.5"" Solid State Drive",SSD0064N1,,,[],,Sandforce SF-1222,0.0,zalman-internal-hard-drive-ssd0064n1,64.0,0.0,Yes,0.0,"2.5"""
N/A,64GB,mSATA,0.69,,mSATA,Storage,/product/NFjG3C/crucial-internal-hard-drive-ct064m4ssd3,Crucial,,MLC (synchronous),Crucial M4 64GB mSATA Solid State Drive,CT064M4SSD3,,$1.45,"[92.79, 227.77]",,Marvell 9174,160.28,crucial-internal-hard-drive-ct064m4ssd3,64.0,0.0,Yes,1.45,mSATA
128MB,64GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/wX8Zxr/plextor-internal-hard-drive-px64m5s,Plextor,,MLC (synchronous),"Plextor M5S Series 64GB 2.5"" Solid State Drive",PX-64M5S,,,[],,Marvell 9174,0.0,plextor-internal-hard-drive-px64m5s,64.0,0.0,Yes,0.0,"2.5"""
N/A,60GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/ztfp99/gskill-internal-hard-drive-fm25s2s60gbp2,G.Skill,,MLC,"G.Skill Phoenix Pro Series 60GB 2.5"" Solid State Drive",FM-25S2S-60GBP2,,,[],,Sandforce SF-1222,0.0,gskill-internal-hard-drive-fm25s2s60gbp2,60.0,0.0,Yes,0.0,"2.5"""
N/A,240GB,"2.5""",0.33,,SATA 3 Gb/s,Storage,/product/T2ckcf/corsair-internal-hard-drive-cssdf240gb2brkt,Corsair,,MLC,"Corsair Force 240GB 2.5"" Solid State Drive",CSSD-F240GB2-BRKT,,$3.02,[724.99],,Sandforce SF-1222,724.99,corsair-internal-hard-drive-cssdf240gb2brkt,240.0,0.0,Yes,3.02,"2.5"""
N/A,64GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/4xJwrH/kingston-internal-hard-drive-sv100s264gz,Kingston,,MLC,"Kingston SSDNow V100 Series 64GB 2.5"" Solid State Drive",SV100S2/64GZ,,,[],,Varies,0.0,kingston-internal-hard-drive-sv100s264gz,64.0,0.0,Yes,0.0,"2.5"""
N/A,128GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/GyPfrH/kingston-internal-hard-drive-sv100s2n128gz,Kingston,,MLC,"Kingston SSDNow V100 128GB 2.5"" Solid State Drive",SV100S2N/128GZ,,,[],,Varies,0.0,kingston-internal-hard-drive-sv100s2n128gz,128.0,0.0,Yes,0.0,"2.5"""
N/A,64GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/gm9KHx/crucial-internal-hard-drive-ct064v4ssd2cca,Crucial,,MLC (synchronous),"Crucial V4 64GB 2.5"" Solid State Drive",CT064V4SSD2CCA,,,[],,Phison PS3105-S5,0.0,crucial-internal-hard-drive-ct064v4ssd2cca,64.0,0.0,Yes,0.0,"2.5"""
N/A,128GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/Kg9KHx/crucial-internal-hard-drive-ct128v4ssd2cca,Crucial,,MLC (synchronous),"Crucial V4 128GB 2.5"" Solid State Drive",CT128V4SSD2CCA,,,[],,Phison PS3105-S5,0.0,crucial-internal-hard-drive-ct128v4ssd2cca,128.0,0.0,Yes,0.0,"2.5"""
16MB,160GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/MLR48d/hitachi-internal-hard-drive-0a72331,Hitachi,7K500,,"Hitachi Travelstar 160GB 2.5"" 7200RPM Internal Hard Drive",0A72331,,,[],7200,,0.0,hitachi-internal-hard-drive-0a72331,160.0,7200.0,No,0.0,"2.5"""
32MB,500GB,"3.5""",,,SATA 3 Gb/s,Storage,/product/3hXfrH/western-digital-internal-hard-drive-wd5001aals,Western Digital,WD1001FALS,,"Western Digital Caviar Black 500GB 3.5"" 7200RPM Internal Hard Drive",WD5001AALS,,,[],7200,,0.0,western-digital-internal-hard-drive-wd5001aals,500.0,7200.0,No,0.0,"3.5"""
N/A,128GB,mSATA,,,mSATA,Storage,/product/sbFPxr/crucial-internal-hard-drive-ct128m550ssd3,Crucial,,MLC (synchronous),Crucial M550 128GB mSATA Solid State Drive,CT128M550SSD3,Yes,,[],,Marvell 9189,0.0,crucial-internal-hard-drive-ct128m550ssd3,128.0,0.0,Yes,0.0,mSATA
8MB,500GB,"2.5""",,,SATA 3 Gb/s,Storage,/product/xdLypg/hitachi-internal-hard-drive-0a57915,Hitachi,,,"Hitachi Travelstar 5K500.B 500GB 2.5"" 5400RPM Internal Hard Drive",0A57915,,,[],5400,,0.0,hitachi-internal-hard-drive-0a57915,500.0,5400.0,No,0.0,"2.5"""
N/A,480GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/cz4gXL/kingston-internal-hard-drive-krs31803h,Kingston,,MLC (asynchronous),"Kingston SSDNow V+200 480GB 2.5"" Solid State Drive",KR-S3180-3H,,,[],,Sandforce SF-2281,0.0,kingston-internal-hard-drive-krs31803h,480.0,0.0,Yes,0.0,"2.5"""
N/A,90GB,"2.5""",,,SATA 6 Gb/s,Storage,/product/yrK7YJ/kingston-internal-hard-drive-krs30903h,Kingston,,MLC (asynchronous),"Kingston SSDNow V+200 90GB 2.5"" Solid State Drive",KR-S3090-3H,,,[],,Sandforce SF-2281,0.0,kingston-internal-hard-drive-krs30903h,90.0,0.0,Yes,0.0,"2.5"""
