Color,Dimensions,"External 2.5"" Bays","External 3.5"" Bays","External 5.25"" Bays","External 5.25"" Slim Bays","External 5.25"" Slim Slot Load Bays",Front Panel USB 3.0 Ports,Includes Power Supply,"Internal 2.5"" Bays","Internal 3.5"" Bays","Internal 5.25"" Bays","Internal 5.25"" Slim Slot Load Bays",Kind,Link,Manufacturer,Maximum Video Card Length,Model,Motherboard Compatibility,Name,Part #,Prices,Type,link,dim,vol,avg,short_link
Black,"21.06"" x 8.66"" x 20.87""",,,5,,,No,No,,6,,,Case,/product/jKmLrH/thermaltake-case-vl200k1w2z,Thermaltake,,,"ATX, EATX, Micro ATX, Mini ITX",Thermaltake VL200K1W2Z ATX Full Tower Case,VL200K1W2Z,[],ATX Full Tower,thermaltake-case-vl200k1w2z,"[21.06, 8.66, 20.87]",3806.262252,0.0,thermaltake-case-vl200k1w2z
Black,"12.99"" x 8.62"" x 5.12""",,1,1,,,No,200 Watts,,1,,,Case,/product/T3DwrH/thermaltake-case-vl52021n2u,Thermaltake,,,"Mini ITX, Thin Mini ITX",Thermaltake VL52021N2U Mini ITX Desktop Case w/200W Power Supply,VL52021N2U,[],Mini ITX Desktop,thermaltake-case-vl52021n2u,"[12.99, 8.62, 5.12]",573.305856,0.0,thermaltake-case-vl52021n2u
Black,"20.28"" x 8.27"" x 19.76""",,,3,,,No,No,,6,,,Case,/product/ftTmP6/thermaltake-case-vl90001w2z,Thermaltake,"10.24""",,"ATX, Micro ATX, Mini ITX",Thermaltake VL90001W2Z ATX Mid Tower Case,VL90001W2Z,[],ATX Mid Tower,thermaltake-case-vl90001w2z,"[20.28, 8.27, 19.76]",3314.060256,0.0,thermaltake-case-vl90001w2z
Black/Silver,"20.28"" x 8.27"" x 19.76""",,,3,,,No,850 Watts,,6,,,Case,/product/nFkD4D/thermaltake-case-vl98521w2u,Thermaltake,,,"ATX, Micro ATX, Mini ITX",Thermaltake VL98521W2U ATX Mid Tower Case w/850W Power Supply,VL98521W2U,[],ATX Mid Tower,thermaltake-case-vl98521w2u,"[20.28, 8.27, 19.76]",3314.060256,0.0,thermaltake-case-vl98521w2u
Black,"19.29"" x 8.66"" x 18.19""",,1,8,,,No,No,,3,,,Case,/product/NTh9TW/thermaltake-case-vm100m1w2z,Thermaltake,"11.02""",,"ATX, Micro ATX, Mini ITX",Thermaltake VM100M1W2Z ATX Mid Tower Case,VM100M1W2Z,[],ATX Mid Tower,thermaltake-case-vm100m1w2z,"[19.29, 8.66, 18.19]",3038.664966,0.0,thermaltake-case-vm100m1w2z
Black/Red,,,,3,,,Yes,No,1,6,,,Case,/product/99Wrxr/cooler-master-case-rc922xmkwn2,Cooler Master,"13.94"" (354mm) With Drive Cages<br/>18.23"" (463mm) Without Drive Cages",HAF XM,"ATX, EATX, Micro ATX, Mini ITX",Cooler Master HAF XM ATX Mid Tower Case,RC-922XM-KWN2,[],ATX Mid Tower,cooler-master-case-rc922xmkwn2,,0.0,0.0,cooler-master-case-rc922xmkwn2
Black,"19.29"" x 8.46"" x 18.90""",,2,3,,,Yes,No,,5,,,Case,/product/wFkD4D/thermaltake-case-vm400m1w2z,Thermaltake,"12.40""",,"ATX, Micro ATX, Mini ITX",Thermaltake VM400M1W2Z ATX Mid Tower Case,VM400M1W2Z,[],ATX Mid Tower,thermaltake-case-vm400m1w2z,"[19.29, 8.46, 18.90]",3084.35526,0.0,thermaltake-case-vm400m1w2z
Black,"12.60"" x 10.20"" x 15.59""",,,,,,Yes,No,3,3,,,Case,/product/GgYXsY/corsair-case-cc9011070ww,Corsair,"12.99""",Air 240,"Micro ATX, Mini ITX",Corsair Air 240 MicroATX Mid Tower Case,CC-9011070-WW,"[77.76, 84.86, 77.68, 89.99, 89.99, 77.68]",MicroATX Mid Tower,corsair-case-cc9011070ww,"[12.60, 10.20, 15.59]",2003.6268,82.9933333333,corsair-case-cc9011070ww
Black,"19.29"" x 8.46"" x 18.90""",,2,3,,,Yes,No,,5,,,Case,/product/DXQypg/thermaltake-case-vm400m1w2zb,Thermaltake,"12.40""",,"ATX, Micro ATX, Mini ITX",Thermaltake VM400M1W2Z-B ATX Mid Tower Case,VM400M1W2Z-B,[],ATX Mid Tower,thermaltake-case-vm400m1w2zb,"[19.29, 8.46, 18.90]",3084.35526,0.0,thermaltake-case-vm400m1w2zb
Black,"26.54"" x 9.25"" x 25.20""",,,4,,,Yes,No,,10,,,Case,/product/qHH323/enermax-case-eca1092agbl,Enermax,,Fulmo GT (Black),"ATX, EATX, HPTX, Micro ATX, Mini ITX, XL ATX",Enermax Fulmo GT (Black) ATX Full Tower Case,ECA1092AG-BL,[],ATX Full Tower,enermax-case-eca1092agbl,"[26.54, 9.25, 25.20]",6186.474,0.0,enermax-case-eca1092agbl
Black,,,1,3,,,No,No,,7,,,Case,/product/PLTmP6/rosewill-case-fb01,Rosewill,,,"ATX, Micro ATX, Mini ITX",Rosewill FB-01 ATX Mid Tower Case,FB-01,[],ATX Mid Tower,rosewill-case-fb01,,0.0,0.0,rosewill-case-fb01
Black,"16.34"" x 7.09"" x 15.91""",,1,3,,,No,No,,7,,,Case,/product/J2CwrH/rosewill-case-fb02,Rosewill,,,"ATX, Micro ATX, Mini ITX",Rosewill FB-02 ATX Mid Tower Case,FB-02,[],ATX Mid Tower,rosewill-case-fb02,"[16.34, 7.09, 15.91]",1843.183046,0.0,rosewill-case-fb02
Black,"15.00"" x 7.48"" x 13.78""",,2,3,,,No,450 Watts,,4,,,Case,/product/XpsKHx/rosewill-case-r101pbk450w,Rosewill,,,"Micro ATX, Mini ITX",Rosewill R101-P-BK-450W MicroATX Mid Tower Case w/450W Power Supply,R101-P-BK-450W,[],MicroATX Mid Tower,rosewill-case-r101pbk450w,"[15.00, 7.48, 13.78]",1546.116,0.0,rosewill-case-r101pbk450w
Black,"15.00"" x 7.48"" x 13.78""",,2,3,,,No,No,,4,,,Case,/product/hxMFf7/rosewill-case-r102pbk,Rosewill,,,"Micro ATX, Mini ITX",Rosewill R102-P-BK MicroATX Mid Tower Case,R102-P-BK,[],MicroATX Mid Tower,rosewill-case-r102pbk,"[15.00, 7.48, 13.78]",1546.116,0.0,rosewill-case-r102pbk
Black,"18.46"" x 7.87"" x 17.68""",,1,3,,,No,No,,6,,,Case,/product/HQbp99/antec-case-vsk2000,Antec,,,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Antec VSK-2000 ATX Mid Tower Case,VSK-2000,[],ATX Mid Tower,antec-case-vsk2000,"[18.46, 7.87, 17.68]",2568.553936,0.0,antec-case-vsk2000
Blue,,,,,,,Yes,No,4,4,,,Case,/product/Bgs8TW/bitfenix-case-cabfaegisdbu,BitFenix,"14.96""",BitFenix Aegis with Display Blue,"Micro ATX, Mini ITX",BitFenix BitFenix Aegis with Display Blue MicroATX Mid Tower Case,CABF-AEGIS-D-BU,[],MicroATX Mid Tower,bitfenix-case-cabfaegisdbu,,0.0,0.0,bitfenix-case-cabfaegisdbu
Red,,,,,,,Yes,No,4,4,,,Case,/product/T4DzK8/bitfenix-case-cabfaegisdrd,BitFenix,"14.96""",BitFenix Aegis with Display Red,"Micro ATX, Mini ITX",BitFenix BitFenix Aegis with Display Red MicroATX Mid Tower Case,CABF-AEGIS-D-RD,[],MicroATX Mid Tower,bitfenix-case-cabfaegisdrd,,0.0,0.0,bitfenix-case-cabfaegisdrd
Black,,,,,,,Yes,No,4,4,,,Case,/product/4t648d/bitfenix-case-cabfaegisbk,BitFenix,"14.96""",BitFenix Aegis Core Black,"Micro ATX, Mini ITX",BitFenix BitFenix Aegis Core Black MicroATX Mid Tower Case,CABF-AEGIS-BK,[],MicroATX Mid Tower,bitfenix-case-cabfaegisbk,,0.0,0.0,bitfenix-case-cabfaegisbk
Black/Red,,,,,,,Yes,No,4,2,,,Case,/product/K8QRsY/nzxt-ca-s340w-b4-atx-mid-tower-case-ca-s340w-b4,NZXT,"13.15"" (334mm) With Drive Cages<br/>14.33"" (364mm) Without Drive Cages",S340 Elite (Black/Red),"ATX, Micro ATX, Mini ITX",NZXT S340 Elite (Black/Red) ATX Mid Tower Case,CA-S340W-B4,"[89.99, 99.99, 99.99, 99.99, 111.26, 99.99]",ATX Mid Tower,nzxt-ca-s340w-b4-atx-mid-tower-case-ca-s340w-b4,,0.0,100.201666667,nzxt-ca-s340w-b4-atx-mid-tower-case-ca-s340w-b4
White/Blue,"18.74"" x 7.99"" x 17.32""",,2,4,,,No,No,,4,,,Case,/product/Fqn2FT/apevia-case-atxb3kl,Apevia,,,"ATX, Micro ATX, Mini ITX",Apevia ATXB3KL ATX Mid Tower Case,ATXB3KL,[],ATX Mid Tower,apevia-case-atxb3kl,"[18.74, 7.99, 17.32]",2593.368632,0.0,apevia-case-atxb3kl
Black/Blue,"18.90"" x 7.91"" x 17.13""",,1,5,,,No,No,,4,,,Case,/product/3vxfrH/cooler-master-case-cact05ub,Cooler Master,"10.75""",Centurion 5,"ATX, Micro ATX, Mini ITX",Cooler Master Centurion 5 ATX Mid Tower Case,CAC-T05-UB,[],ATX Mid Tower,cooler-master-case-cact05ub,"[18.90, 7.91, 17.13]",2560.91787,0.0,cooler-master-case-cact05ub
Black,,,,3,,,Yes,No,1,3,,,Case,/product/BTLypg/lian-li-case-pc6,Lian-Li,"17.32""",PC-6 (Black),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Lian-Li PC-6 (Black) ATX Mid Tower Case,PC-6,[],ATX Mid Tower,lian-li-case-pc6,,0.0,0.0,lian-li-case-pc6
Black,,,,2,,,Yes,No,,8,,,Case,/product/D2RFf7/rosewill-case-wolfstone,Rosewill,"13.39""",,"ATX, Micro ATX, Mini ITX",Rosewill WolfStone ATX Mid Tower Case,WolfStone,[],ATX Mid Tower,rosewill-case-wolfstone,,0.0,0.0,rosewill-case-wolfstone
Black,"17.68"" x 7.87"" x 19.69""",,,4,,,Yes,No,,5,,,Case,/product/kGphP6/antec-case-gx700,Antec,"11.54""",,"ATX, Micro ATX, Mini ITX",Antec GX700 ATX Mid Tower Case,GX700,[],ATX Mid Tower,antec-case-gx700,"[17.68, 7.87, 19.69]",2739.698104,0.0,antec-case-gx700
Black,"15.75"" x 7.24"" x 14.33""",,2,2,,,No,No,,2,,,Case,/product/jgW9TW/cooler-master-case-rc341ckkn1gp,Cooler Master,"12.56""",Elite 341,"Micro ATX, Mini ITX",Cooler Master Elite 341 MicroATX Mid Tower Case,RC-341C-KKN1-GP,[],MicroATX Mid Tower,cooler-master-case-rc341ckkn1gp,"[15.75, 7.24, 14.33]",1634.0499,0.0,cooler-master-case-rc341ckkn1gp
Black,"20.47"" x 7.99"" x 17.80""",,2,4,,,No,No,,4,,,Case,/product/DpPfrH/sigma-case-phantomwb,Sigma,,,"ATX, Micro ATX, Mini ITX",Sigma PHANTOM-WB ATX Mid Tower Case,PHANTOM-WB,[],ATX Mid Tower,sigma-case-phantomwb,"[20.47, 7.99, 17.80]",2911.28434,0.0,sigma-case-phantomwb
Silver,"20.47"" x 8.15"" x 25.31""",,1,4,,,No,No,,6,,,Case,/product/tmXfrH/silverstone-case-ssttj10sw,Silverstone,"11.97""",TJ10S-W,"ATX, EATX, Micro ATX, Mini ITX, SSI EEB",Silverstone TJ10S-W ATX Full Tower Case,SST-TJ10S-W,[],ATX Full Tower,silverstone-case-ssttj10sw,"[20.47, 8.15, 25.31]",4222.479955,0.0,silverstone-case-ssttj10sw
Black,"20.47"" x 8.15"" x 25.31""",,1,4,,,Yes,No,,6,,,Case,/product/qL8Zxr/silverstone-case-ssttj10bwnvusb30,Silverstone,"11.97""",TJ10B-WNV-USB3.0,"ATX, EATX, Micro ATX, Mini ITX, SSI EEB",Silverstone TJ10B-WNV-USB3.0 ATX Full Tower Case,SST-TJ10B-WNV-USB3.0,[],ATX Full Tower,silverstone-case-ssttj10bwnvusb30,"[20.47, 8.15, 25.31]",4222.479955,0.0,silverstone-case-ssttj10bwnvusb30
Black,"7.83"" x 19.25"" x 19.41""",,,4,,,Yes,No,2,4,,,Case,/product/QC7wrH/cfi-case-diablolt,CFI,,,"ATX, Micro ATX, Mini ITX",CFI Diablo LT ATX Mid Tower Case,Diablo LT,[],ATX Mid Tower,cfi-case-diablolt,"[7.83, 19.25, 19.41]",2925.620775,0.0,cfi-case-diablolt
Black,"20.55"" x 9.09"" x 18.27""",,,2,,,Yes,No,2,8,,,Case,/product/tHckcf/fractal-design-case-fdcadefr4blw,Fractal Design,"11.61"" (295mm) With Drive Cages<br/>16.93"" (430mm) Without Drive Cages",Define R4 w/Window (Black Pearl),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Fractal Design Define R4 w/Window (Black Pearl) ATX Mid Tower Case,FD-CA-DEF-R4-BL-W,"[79.99, 104.99, 109.99, 113.99]",ATX Mid Tower,fractal-design-case-fdcadefr4blw,"[20.55, 9.09, 18.27]",3412.826865,102.24,fractal-design-case-fdcadefr4blw
Black,"7.83"" x 17.05"" x 19.53""",,,4,,,Yes,No,,4,,,Case,/product/FJJwrH/cfi-case-prime311,CFI,,,"ATX, Micro ATX, Mini ITX",CFI Prime 311 ATX Mid Tower Case,Prime 311,[],ATX Mid Tower,cfi-case-prime311,"[7.83, 17.05, 19.53]",2607.284295,0.0,cfi-case-prime311
Black/Blue,"7.48"" x 17.68"" x 18.78""",,2,3,,,No,No,,5,,,Case,/product/3g6BD3/cooler-master-case-rc311bbwn1,Cooler Master,"11.06""",Elite 311 (Blue),"ATX, Micro ATX, Mini ITX",Cooler Master Elite 311 (Blue) ATX Mid Tower Case,RC-311B-BWN1,[],ATX Mid Tower,cooler-master-case-rc311bbwn1,"[7.48, 17.68, 18.78]",2483.587392,0.0,cooler-master-case-rc311bbwn1
Black,"14.92"" x 7.05"" x 16.14""",,1,3,,,No,250 Watts,,2,,,Case,/product/d4Lypg/sentey-case-cs11399,Sentey,,,"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Sentey CS1-1399 ATX Mid Tower Case w/250W Power Supply,CS1-1399,[],ATX Mid Tower,sentey-case-cs11399,"[14.92, 7.05, 16.14]",1697.70204,0.0,sentey-case-cs11399
Black/Orange,"7.48"" x 17.68"" x 18.78""",,2,3,,,No,No,,5,,,Case,/product/zhQypg/cooler-master-case-rc311bown1,Cooler Master,"11.06""",Elite 311 (Orange),"ATX, Micro ATX, Mini ITX",Cooler Master Elite 311 (Orange) ATX Mid Tower Case,RC-311B-OWN1,[],ATX Mid Tower,cooler-master-case-rc311bown1,"[7.48, 17.68, 18.78]",2483.587392,0.0,cooler-master-case-rc311bown1
White/Black,"18.98"" x 7.48"" x 19.49""",,,3,,,Yes,No,,6,,,Case,/product/C47wrH/raidmax-case-atx902ww,Raidmax,,Seiran (White),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Raidmax Seiran (White) ATX Mid Tower Case,ATX-902WW,[],ATX Mid Tower,raidmax-case-atx902ww,"[18.98, 7.48, 19.49]",2767.003096,0.0,raidmax-case-atx902ww
Red/Black,"20.47"" x 7.24"" x 17.52""",,1,4,,,Yes,No,,4,,,Case,/product/cG8Zxr/raidmax-case-atx321wr,Raidmax,,Viper (Red),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Raidmax Viper (Red) ATX Mid Tower Case,ATX-321WR,[],ATX Mid Tower,raidmax-case-atx321wr,"[20.47, 7.24, 17.52]",2596.513056,0.0,raidmax-case-atx321wr
Red/Black,"18.98"" x 7.48"" x 19.49""",,,3,,,Yes,No,,6,,,Case,/product/Jg6BD3/raidmax-case-atx902wr,Raidmax,,Seiran (Red),"ATX, Micro ATX, Mini ITX, Thin Mini ITX",Raidmax Seiran (Red) ATX Mid Tower Case,ATX-902WR,[],ATX Mid Tower,raidmax-case-atx902wr,"[18.98, 7.48, 19.49]",2767.003096,0.0,raidmax-case-atx902wr
Black,"30.67"" x 10.20"" x 23.98""",2,4,8,,,Yes,No,,8,,,Case,/product/rqvRsY/azza-case-csaz4000,Azza,"14.17""",Fusion 4000,"ATX, EATX, Micro ATX, Mini ITX, Thin Mini ITX, XL ATX",Azza Fusion 4000 ATX Full Tower Case,CSAZ-4000,[],ATX Full Tower,azza-case-csaz4000,"[30.67, 10.20, 23.98]",7501.75932,0.0,azza-case-csaz4000
Silver/Black,"24.69"" x 10.43"" x 23.50""",,,5,,,No,No,,6,,,Case,/product/8cK7YJ/cooler-master-case-rc1000ksn1gp,Cooler Master,"14.72""",Cosmos,"ATX, EATX, Micro ATX, Mini ITX",Cooler Master Cosmos ATX Full Tower Case,RC-1000-KSN1-GP,[],ATX Full Tower,cooler-master-case-rc1000ksn1gp,"[24.69, 10.43, 23.50]",6051.64245,0.0,cooler-master-case-rc1000ksn1gp
Black,,,,1,,,No,No,,,,,Case,/product/7fPzK8/aerocool-case-cs101,Aerocool,"9.45""",,"Micro ATX, Mini ITX",Aerocool CS-101 MicroATX Slim Case,CS-101,[],MicroATX Slim,aerocool-case-cs101,,0.0,0.0,aerocool-case-cs101
Black,"9.37"" x 8.07"" x 14.88""",,,1,,,Yes,No,1,3,,,Case,/product/6wR48d/cooler-master-case-rc130kkn1,Cooler Master,"13.50""",Elite 130,Mini ITX,Cooler Master Elite 130 Mini ITX Tower Case,RC-130-KKN1,"[42.99, 48.21, 48.99, 49.99, 49.99, 45.99, 44.14]",Mini ITX Tower,cooler-master-case-rc130kkn1,"[9.37, 8.07, 14.88]",1125.164592,47.1857142857,cooler-master-case-rc130kkn1
Black,"18.46"" x 5.47"" x 13.98""",,1,2,,,No,430 Watts,,1,,,Case,/product/BR3RsY/dynapower-case-c05n63m158,Dynapower,,,"ATX, Micro ATX, Mini ITX",Dynapower C05.N63.M158 ATX Mini Tower Case w/430W Power Supply,C05.N63.M158,[],ATX Mini Tower,dynapower-case-c05n63m158,"[18.46, 5.47, 13.98]",1411.647276,0.0,dynapower-case-c05n63m158
Black,"20.04"" x 8.27"" x 17.28""",,,9,,,No,No,,,,,Case,/product/CQbp99/cooler-master-case-rc590kkn1gp,Cooler Master,"11.22""",Centurion 590,"ATX, Micro ATX, Mini ITX",Cooler Master Centurion 590 ATX Mid Tower Case,RC-590-KKN1-GP,[],ATX Mid Tower,cooler-master-case-rc590kkn1gp,"[20.04, 8.27, 17.28]",2863.828224,0.0,cooler-master-case-rc590kkn1gp
Black/White,"5.35"" x 13.23"" x 13.23""",,2,1,,,No,300 Watts,,1,,,Case,/product/TVV48d/topower-case-tp1687bb300,Topower,,TP-1687BB-300 (Black/White),"Micro ATX, Mini ITX",Topower TP-1687BB-300 (Black/White) MicroATX Desktop Case w/300W Power Supply,TP-1687BB-300,[],MicroATX Desktop,topower-case-tp1687bb300,"[5.35, 13.23, 13.23]",936.426015,0.0,topower-case-tp1687bb300
Black,"24.21"" x 8.35"" x 19.57""",,,5,,,No,No,1,5,,,Case,/product/d7jG3C/silverstone-case-ft02b,Silverstone,"11.97"" (304mm) With Drive Cages<br/>12.17"" (309mm) Without Drive Cages",,"ATX, Micro ATX, Mini ITX",Silverstone FT02B ATX Mid Tower Case,FT02B<br/>(or) SST-FT02B,[246.99],ATX Mid Tower,silverstone-case-ft02b,"[24.21, 8.35, 19.57]",3956.143995,246.99,silverstone-case-ft02b
Black/Blue,"16.34"" x 6.97"" x 15.24""",,2,2,,,No,500 Watts,,2,,,Case,/product/PktCmG/apevia-case-xqboiibl500,Apevia,,X-QBOII Black/Blue,"Micro ATX, Mini ITX",Apevia X-QBOII Black/Blue MicroATX Mini Tower Case w/500W Power Supply,X-QBOII-BL/500,[],MicroATX Mini Tower,apevia-case-xqboiibl500,"[16.34, 6.97, 15.24]",1735.680552,0.0,apevia-case-xqboiibl500
Black/Silver,"5.35"" x 13.23"" x 13.23""",,2,1,,,No,300 Watts,,1,,,Case,/product/Y8Gkcf/topower-case-tp1687bs300,Topower,,TP-1687BS-300 (Black/Silver),"Micro ATX, Mini ITX",Topower TP-1687BS-300 (Black/Silver) MicroATX Desktop Case w/300W Power Supply,TP-1687BS-300,[],MicroATX Desktop,topower-case-tp1687bs300,"[5.35, 13.23, 13.23]",936.426015,0.0,topower-case-tp1687bs300
Black/Silver,"14.49"" x 13.46"" x 5.75""",,1,1,,,No,350 Watts,,2,,,Case,/product/QQbp99/athenatech-case-a100bb350,Athenatech,,,"Flex ATX, Micro ATX, Mini ITX",Athenatech A100BB.350 MicroATX Desktop Case w/350W Power Supply,A100BB.350,[],MicroATX Desktop,athenatech-case-a100bb350,"[14.49, 13.46, 5.75]",1121.45355,0.0,athenatech-case-a100bb350
White,,,1,1,,,Yes,No,,2,,,Case,/product/NzM323/sentey-case-ss62440,Sentey,"12.60""",,"Flex ATX, Micro ATX, Mini DTX, Mini ITX",Sentey SS6-2440 MicroATX Mini Tower Case,SS6-2440,[],MicroATX Mini Tower,sentey-case-ss62440,,0.0,0.0,sentey-case-ss62440
Clear,"18.46"" x 9.06"" x 18.07""",,1,9,,,No,No,,4,,,Case,/product/9zckcf/sunbeam-case-ac9bt,Sunbeam,,,"ATX, Micro ATX, Mini ITX",Sunbeam AC9B-T ATX Mid Tower Case,AC9B-T,[],ATX Mid Tower,sunbeam-case-ac9bt,"[18.46, 9.06, 18.07]",3022.164132,0.0,sunbeam-case-ac9bt
Black,"13.98"" x 6.89"" x 13.66""",,2,2,,,No,No,,1,,,Case,/product/7jxfrH/hec-case-6t18bb,HEC,,,"Micro ATX, Mini ITX",HEC 6T18BB MicroATX Mini Tower Case,6T18BB,[],MicroATX Mini Tower,hec-case-6t18bb,"[13.98, 6.89, 13.66]",1315.761252,0.0,hec-case-6t18bb
Black,"17.01"" x 7.99"" x 18.66""",,,,,,Yes,No,4,2,,,Case,/product/3TYWGX/nzxt-ca-s340w-b3-atx-mid-tower-case-ca-s340w-b3,NZXT,"13.15"" (334mm) With Drive Cages<br/>14.33"" (364mm) Without Drive Cages",S340 Elite (Black),"ATX, Micro ATX, Mini ITX",NZXT S340 Elite (Black) ATX Mid Tower Case,CA-S340W-B3,"[84.99, 89.99, 99.99, 99.99, 111.26, 99.99]",ATX Mid Tower,nzxt-ca-s340w-b3-atx-mid-tower-case-ca-s340w-b3,"[17.01, 7.99, 18.66]",2536.078734,97.7016666667,nzxt-ca-s340w-b3-atx-mid-tower-case-ca-s340w-b3
Black/Red,,,,3,,,Yes,No,3,3,,,Case,/product/GmGj4D/deepcool-case-kendomenred,Deepcool,"12.20"" (310mm) With Drive Cages<br/>15.75"" (400mm) Without Drive Cages",,"ATX, Micro ATX, Mini ITX",Deepcool KENDOMEN Red ATX Mid Tower Case,KENDOMEN Red,"[47.99, 54.99, 47.99, 92.12]",ATX Mid Tower,deepcool-case-kendomenred,,0.0,60.7725,deepcool-case-kendomenred
Black,"22.24"" x 8.23"" x 21.50""",,2,5,,,No,No,,6,,,Case,/product/Vzckcf/apevia-case-xjupitergbk,Apevia,,X-Jupiter G-Type Black,"ATX, Micro ATX, Mini ITX",Apevia X-Jupiter G-Type Black ATX Full Tower Case,X-JUPITERG-BK,[],ATX Full Tower,apevia-case-xjupitergbk,"[22.24, 8.23, 21.50]",3935.2568,0.0,apevia-case-xjupitergbk
Black,"20.08"" x 9.09"" x 20.67""",,,3,,,Yes,No,,8,,,Case,/product/9Jh9TW/ultra-case-u1242151,Ultra,,Rogue M950,"ATX, Micro ATX, Mini ITX",Ultra Rogue M950 ATX Full Tower Case,U12-42151,[],ATX Full Tower,ultra-case-u1242151,"[20.08, 9.09, 20.67]",3772.837224,0.0,ultra-case-u1242151
Black,"18.98"" x 7.24"" x 15.98""",,,3,,,Yes,No,,7,,,Case,/product/mqGkcf/ultra-case-u1242350,Ultra,,XBlaster Pro,"ATX, Micro ATX, Mini ITX",Ultra XBlaster Pro ATX Mid Tower Case,U12-42350,[],ATX Mid Tower,ultra-case-u1242350,"[18.98, 7.24, 15.98]",2195.894896,0.0,ultra-case-u1242350
Green/Blue,"18.74"" x 7.80"" x 16.73""",,2,4,,,No,420 Watts,,4,,,Case,/product/yzckcf/apevia-case-atxb5klwgn,Apevia,,X-Gear Green,"ATX, Micro ATX, Mini ITX",Apevia X-Gear Green ATX Mid Tower Case w/420W Power Supply,ATXB5KLW-GN,[],ATX Mid Tower,apevia-case-atxb5klwgn,"[18.74, 7.80, 16.73]",2445.45756,0.0,apevia-case-atxb5klwgn
Black,"25.20"" x 10.20"" x 23.98""",4,6,4,,,Yes,No,,2,,,Case,/product/33xfrH/azza-case-csaz3000,Azza,"14.17""",Fusion 3000 (Black),"ATX, EATX, Micro ATX, Mini ITX, XL ATX",Azza Fusion 3000 (Black) ATX Full Tower Case,CSAZ-3000,[],ATX Full Tower,azza-case-csaz3000,"[25.20, 10.20, 23.98]",6163.8192,0.0,azza-case-csaz3000
Black/White,"18.46"" x 8.07"" x 16.97""",,,4,,,No,No,,4,,,Case,/product/Kmckcf/antec-case-solo,Antec,"10.00""",,"ATX, Micro ATX, Mini ITX",Antec Solo ATX Mid Tower Case,Solo,[],ATX Mid Tower,antec-case-solo,"[18.46, 8.07, 16.97]",2528.058234,0.0,antec-case-solo
Black,"19.09"" x 8.19"" x 18.19""",,2,4,,,No,No,,5,,,Case,/product/rhphP6/thermaltake-case-vj400g1n2z,Thermaltake,,,"ATX, Micro ATX, Mini ITX",Thermaltake VJ400G1N2Z ATX Mid Tower Case,VJ400G1N2Z,[],ATX Mid Tower,thermaltake-case-vj400g1n2z,"[19.09, 8.19, 18.19]",2843.953749,0.0,thermaltake-case-vj400g1n2z
Black,"19.25"" x 8.23"" x 18.46""",,,5,,,Yes,No,,4,,,Case,/product/8gW9TW/lian-li-case-pc7fn,Lian-Li,"16.93""",,"ATX, Micro ATX, Mini ITX",Lian-Li PC-7FN ATX Mid Tower Case,PC-7FN,[],ATX Mid Tower,lian-li-case-pc7fn,"[19.25, 8.23, 18.46]",2924.57165,0.0,lian-li-case-pc7fn
Black,"22.99"" x 8.62"" x 23.23""",,,5,,,Yes,No,,10,,,Case,/product/jVzv6h/lian-li-case-pca70f,Lian-Li,"15.35"" (390mm) With Drive Cages<br/>20.87"" (530mm) Without Drive Cages",,"ATX, EATX, Micro ATX, Mini ITX",Lian-Li PC-A70F ATX Full Tower Case,PC-A70F,[],ATX Full Tower,lian-li-case-pca70f,"[22.99, 8.62, 23.23]",4603.577374,0.0,lian-li-case-pca70f
Black/White,"22.28"" x 8.90"" x 21.69""",,1,5,,,No,No,,6,,,Case,/product/w2CwrH/inwin-case-ironclad,Inwin,,,"ATX, Micro ATX, Mini ITX",Inwin Ironclad ATX Full Tower Case,Ironclad,[],ATX Full Tower,inwin-case-ironclad,"[22.28, 8.90, 21.69]",4300.95348,0.0,inwin-case-ironclad
Black,,,,1,,,Yes,No,3,8,,,Case,/product/vVwqqs/phanteks-case-phes515pabk,Phanteks,"11.81"" (300mm) With Drive Cages<br/>16.54"" (420mm) Without Drive Cages",Enthoo Pro M Acrylic,"ATX, EATX, Micro ATX, Mini ITX",Phanteks Enthoo Pro M Acrylic ATX Mid Tower Case,PH-ES515PA_BK,"[89.99, 100.86, 89.99]",ATX Mid Tower,phanteks-case-phes515pabk,,0.0,93.6133333333,phanteks-case-phes515pabk
Black,"5.43"" x 16.97"" x 12.13""",,,1,,,Yes,No,,3,,,Case,/product/qWphP6/nmediapc-case-htpc7000b,nMEDIAPC,"11.02""",HTPC 7000B (Black),"Micro ATX, Mini DTX, Mini ITX",nMEDIAPC HTPC 7000B (Black) HTPC Case,HTPC 7000B,[],HTPC,nmediapc-case-htpc7000b,"[5.43, 16.97, 12.13]",1117.744323,0.0,nmediapc-case-htpc7000b
